item_code,item,unit,item_group,item_category,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.395,8.396666666666667,8.55,8.55,8.245000000000001,8.53025641025641,8.095,8.095,8.411428571428573,8.196666666666667,8.39,8.545,8.39,8.545,8.745,8.563333333333333,8.745,8.79,8.806923076923077,8.99,8.99,8.99,8.99,8.99,8.988974358974358,8.99
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,,10.5725,,,10.5725,,,,,,,,,,10.8475,,,,,,10.8725,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,23.96666666666667,,,23.96666666666667,,,,,,,,,,23.96666666666667,,,,,,23.96666666666667,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,4.6875,,,5.189,,,,,6.89,6.89,6.89,6.89,,4.939,,,,,,5.235454545454545,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,7.25,6.39,,6.39,6.675882352941176,6.39,,6.656666666666666,7.25,7.25,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.646,6.39,,,,,6.757142857142857,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,4.33,,,4.166666666666667,,,,,,,,,,4.166666666666667,,,,,,4.166666666666667,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.99,2.99,2.99,,,3.939375,,,3.836470588235294,2.59,2.59,2.59,2.59,2.59,2.59,2.59,,,3.68875,2.59,2.59,2.59,2.59,,3.7525,2.49
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.99,10.99,10.99,10.99,10.99,9.793333333333335,10.99,10.99,9.717500000000001,8.49,8.49,8.49,8.49,7.99,7.99,7.99,7.99,7.99,9.092500000000001,,,,,,9.796666666666667,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,5.9975000000000005,,,5.9975000000000005,,,,,,,,,,5.7475000000000005,,,,,,5.663333333333334,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,4.69,4.69,4.69,4.69,4.677142857142857,4.69,4.69,4.580588235294118,4.69,,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.503333333333334,4.19,4.19,,,4.69,4.517058823529412,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,14.41125,,,14.912857142857144,,,,,,,,,,15.733333333333334,,,,,,16.248333333333335,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,2.6,,,,,,,,,,,,,,,,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.69,,,,,6.841428571428572,,,6.73625,,,,,,,,,,6.182857142857143,4.39,,,,5.69,6.725714285714285,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,5.495,,,5.0,,,,,,,,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,26.118125,,,26.178421052631577,,,,,,,,,,25.910555555555554,,,,,,25.795217391304345,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,11.99,10.644074074074073,11.99,11.99,10.961379310344828,11.99,12.99,12.99,12.99,12.99,,11.99,11.99,11.99,10.975999999999999,11.99,,,,,10.939285714285715,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,11.333333333333334,,,12.166666666666666,,,,,,,,,,12.4,,,,,,13.25,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,32.95,,,32.95,,,,,,,,,,31.95,,,,,,31.2225,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,25.0,,,,,,,,,,26.45,,,,,,26.45,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,15.815833333333332,,,16.056428571428572,,,,,,,,,,14.574166666666665,,,,,,15.249166666666667,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,37.98625,,,38.483333333333334,,,,,,,,,,38.84285714285714,,,,,,38.32222222222222,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,35.0,,,35.0,,,,,,,,,,35.0,,,,,,38.333333333333336,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,22.99,,,,,,,,,,,,,,,,,,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,,,,,,,,,,18.9,,,,,,18.9,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,35.0,,,34.25,,,,,,,,,,34.5,,,,,,35.0,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,11.816666666666668,,,12.59,,,,,,,,,,12.714285714285714,,,,,,13.6,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,16.999444444444446,,,17.411176470588234,,,,,,,,,,17.176470588235293,,,,,,17.7095,
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.99,14.99,14.99,14.99,8.99,11.267027027027027,8.99,8.99,11.348108108108107,,,,,,,,,,10.908529411764706,,,,,12.99,11.46888888888889,12.99
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,26.4725,,,26.633333333333336,,,,,,,,,,25.3,,,,,,25.3,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,33.4,,,34.166666666666664,,,,,,,,,,33.8,,,,,,34.2,
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.99,15.99,12.99,12.99,12.99,13.088518518518518,12.99,12.99,12.828333333333333,15.99,15.99,15.99,15.99,,,12.99,12.99,12.99,12.706923076923077,12.99,,,,,13.293000000000001,14.99
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.99,9.99,,,9.99,11.466000000000001,9.99,9.99,11.713571428571429,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,11.466000000000001,9.99,,,,9.99,11.405625,9.99
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,,,10.5,,,9.333333333333334,,,,,,,,,,8.333333333333334,,,,,,9.25,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.89,11.89,11.89,11.89,11.89,13.716585365853659,11.89,11.89,13.712972972972972,11.89,11.89,11.89,11.89,,,15.29,15.29,15.29,14.493888888888888,15.29,15.29,15.29,15.29,15.29,14.676486486486485,15.29
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,16.4028125,,,16.140588235294118,,,,,,,,,,16.76888888888889,,,,,,17.014871794871794,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.09,14.09,,,14.09,15.6465625,14.09,14.09,15.856785714285715,13.69,13.69,13.69,,16.49,13.69,13.69,13.69,13.69,16.706785714285715,,16.49,16.49,16.49,16.49,16.99,16.49
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.59,12.59,12.59,12.59,12.59,14.8615503875969,12.59,12.59,14.81547619047619,12.59,,,,,,,,,14.702031250000001,,,,,,14.5096875,
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,9.291612903225808,,,9.45220338983051,,,,,,,,,,9.623939393939395,,,,,,9.673235294117646,
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,11.69173076923077,,,11.865,,,,,,,,,,12.152549019607843,,,,,,12.693846153846154,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,8.901730769230769,,,8.870392156862744,,,,,,,,,,8.84537037037037,,,,,,8.81320754716981,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,,,2.563636363636364,,,2.5727272727272728,,,,,,,,,,2.5761904761904764,,,,,,2.5761904761904764,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,,,10.0,,,,,,,,,,,,,10.0,,,,,,10.0,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,,,8.1,,,8.1,,,,,,,,,,8.1,,,,,,8.1,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,4.104390243902439,,,4.18975,,,,,,,,,,4.255,,,,,,4.173571428571428,
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.29,2.29,,,2.29,4.8591304347826085,2.29,2.29,4.468500000000001,2.29,2.29,2.29,2.29,2.29,,,,2.29,4.7490000000000006,2.29,2.29,2.29,2.29,2.29,4.760952380952381,
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.89,6.89,6.89,6.89,6.89,9.664761904761905,6.89,6.89,9.752131147540984,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,9.81079365079365,6.89,6.89,6.89,6.89,6.89,9.6809375,6.89
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.69,2.69,,,2.69,5.0802564102564105,2.69,2.69,4.963947368421053,,,,2.69,2.69,2.69,2.69,2.69,2.69,5.048904109589041,,,,,2.69,5.05825,2.69
