item_code,item,unit,item_group,item_category,2024-02-01,2024-02-02,2024-02-03,2024-02-04,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-17,2024-02-18,2024-02-19,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-24,2024-02-25,2024-02-26,2024-02-27,2024-02-28,2024-02-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.19,9.19,9.19,9.19,9.169777777777778,9.4,9.4,,9.4,9.2436,9.4,9.4,9.4,9.4,9.4,9.15877551020408,8.99,8.99,8.59,8.59,8.59,8.59,9.113958333333334,8.59,8.59,8.937999999999999
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,12.29857142857143,,,,,12.265,,,,,,12.498571428571427,,,,,,,12.415,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,19.49,19.49,19.49,19.49,19.49,19.49,19.49,,19.49,,,,,,,,,,,,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,22.96666666666667,,,,,22.448333333333334,,,,,,23.85,,,,,,,22.96666666666667,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.99,3.99,3.99,3.99,4.68625,,,,,4.943333333333333,,,,,,5.285714285714286,,,,,,,5.115833333333334,,,4.995
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.25,7.25,,7.25,6.706521739130435,7.25,7.25,,7.25,6.726190476190476,6.39,6.39,6.39,6.39,6.39,6.706818181818182,7.25,7.25,7.25,7.25,7.25,7.25,6.6840909090909095,7.25,7.25,7.2625
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,8.0,,,,,8.0,,,,,,8.0,,,,,,,6.5,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,4.4975000000000005,,,,,4.663333333333333,,,,,,4.166666666666667,,,,,,,4.25,,,4.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.69,,,4.69,4.458,4.69,4.69,,4.69,4.596363636363637,3.59,3.59,3.59,3.59,4.69,4.571666666666666,3.59,3.59,3.59,3.59,3.59,3.59,4.1241666666666665,,,2.91
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,12.59,12.59,12.59,12.59,11.996666666666668,12.59,,,,8.435,,,,,12.59,10.3925,12.59,12.59,12.59,12.59,12.59,12.59,10.19,12.59,12.59,9.99
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,6.4975000000000005,,,,,6.0,,,,,,5.625,,,,,,,5.625,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,4.534000000000001,,,,,4.493333333333333,,,,,,4.452105263157895,,,,,,,4.409473684210527,,,4.898000000000001
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,12.99,12.99,12.99,12.99,15.642222222222223,,,,,15.569999999999999,,,,,,15.354285714285714,15.39,15.39,15.39,15.39,15.39,15.39,15.415000000000001,14.09,14.09,13.63
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,5.69,6.9557142857142855,5.69,5.69,,5.69,7.031666666666666,,7.29,7.29,7.29,7.29,7.47,5.69,5.69,5.69,5.69,5.69,5.69,6.94875,5.69,5.69,6.330000000000001
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,5.9,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,26.355,,,,,26.368125,,,,,,25.858636363636364,,,,,,,26.038695652173914,,,26.0
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.89,13.89,13.89,13.89,11.82516129032258,13.89,13.89,,13.89,11.524814814814816,13.89,13.89,13.89,13.89,13.89,11.799259259259259,13.89,13.89,13.89,13.89,13.89,13.89,11.639000000000001,13.89,13.89,10.689
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,13.428571428571429,,,,,14.0,,,,,,12.7475,,,,,,,12.2475,,,14.0
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,33.5,,,,,37.495000000000005,,,,,,33.666666666666664,,,,,,,35.95,,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,30.0,,,,,30.0,,,,,,27.96666666666667,,,,,,,30.0,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,16.420714285714286,,,,,16.321538461538463,,,,,,16.01058823529412,,,,,,,15.409,,,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,38.17272727272727,,,,,37.4875,,,,,,38.17090909090909,,,,,,,38.71636363636364,,,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,35.96666666666667,,,,,36.45,,,,,,36.45,,,,,,,35.0,,,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,20.0,,,,,,20.0,,,,,,,22.5,,,21.0
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,18.9,,,,,18.9,,,,,,18.9,,,,,,,,,,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,26.96666666666667,,,,,26.96666666666667,,,,,,28.96666666666667,,,,,,,26.96666666666667,,,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,14.5,,,,,16.5,,,,,,14.8,,,,,,,13.31111111111111,,,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.69,14.69,14.69,14.69,17.6495,14.69,14.69,,14.69,17.015263157894736,14.69,14.69,14.69,14.69,14.69,16.60291666666667,14.69,14.69,14.69,14.69,14.69,14.69,17.145416666666666,14.69,14.69,15.538
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,27.963333333333335,,,,,28.45,,,,,,26.3,,,,,,,28.3,,,
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,42.0,,,,,42.0,,,,,,41.0,,,,,,,39.0,,,
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.99,9.99,9.99,9.99,11.799000000000001,9.99,9.99,,9.99,11.543636363636365,9.99,9.99,9.99,9.99,9.99,11.543636363636365,9.99,9.99,9.99,9.99,9.99,9.99,11.361818181818181,9.99,9.99,11.33
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,,11.0,,,,,13.0,,,,,,11.5,,,,,,,10.666666666666666,,,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,16.69,16.69,16.69,14.698409090909092,,16.69,,14.99,14.63093023255814,14.99,14.99,14.99,14.99,14.99,14.723333333333333,14.99,14.99,14.99,14.99,14.99,14.99,14.684565217391304,14.99,14.99,13.1725
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,19.364651162790697,,,,,19.15288888888889,,,,,,19.384878048780486,,,,,,,18.78,,,19.98888888888889
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,18.29,18.29,18.29,18.29,17.31625,18.29,18.29,,14.49,16.845416666666665,12.89,12.89,12.89,15.99,15.99,17.399615384615384,15.99,15.99,15.99,15.99,15.99,15.99,17.43892857142857,15.99,15.99,17.122500000000002
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,8.79,8.79,13.053507462686568,8.79,8.79,11.5,8.79,11.128434782608695,8.79,8.79,8.79,8.79,8.79,12.29925,10.49,10.49,10.49,10.49,10.49,10.49,12.23408,10.49,10.49,11.5495
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,11.502727272727272,,,,,11.505357142857141,,,,,,11.359666666666667,14.49,14.49,14.49,14.49,14.49,14.49,11.248947368421053,14.49,14.49,12.835454545454546
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,14.736808510638298,,,,,14.903999999999998,,,,,,14.369787234042553,,,,,,,13.873061224489796,,,14.5
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,10.08734693877551,,,,,10.105599999999999,,,,,,10.354909090909091,,,,,,,10.324117647058824,,,11.116666666666667
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,,2.3714285714285714,,,,,2.360869565217391,,,,,,2.357142857142857,,,,,,,2.382608695652174,,,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,,8.5,,,,,8.333333333333334,,,,,,8.333333333333334,,,,,,,8.333333333333334,,,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,,7.985714285714286,,,,,8.166666666666666,,,,,,8.314285714285715,,,,,,,8.0875,,,11.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.39,,,2.39,3.8402702702702705,,,,,3.2663636363636366,,,,,,3.5667567567567566,,,,,,,3.538421052631579,,,3.7737499999999997
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,4.854090909090909,,3.49,6.0,2.69,4.64695652173913,2.69,2.69,2.69,2.69,2.69,4.607391304347826,2.69,2.69,2.69,2.69,2.69,2.69,4.7472,2.69,2.69,4.864999999999999
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.8,7.8,7.8,7.8,9.620422535211267,7.8,7.8,,7.8,9.57507042253521,7.8,7.8,7.8,7.8,7.8,9.756111111111112,7.8,7.8,7.8,7.8,7.8,7.8,9.64904109589041,7.8,7.8,9.681764705882353
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.1,3.1,3.1,3.1,4.965930232558139,3.1,3.1,,3.1,4.411558441558442,2.89,2.89,2.89,2.89,2.89,4.842439024390243,2.89,2.89,2.89,2.89,2.89,2.89,4.942619047619048,2.89,2.89,5.13470588235294
112,TERUNG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.49,17.49,17.49,17.49,11.49595238095238,17.49,17.49,,17.49,11.54861111111111,16.49,17.49,17.49,17.49,17.49,11.478108108108108,17.49,17.49,17.49,17.49,17.49,17.49,11.082857142857144,15.19,15.19,10.243636363636364
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.79,,,4.79,4.3587209302325585,4.79,4.79,5.0,2.39,4.2607954545454545,2.39,2.39,2.39,2.39,2.39,4.053296703296703,2.39,2.39,2.39,2.39,2.39,,4.067078651685393,,,3.6393333333333335
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,8.434875,,,,,8.426842105263157,,,,,,8.274230769230769,,,,,,,8.581923076923077,,,8.815384615384614
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,,,,4.566666666666666,,,,,4.566666666666666,,,,,,4.566666666666666,,,,,,,4.575,,,
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,,,,,4.445833333333334,,,,,4.466666666666667,5.0,,,,,4.459090909090909,,,,,,,4.4206896551724135,,,
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,,,,4.1,,,,,4.1,,,,,,4.1,,,,,,,4.136842105263158,,,4.1
124,TELUR PUYUH,15 Biji,BARANGAN SEGAR,TELUR,4.4,4.4,4.4,4.4,4.122307692307692,4.4,4.4,,4.4,4.176666666666667,4.4,4.4,4.4,4.4,4.4,4.129,4.4,4.4,4.4,4.4,4.4,4.4,4.087777777777777,4.4,4.4,4.5
125,TELUR ITIK,10 biji,BARANGAN SEGAR,TELUR,,,,,15.0,,,,,15.0,,,,,,15.0,,,,,,,15.0,,,
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,4.49,4.49,4.49,4.49,5.880734463276837,4.49,4.49,7.75,4.49,5.900584795321637,6.145,4.49,4.49,4.49,4.49,5.864670329670329,4.49,4.49,4.49,4.49,4.49,4.49,5.839783783783783,4.49,4.49,5.886666666666667
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,,,,,11.392051282051282,,,14.0,,11.106363636363637,9.0,,,,,11.22475,,,,,,,11.03183908045977,,,8.5
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,,,,14.455000000000002,,,,,14.236842105263158,,,,,,13.880952380952381,,,,,,,14.447368421052632,,,
148,IKAN BILIS GRED B (KOPEK),1kg,BARANGAN KERING,HASIL LAUT KERING,29.9,29.9,29.9,29.9,29.264285714285712,29.9,29.9,,29.9,29.3,29.9,29.9,29.9,29.9,29.9,29.216129032258067,29.9,29.9,29.9,29.9,29.9,29.9,29.428125,29.9,29.9,23.27
152,KACANG HIJAU (IMPORT),1kg,BARANGAN KERING,KACANG,,,,,8.029545454545454,,,8.25,,8.0496,9.0,,,,,8.01970802919708,7.9,7.9,7.9,7.9,7.9,7.9,8.008029197080292,7.9,7.9,8.135
