item_code,item,unit,item_group,item_category,2022-02-01,2022-02-07,2022-02-14,2022-02-21,2022-02-25,2022-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,,8.9,8.9,8.9,8.9,8.9
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,10.375,10.348333333333334,10.498571428571429,,10.29857142857143
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,45.0,45.0,,45.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,21.5,21.5,21.5,,17.0
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.96,4.233333333333333,4.1000000000000005,,3.6
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.140909090909091,5.113043478260869,5.178260869565217,,5.156521739130435
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.75,5.75,5.666666666666667,,5.666666666666667
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.0,3.5,3.0,,3.0
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.5444444444444443,3.59,3.533333333333333,,3.7874999999999996
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,10.575,10.299999999999999,10.950000000000001,,12.233333333333334
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.166666666666667,5.166666666666667,5.1,,5.1
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,3.393333333333333,3.425,3.4866666666666664,,3.5533333333333332
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,15.284285714285716,15.5,15.642857142857142,,15.928571428571429
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,2.4,2.4,,2.4
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.928571428571429,5.971428571428571,6.033333333333333,,6.033333333333333
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,7.0,7.0,6.0,,6.0
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,25.06153846153846,25.54375,26.585,,26.594444444444445
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,11.358620689655172,11.1,11.011764705882353,,11.296666666666665
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,11.6,13.0,13.142857142857142,,13.0
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,36.5,36.0,37.333333333333336,,37.333333333333336
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,15.16111111111111,14.61153846153846,15.757142857142856,,15.827777777777776
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,39.333333333333336,40.300000000000004,40.980000000000004,,40.81666666666667
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,28.0,30.0,31.45,,30.45
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,16.0,,20.0,,20.0
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,24.0,24.0,24.0,,23.5
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,26.0,26.78,25.96666666666667,,26.78
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,12.833333333333334,14.0,12.125,,14.75
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,19.991666666666667,18.841176470588238,18.914285714285715,,19.6
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,12.985714285714286,13.315151515151515,12.774358974358973,,12.935833333333333
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,26.5,26.0,23.166666666666668,,26.333333333333332
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,12.0,12.0,12.0,,12.0
79,IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,29.9,,29.9
