item_code,item,unit,item_group,item_category,2022-04-01,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-04-28,2022-04-29,2022-04-30
1553,WHOLE LEG AYAM,1kg,BARANGAN SEGAR,AYAM,,11.947777777777778,11.97875,12.104285714285714,12.04304347826087,,11.949545454545454,
1554,IKAN MERAH (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,45.5,43.25,43.5,42.833333333333336,,44.333333333333336,
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,33.70321428571428,33.60612903225806,33.774375,34.16862068965517,,33.99967741935484,30.0
1556,BAYAM HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,5.989285714285714,5.76875,5.729411764705882,5.926666666666667,,5.867857142857143,7.5
1557,BAYAM MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,6.990909090909091,6.890000000000001,6.640000000000001,7.433333333333334,,7.1125,
1558,SAWI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.0,6.608771929824561,6.481355932203391,6.385185185185185,6.41864406779661,,6.283636363636363,6.5
1559,KANGKUNG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,5.905714285714286,5.653488372093023,5.635,5.767567567567568,,5.848648648648648,6.0
1560,KAILAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,9.061538461538461,8.946153846153846,8.588,8.645833333333334,,8.484,7.0
1561,TAUGE KACANG HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.5,4.1541304347826085,4.192115384615385,4.073695652173913,4.073333333333333,,4.109090909090909,4.0
1562,UDANG KERING,100 g,BARANGAN KERING,HASIL LAUT KERING,4.5,6.711111111111111,6.477777777777778,6.55,6.43,,6.457894736842105,
1563,SOTONG KERING (SAIZ SERDAHANA),1kg,BARANGAN KERING,HASIL LAUT KERING,,70.0,70.0,71.4,71.4,,75.5,
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,10.333333333333334,9.008588957055215,9.01497005988024,9.050609756097561,9.032060606060606,8.5,8.3924375,8.0
1566,SERBUK KARI IKAN (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,2.5,2.5,2.5,2.5,,2.5,
1567,SERBUK KARI DAGING (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,2.15,2.15,2.0,2.1,,2.1,
1568,SERBUK KARI IKAN ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.3999999999999995,5.207123287671233,5.235324675324676,5.25246835443038,5.2611875,,5.273184713375796,
1569,SERBUK KARI IKAN ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.370512820512821,4.3730769230769235,4.37972972972973,4.398717948717949,,4.418055555555556,
1570,SERBUK KARI AYAM DAN DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.5,5.349691358024692,5.380061349693252,5.3689349112426035,5.393859649122807,,5.393313953488372,
1571,SERBUK KARI DAGING ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.422093023255814,4.413095238095238,4.439285714285714,4.443023255813954,,4.46375,
1572,SERBUK KARI DAGING BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.683333333333334,4.817534246575343,4.8149999999999995,4.808181818181818,4.817035398230089,,4.81986301369863,
1573,SERBUK KURMA AYAM & DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),7.233333333333333,7.289935064935065,7.339032258064516,7.35516129032258,7.3817880794701995,,7.3846405228758165,
1575,SERBUK KURMA BABAS,125 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),2.9166666666666665,2.9235849056603778,2.9316513761467893,2.9317307692307697,2.937142857142857,,2.934862385321101,
1576,SERBUK KARI KURMA ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.413333333333333,4.4399999999999995,4.425,4.433333333333334,,4.421428571428572,
1577,SERBUK PERENCAH SUP ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),7.6000000000000005,7.253141025641026,7.257169811320756,7.280062111801242,7.275460122699387,,7.286358024691357,
1578,SERBUK REMPAH SUP MAK SITI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),6.7,6.894117647058824,6.894500000000001,6.894500000000001,6.915263157894738,,6.920526315789474,
1579,SERBUK SUP FAIZA,220 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,5.110714285714286,5.117857142857143,5.121428571428572,5.115384615384615,,5.092307692307693,
1581,BERAS CAP RAMBUTAN (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,26.0,25.85571428571429,25.887777777777778,25.887777777777778,25.85571428571429,,26.0,
1582,BERAS CAP JASMINE (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,26.0,25.921739130434784,25.928,25.925,25.912499999999998,,25.916,
1585,BIHUN KERING IMPORT (CAP BINTANG),400 g,BARANGAN BERBUNGKUS,BIHUN,,3.5018518518518524,3.4910714285714284,3.4660714285714285,3.4913793103448274,,3.505555555555556,
1586,ROTI SANDWICH MASSIMO DENGAN GERMA GANDUM,400 g,BARANGAN BERBUNGKUS,ROTI,3.0,3.0,3.0,3.0,3.0,,3.0,
1587,GULA HALUS CASTOR (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,,2.9318750000000002,2.9110389610389613,2.903048780487805,2.892948717948718,,2.8916666666666666,
1588,GULA MERAH LEMBUT (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,2.7,3.26875,3.2701612903225805,3.267741935483871,3.265,,3.269491525423729,
1589,GULA PUTIH BERTAPIS KASAR (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,2.85,2.8448091603053434,2.844887218045113,2.844730769230769,2.8447908745247146,,2.8448437500000003,
1590,GULA PUTIH BERTAPIS HALUS (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,,2.9384615384615387,2.94,2.94,2.94,,2.94,
1591,TEPUNG BERAS (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,2.05,2.353254716981132,2.3468837209302325,2.350616113744076,2.3544497607655503,,2.349901960784314,
1593,TEPUNG GANDUM GP (BERBUNGKUS) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,TEPUNG,,1.35,1.35,1.35,1.35,,1.35,
1594,TEPUNG PULUT (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,3.5,3.6175113122171947,3.615955555555556,3.6213181818181814,3.6297706422018345,,3.6269668246445494,
1595,MINYAK JAGUNG CAP DAISY,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,29.5,29.522499999999997,29.523684210526312,29.51951219512195,,29.49772727272727,
1597,MINYAK JAGUNG CAP VECORN,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,27.93851851851852,28.098148148148148,28.2436,28.446153846153848,,28.40416666666667,
1598,MINYAK MASAK SEBATIAN CAP HELANG,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,16.5,17.916666666666668,17.746428571428574,17.791463414634148,18.0375,,17.889473684210525,
1599,MINYAK MASAK SEBATIAN CAP NEPTUNE,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,15.5975,15.5975,15.5975,15.8475,,15.8475,
1600,MINYAK MASAK SEBATIAN CAP PISAU,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,17.0,17.588076923076922,17.646333333333335,17.599655172413794,17.768620689655172,,17.824642857142855,
1601,MINYAK MASAK TULEN CAP BURUH,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,12.700000000000001,12.7,12.7,12.7,,12.7,
1602,MINYAK MASAK TULEN CAP VESAWIT,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,12.699999999999998,12.7,12.699999999999998,12.7,,12.7,
1603,MINYAK SAPI CAP WINDMILL GHEEBLEND,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,14.7,14.362386363636364,14.472717391304348,14.541460674157303,14.54820224719101,,14.596666666666668,
1604,ASAM JAWA (TIDAK BERBIJI) ADABI,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.8,4.8426086956521734,4.847807017543859,4.8577981651376145,4.850467289719626,,4.849038461538462,
1605,GARAM HALUS BIASA (PELBAGAI JENAMA),+-350g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,1.0478260869565217,1.0816901408450703,1.0686567164179104,1.0826086956521739,,1.0567164179104478,
1606,MENTEGA KACANG HALUS LADY'S CHOICE,500 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),16.6,16.187878787878788,16.28529411764706,16.356756756756756,16.29736842105263,,16.3475,
1607,LEPAAN FARMCOWS,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),5.5,5.590909090909091,5.551818181818182,5.5886956521739135,5.609523809523809,,5.6695,
1608,LEPAAN BUTTERCUP,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.5,7.02,7.001785714285715,6.976785714285714,6.9070967741935485,,6.841333333333334,
1610,SANTAN KELAPA JENAMA M&S,500 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),6.0,6.308333333333333,6.3058139534883715,6.322619047619048,6.338372093023256,,6.354255319148937,
1611,SANTAN KELAPA JENAMA KARA,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),3.095,3.1467553191489364,3.157135135135135,3.162741935483871,3.156795580110497,,3.1498333333333335,
1612,SANTAN KELAPA JENAMA HARMUNI,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),,3.2933333333333334,3.3000000000000003,3.3000000000000003,3.3000000000000003,,3.2875,
1613,ESEN STAR BRAND 'PELBAGAI PERISA',25 ml,BARANGAN BERBUNGKUS,ESEN DAN RAGI,2.6333333333333333,2.6829081632653065,2.6788944723618093,2.679381443298969,2.685567010309278,,2.6874331550802135,
1615,MENTEGA ANCHOR (SALTED),227g,BARANGAN BERBUNGKUS,MENTEGA,,12.231052631578947,12.1595,12.2045,12.211176470588235,,12.110588235294117,
1616,MAURIPAN YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,1.2,1.1816239316239316,1.175390625,1.1885185185185185,1.1890151515151515,,1.1882575757575757,
1618,SUSU ISIAN PEKAT MANIS CAP F & N,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,3.625,3.625,3.6100000000000003,3.6100000000000003,,3.6100000000000003,
1619,SUSU TEPUNG SEGERA DUTCHLADY (BIASA ),600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,17.593999999999998,17.645641025641027,17.70390243902439,17.707714285714285,,17.696486486486485,
1623,S-26 SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,52.788333333333334,52.8171875,52.8515625,52.990625,,52.92727272727272,
1624,S-26 GOLD SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,75.60172413793104,75.47962962962963,75.50172413793103,75.63833333333334,,75.58225806451614,
1628,NESTLE CERELAC GANDUM DAN MADU - KOTAK,225g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,8.497952755905512,8.49015625,8.492380952380952,8.488666666666667,,8.488947368421053,
1629,NESTLE CERELAC BERAS MERAH & SUSU - TIN,350 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,11.9,12.5404,12.499600000000001,12.519918699186992,12.507851239669423,,12.50198347107438,
1630,BERUS GIGI COLGATE (TWISTER - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,4.467,,4.9,
1635,NESTLE COFFEE-MATE,450 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,8.05774647887324,,,
1636,MILO (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,8.464252336448599,,8.9,
1637,MILO (PAKET),1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,18.80747663551402,,,
1638,MILO 3 IN 1 (PAKET) - ORIGINAL,30x33g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,22.35307692307692,,,
1645,SERBUK KOPI CAP KAPAL API (KASAR) (BERBUNGKUS),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,4.537288135593221,,,
1646,SERBUK KOPI HANG TUAH ROBUSTA,200 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,4.55,,,
1647,TEH LIPTON (SERBUK),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,11.665384615384616,,,
1650,TEH LIPTON (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,14.98627450980392,,,
1651,YEO'S SOYA (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,1.0621951219512196,,1.0,
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,,13.79736842105263,13.794444444444444,13.784375,13.75294117647059,,13.836111111111112,
1818,KACANG BOTOL,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.0,15.142105263157895,14.826315789473684,16.089473684210525,16.3875,,15.053333333333335,
1819,LENGKUAS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.25,8.579365079365079,8.620588235294118,8.628840579710145,8.51969696969697,,8.608181818181817,10.0
1820,TELUR MASIN,1 biji,BARANGAN SEGAR,TELUR,1.3,1.2296296296296296,1.2512605042016807,1.2615384615384615,1.270967741935484,,1.270967741935484,1.4
1821,TELUR MASIN,4 Biji,BARANGAN SEGAR,TELUR,,5.0476190476190474,5.157746478873239,5.235294117647059,5.261971830985916,,5.264383561643836,5.6
1822,BERAS SUPER SPECIAL TEMPATAN SABAH RICE VAGAS TOKOU,10 kg,BARANGAN BERBUNGKUS,BERAS,,27.5,27.5,27.583333333333332,27.5,,27.375,
1823,BERAS TQR SABAH CAP TKC 5%,10 kg,BARANGAN BERBUNGKUS,BERAS,,29.285714285714285,29.375,29.375,29.285714285714285,,29.375,
1824,BERAS SUPER HUMA CAP KELISA EMAS (SABAH),10 kg,BARANGAN BERBUNGKUS,BERAS,,27.714285714285715,27.714285714285715,27.714285714285715,27.666666666666668,,27.666666666666668,
1825,BERAS SUPER CAP ANGGUR SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,,27.282608695652176,27.291666666666668,27.270833333333332,27.295454545454547,,27.295454545454547,
1826,BERAS SUPER CAP RODA SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,,27.035000000000004,27.036842105263162,27.00909090909091,27.01,,27.05714285714286,
1827,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP MUHIBAH)",1kg,BARANGAN BERBUNGKUS,TEPUNG,,2.585714285714286,2.6285714285714286,2.6083333333333334,2.707142857142857,,2.727272727272727,
1828,KICAP SOYA PEKAT MANIS CAP AYAM,330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,2.89421052631579,2.8994444444444443,2.905,2.9161111111111113,,2.9161111111111113,
1829,BUTTERLITE (LEPA SUSU ISTIMEWA),250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,7.225,7.225,7.2,7.2,,7.2,
1833,BERAS PREMIUM CAP UNCLE TAN,10 kg,BARANGAN BERBUNGKUS,BERAS,,30.377777777777776,30.49,30.49,30.61818181818182,,30.61818181818182,
1837,KICAP TONG NAM (DARK SOY SAUCE),330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,3.0500000000000003,3.053846153846154,3.05625,3.06,,3.05625,
1838,SERBUK KARI IKAN ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.25,4.42,4.25,4.42,,4.34,
1839,SERBUK KARI DAGING ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.442857142857143,4.442857142857143,4.442857142857143,4.442857142857143,,4.442857142857143,
1849,TEPUNG NAIK SENDIRI CAP 'BLUE KEY',1kg,BARANGAN BERBUNGKUS,TEPUNG,4.2,4.3902409638554225,4.434767441860465,4.462444444444444,4.517666666666667,,4.534719101123596,
1851,TENOM COFFEE WANG EMAS (SERBUK),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,3.266666666666667,,,
1854,KORDIAL F&N SUN VALLEY (GRENADINE),2 liter,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,10.60375,,10.6,
1870,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP  FAIZA)",1kg,BARANGAN BERBUNGKUS,TEPUNG,3.1,3.219791666666667,3.2271739130434787,3.2543478260869563,3.2395833333333335,,3.2458333333333336,
1871,KRIMER SEJAT CAIR SAJI,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,2.8209375,2.8491176470588235,2.8364179104477616,2.857313432835821,,2.8633333333333333,
1872,MAYONIS SEBENAR LADY'S CHOICE,220ml,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.5,6.55,6.567982456140351,6.565677966101695,6.5754166666666665,,6.576271186440678,
1873,KRIMER MANIS CAP TEAPOT,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,3.2916666666666665,3.3,3.2777777777777777,3.3000000000000003,,3.3000000000000003,
1876,PELEMBUT PAKAIAN - DOWNY (PREMIUM PARFUM PASSION),800ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,11.667977528089889,,,
1877,NESCAFE BLEND & BREW 3 IN 1 (PAKET ) - ORIGINAL,28x19g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,13.40857142857143,,,
1879,SEVEN UP LEMON & LIME (TIN),320ml,MINUMAN,TERSEDIA MINUM,,,,,1.75,,1.8,
1880,YOGURT LACTEL (FAT FREE) (STRAWBERRY),125 g,MINUMAN,TERSEDIA MINUM,,,,,2.3666666666666667,,,
1881,SERBUK CABAI ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,5.515384615384615,5.515384615384615,5.515384615384615,5.515384615384615,,5.515384615384615,
1882,TUNA CAP AYAM (TUNA MAYONNAISE),160 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,7.0,6.702727272727272,6.741228070175438,6.76858407079646,6.765315315315315,,6.799561403508772,
1884,SABUN SERBUK FAB (PERFECT),720g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,5.088679245283019,,,
1899,CILI KERING KERINTING (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,20.0,19.794605263157894,19.895,19.968170731707318,20.008734177215192,,19.67369047619048,21.0
1900,CILI KERING LEPER (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,,18.4676,18.641923076923078,18.629811320754715,18.731176470588235,,17.886444444444443,
1904,DUMEX DUGRO 3 (1-3 TAHUN) PERISA ASLI (850G),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,22.9,26.678679245283018,26.824181818181817,26.991858407079647,26.871981981981982,,26.89462962962963,
1907,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA - KOTAK) (1KG),1kg,BARANGAN SEGAR,DAGING,,46.163333333333334,46.745000000000005,46.745000000000005,46.46333333333333,,47.2,
1914,DAGING KERBAU IMPORT (INDIA) (BLOCK),1kg,BARANGAN SEGAR,DAGING,,21.380000000000003,20.75,20.98,21.633333333333336,,20.975,
1915,IKAN JENAHAK (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,45.0,45.0,45.0,45.0,,45.0,
1916,IKAN DEMUDUK/CUPAK/CERMIN (b	$ 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,29.0,29.0,29.0,29.0,,29.0,
1917,IKAN PARANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,22.0,,,,,
1918,IKAN TERUBOK (b	$ 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,22.0,22.0,22.0,22.0,,22.0,
1920,KERANG (SAIZ SEDERHANA),1kg,BARANGAN SEGAR,BAHAN LAUT,,14.290000000000001,14.854545454545455,14.492307692307692,14.026666666666667,,14.033333333333333,
1921,IKAN TILAPIA MERAH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,14.453333333333335,14.415000000000001,14.633333333333335,14.715,,14.871428571428572,13.0
1922,SADERI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,10.752173913043478,10.563999999999998,10.831785714285715,10.852173913043478,,11.157142857142858,
1923,TERUNG BULAT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.5,10.778571428571428,10.878947368421052,10.810526315789474,10.89,,10.323809523809524,
1924,SERBUK KUNYIT ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,4.816666666666666,4.816666666666666,4.816666666666666,4.816666666666666,,4.816666666666666,
1926,CILI AKAR HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.5,12.358627450980391,13.596078431372549,13.512962962962964,13.176730769230769,,13.125306122448979,13.0
1927,CILI AKAR MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,18.425,20.826176470588237,21.51258064516129,20.52692307692308,,20.355555555555558,
1928,LIMAU KASTURI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.5,9.2918,9.3,9.225272727272728,9.387500000000001,,9.432075471698115,7.0
1930,TELUR AYAM KAMPUNG,10 biji,BARANGAN SEGAR,TELUR,,6.516666666666667,6.51,6.8090909090909095,6.15,,6.225,
1931,BAWANG BESAR IMPORT (PAKISTAN),1kg,BARANGAN KERING,BAWANG,3.75,4.005128205128205,3.9724999999999997,3.952045454545454,3.9675,,3.8135135135135134,4.0
1937,MINYAK MASAK TULEN CAP SAJI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,6.7,6.7,6.7,6.7,,6.7,
1938,MINYAK MASAK TULEN CAP SAJI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,12.7,12.7,12.7,12.7,,12.7,
1939,MINYAK MASAK TULEN CAP SAJI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.7,29.608214285714286,29.63134020618557,29.628541666666667,29.623877551020406,,29.615319148936173,
1940,MINYAK MASAK TULEN CAP ALIF,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,6.7,6.7,6.7,6.7,,6.7,
1941,MINYAK MASAK TULEN CAP ALIF,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,12.7,12.699999999999998,12.699999999999998,12.7,,12.699999999999998,
1942,MINYAK MASAK TULEN CAP ALIF,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.7,29.626315789473683,29.642857142857142,29.576,29.59310344827586,,29.58076923076923,
1943,KACANG MERAH (IMPORT),1kg,BARANGAN KERING,KACANG,13.0,12.66530612244898,12.722222222222221,12.66842105263158,12.698214285714286,,12.747272727272728,10.0
1944,KACANG SOYA (IMPORT),1kg,BARANGAN KERING,KACANG,5.6000000000000005,5.56764705882353,5.6763157894736835,5.744736842105263,5.6692307692307695,,5.7,
1945,TAUHU (JENIS KERAS),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,0.5,0.5515151515151515,0.5485294117647058,0.5661764705882353,0.5703125,,0.5703125,
1946,TEMPE (BUNGKUSAN PLASTIK),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,1.0,1.2614285714285713,1.2228571428571429,1.2428571428571429,1.2397058823529412,,1.2323529411764707,
1947,SERBUK PENAIK ROYAL (TIN),113g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,4.99,5.561458333333333,5.556938775510204,5.5708,5.593333333333334,,5.602692307692308,
1948,RAGI BULAT/RAGI TAPAI,1 biji,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,1.2,1.22,1.22,1.22,,1.16,
1949,ROTI WHOLEMEAL (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,ROTI,,4.6,4.6,4.6,4.6,,4.6,
1950,BUNGA RAYA YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,1.1028571428571428,1.1025,1.1025,1.0714285714285714,,1.0857142857142856,
1951,BERAS SUPER CAP 3A BOY (IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,,29.214999999999996,29.231818181818184,29.219047619047622,29.227272727272727,,29.261904761904763,
1952,KRIMER SEJAT CAP F&N,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,3.361176470588235,3.378409090909091,3.3848837209302327,3.3916666666666666,,3.395882352941176,
1953,KRIMER MANIS PEKAT CAP SAJI,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,2.825806451612903,2.83125,2.8268115942028986,2.8514285714285714,,2.8597014925373134,
1954,SUSU TEPUNG SEGERA EVERYDAY,900 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,28.7,27.721052631578942,27.705405405405404,27.713513513513515,27.756756756756758,,27.866666666666667,
1955,YOGURT MARIGOLD (LOW FAT) (STRAWBERRY),130g,MINUMAN,TERSEDIA MINUM,,,,,2.3,,,
1956,NAN PRO LANGKAH 1 RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,70.99692307692308,70.99692307692308,71.11333333333333,71.22769230769231,,71.06615384615385,
1957,NAN PRO LANGKAH 2 RUMUSAN SUSULAN (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,66.28666666666668,65.59500000000001,65.65818181818182,66.57833333333333,,66.7309090909091,
1958,NANKID OPTIPRO LANGKAH 3 RUMUSAN UNTUK KANAK-KANAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,45.06666666666666,45.06666666666666,45.45,45.45,,45.45,
1959,SUSU SEGAR FARM FRESH,1 liter,MINUMAN,TERSEDIA MINUM,,,,,8.22857142857143,,,
1960,SUSU SEGAR KURMA FARM FRESH,700 g,MINUMAN,TERSEDIA MINUM,,,,,8.4,,,
1961,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - TIN,1.5kg,SUSU DAN BARANGAN BAYI,SUSU BAYI,,87.8,87.8,87.8,87.8,,87.8,
1962,NESTUM (ORIGINAL),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,7.999099099099099,,8.5,
1963,REFILL ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - KOTAK,550 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,34.255172413793105,34.296875,34.25,34.245588235294115,,34.263513513513516,
1964,QUAKER OATS INSTANT OATMEALS,1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,12.566666666666668,,,
