item_code,item,unit,item_group,item_category,2022-05-09,2022-05-11,2022-05-13,2022-05-16,2022-05-20,2022-05-23,2022-05-25,2022-05-27,2022-05-30
1590,GULA PUTIH BERTAPIS HALUS (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,2.9392857142857145,,2.940909090909091,2.9375000000000004,2.95,2.9384615384615387,,,2.942307692307693
1591,TEPUNG BERAS (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,2.3588999999999998,,2.40578431372549,2.29990099009901,1.8666666666666665,2.3797512437810946,,2.814117647058824,2.3374468085106384
1593,TEPUNG GANDUM GP (BERBUNGKUS) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,TEPUNG,1.359375,,1.3714285714285717,1.3500000000000003,1.35,1.3687500000000001,,,1.3666666666666667
1594,TEPUNG PULUT (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,3.6195693779904308,,3.7550000000000003,3.4770408163265305,3.457142857142857,3.626421568627451,,3.754736842105263,3.621173469387755
1595,MINYAK JAGUNG CAP DAISY,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.44390243902439,,29.468000000000004,29.44615384615384,,29.382926829268293,,29.614285714285717,29.33055555555556
1596,MINYAK JAGUNG CAP MAZOLA,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,8.9,,,
1597,MINYAK JAGUNG CAP VECORN,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,28.302083333333332,,28.989473684210523,26.78333333333333,,28.066666666666666,,30.55,27.623529411764704
1598,MINYAK MASAK SEBATIAN CAP HELANG,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,18.252702702702702,,18.312121212121212,17.7375,19.0,18.596969696969698,,19.599999999999998,18.516129032258064
1599,MINYAK MASAK SEBATIAN CAP NEPTUNE,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,15.8475,,15.8475,,,16.378,,,16.996666666666666
1600,MINYAK MASAK SEBATIAN CAP PISAU,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,18.383599999999998,,18.54714285714286,17.85,,18.738518518518518,,20.4,19.022222222222222
1601,MINYAK MASAK TULEN CAP BURUH,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,,12.7,12.7,12.7,12.7,,12.7,12.7
1602,MINYAK MASAK TULEN CAP VESAWIT,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.699999999999998,,12.7,12.7,,12.7,,12.7,12.700000000000001
1603,MINYAK SAPI CAP WINDMILL GHEEBLEND,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,14.664367816091954,,14.700000000000001,14.714285714285714,14.5,14.778947368421052,,14.99,14.81875
1604,ASAM JAWA (TIDAK BERBIJI) ADABI,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.874257425742575,,4.92280701754386,4.819148936170213,4.633333333333333,4.863131313131313,,5.277272727272727,4.809278350515464
1605,GARAM HALUS BIASA (PELBAGAI JENAMA),+-350g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.05,,1.0571428571428572,1.0,,1.0477611940298508,,1.2416666666666667,1.0057692307692307
1606,MENTEGA KACANG HALUS LADY'S CHOICE,500 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),16.54,,16.483999999999998,16.677777777777777,15.5,16.613333333333333,,16.7,16.53666666666667
1607,LEPAAN FARMCOWS,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),5.772222222222222,,5.709090909090909,5.675,,5.714285714285714,,,5.75
1608,LEPAAN BUTTERCUP,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.925932203389831,,6.867857142857143,7.0311111111111115,6.9,6.990909090909091,,7.2,6.975272727272728
1610,SANTAN KELAPA JENAMA M&S,500 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),6.3880952380952385,,6.454411764705883,6.163636363636363,,6.38804347826087,,6.28,6.403846153846154
1611,SANTAN KELAPA JENAMA KARA,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),3.1601754385964913,,3.148690476190476,3.178651685393258,3.1,3.1646470588235296,,3.1333333333333337,3.169748427672956
1612,SANTAN KELAPA JENAMA HARMUNI,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),3.2733333333333334,,3.2875,3.233333333333333,,3.3000000000000003,,3.3333333333333335,3.266666666666667
1613,ESEN STAR BRAND 'PELBAGAI PERISA',25 ml,BARANGAN BERBUNGKUS,ESEN DAN RAGI,2.693850267379679,,2.7133333333333334,2.676732673267327,2.542857142857143,2.7040760869565217,,2.6999999999999997,2.7047222222222222
1615,MENTEGA ANCHOR (SALTED),227g,BARANGAN BERBUNGKUS,MENTEGA,12.24,,12.463636363636363,12.0475,,12.486,,12.450000000000001,12.370000000000001
1616,MAURIPAN YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,1.1848484848484848,,1.1490196078431374,1.2186746987951809,1.1,1.19251968503937,,,1.1922794117647058
1618,SUSU ISIAN PEKAT MANIS CAP F & N,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,3.6100000000000003,,3.6100000000000003,,,3.6100000000000003,,3.525,
1619,SUSU TEPUNG SEGERA DUTCHLADY (BIASA ),600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,17.797777777777778,,17.826428571428572,17.869444444444444,,17.986944444444443,,18.03,17.959642857142857
1623,S-26 SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,52.940625,,53.01538461538462,52.95333333333333,,52.95238095238095,,54.3,52.74
1624,S-26 GOLD SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,75.58103448275861,,75.9346153846154,75.35454545454546,73.7,75.69347826086957,,78.7,75.31470588235294
1628,NESTLE CERELAC GANDUM DAN MADU - KOTAK,225g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,8.544695652173912,,8.527272727272727,8.596440677966102,8.5,8.579189189189188,,8.470588235294118,8.614787234042554
1629,NESTLE CERELAC BERAS MERAH & SUSU - TIN,350 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,12.54950819672131,,12.562931034482759,12.55063492063492,12.0,12.541217391304349,,12.853333333333333,12.504271844660195
1630,BERUS GIGI COLGATE (TWISTER - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,4.3577272727272724,,,
1635,NESTLE COFFEE-MATE,450 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,8.098484848484848,7.9,,
1636,MILO (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,8.084285714285715,8.489591836734695,8.9,,
1637,MILO (PAKET),1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,17.98428571428571,18.96631067961165,18.9,,
1638,MILO 3 IN 1 (PAKET) - ORIGINAL,30x33g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,22.575,,,
1645,SERBUK KOPI CAP KAPAL API (KASAR) (BERBUNGKUS),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,4.5,4.568333333333333,,,
1646,SERBUK KOPI HANG TUAH ROBUSTA,200 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,4.616666666666666,,,
1647,TEH LIPTON (SERBUK),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,11.6,11.772916666666667,12.9,,
1650,TEH LIPTON (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,13.1,14.983936170212766,14.9,,
1651,YEO'S SOYA (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,1.0,1.0714285714285714,,,
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,13.851428571428572,12.5,13.735483870967743,15.5,,13.817741935483872,,14.528571428571428,13.609615384615383
1818,KACANG BOTOL,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.74375,,13.877777777777778,17.233333333333334,,14.816666666666668,,10.9,16.726666666666667
1819,LENGKUAS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.73606557377049,,9.138461538461538,8.414285714285715,10.0,8.631578947368421,,6.65,8.727538461538462
1820,TELUR MASIN,1 biji,BARANGAN SEGAR,TELUR,1.2714285714285716,1.2,1.276,1.2883720930232558,1.4,1.2863636363636364,,1.3333333333333333,1.288679245283019
1821,TELUR MASIN,4 Biji,BARANGAN SEGAR,TELUR,5.314285714285714,,5.34047619047619,5.203846153846153,5.6,5.32258064516129,,5.333333333333333,5.342622950819671
1822,BERAS SUPER SPECIAL TEMPATAN SABAH RICE VAGAS TOKOU,10 kg,BARANGAN BERBUNGKUS,BERAS,27.375,,27.375,,,27.375,,27.375,
1823,BERAS TQR SABAH CAP TKC 5%,10 kg,BARANGAN BERBUNGKUS,BERAS,29.357142857142858,,29.342857142857145,,,29.342857142857145,,29.380000000000003,
1824,BERAS SUPER HUMA CAP KELISA EMAS (SABAH),10 kg,BARANGAN BERBUNGKUS,BERAS,27.666666666666668,,27.666666666666668,,,27.666666666666668,,27.75,
1825,BERAS SUPER CAP ANGGUR SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,27.26521739130435,,27.291666666666668,,,27.28,,27.333333333333332,
1826,BERAS SUPER CAP RODA SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,27.05714285714286,,27.060000000000002,,,27.05714285714286,,27.115789473684213,
1827,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP MUHIBAH)",1kg,BARANGAN BERBUNGKUS,TEPUNG,2.8230769230769233,,2.853846153846154,,,2.8363636363636364,,2.88,
1828,KICAP SOYA PEKAT MANIS CAP AYAM,330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,2.905,,2.8994117647058824,,,2.893888888888889,,2.905,
1829,BUTTERLITE (LEPA SUSU ISTIMEWA),250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),7.2,,7.375,,,7.38,,7.38,
1833,BERAS PREMIUM CAP UNCLE TAN,10 kg,BARANGAN BERBUNGKUS,BERAS,30.61818181818182,,30.61818181818182,,,30.61818181818182,,,30.61818181818182
1837,KICAP TONG NAM (DARK SOY SAUCE),330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,3.0733333333333333,,3.0785714285714287,,,3.092857142857143,,,3.0846153846153848
1838,SERBUK KARI IKAN ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.34,,4.34,,,4.42,,4.575,3.8
1839,SERBUK KARI DAGING ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.616666666666666,,4.616666666666666,,,4.483333333333333,,4.62,3.8
1849,TEPUNG NAIK SENDIRI CAP 'BLUE KEY',1kg,BARANGAN BERBUNGKUS,TEPUNG,4.577613636363636,,4.546444444444445,4.594615384615385,4.325,4.6009876543209876,,4.535,4.586617647058823
1851,TENOM COFFEE WANG EMAS (SERBUK),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,3.2,,,
1852,DESA FRESH MILK (KOTAK),1 liter,MINUMAN,TERSEDIA MINUM,,,,,,6.2,,,
1854,KORDIAL F&N SUN VALLEY (GRENADINE),2 liter,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,10.522727272727273,,,
1870,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP  FAIZA)",1kg,BARANGAN BERBUNGKUS,TEPUNG,3.2428571428571424,,3.338461538461539,3.2458333333333336,,3.2900000000000005,,,3.290909090909091
1871,KRIMER SEJAT CAIR SAJI,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,2.9313725490196076,,3.095833333333333,2.8966666666666665,3.0,2.94537037037037,,2.98,2.933584905660377
1872,MAYONIS SEBENAR LADY'S CHOICE,220ml,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.55983606557377,,6.5630136986301375,6.565116279069768,6.5,6.590277777777778,,6.557142857142857,6.597368421052631
1873,KRIMER MANIS CAP TEAPOT,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,3.375,,3.4499999999999997,3.15,3.4,3.4875,,,3.5444444444444443
1876,PELEMBUT PAKAIAN - DOWNY (PREMIUM PARFUM PASSION),800ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,11.45,11.896478873239438,,,
1877,NESCAFE BLEND & BREW 3 IN 1 (PAKET ) - ORIGINAL,28x19g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,11.5,13.428448275862069,13.9,,
1879,SEVEN UP LEMON & LIME (TIN),320ml,MINUMAN,TERSEDIA MINUM,,,,,,1.7523809523809522,,,
1880,YOGURT LACTEL (FAT FREE) (STRAWBERRY),125 g,MINUMAN,TERSEDIA MINUM,,,,,,2.4714285714285715,,,
1881,SERBUK CABAI ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.625,,5.6,,,5.614285714285714,,6.15,5.4
1882,TUNA CAP AYAM (TUNA MAYONNAISE),160 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,6.829646017699115,,6.841666666666667,6.882222222222222,6.45,6.881851851851852,,6.75,6.899393939393939
1884,SABUN SERBUK FAB (PERFECT),720g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,5.118627450980393,,,
1899,CILI KERING KERINTING (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,19.82894736842105,,20.25531914893617,20.446666666666665,19.666666666666668,20.486486486486488,,18.0,20.666233766233766
1900,CILI KERING LEPER (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,18.057142857142857,,18.54375,18.062962962962963,,18.23111111111111,,17.3375,18.35108108108108
1904,DUMEX DUGRO 3 (1-3 TAHUN) PERISA ASLI (850G),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,27.10333333333333,,27.89785714285714,26.15906976744186,26.396666666666665,27.26191919191919,,28.821875,27.016823529411763
1907,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA - KOTAK) (1KG),1kg,BARANGAN SEGAR,DAGING,48.5,,48.5,,,48.5,,,48.5
1914,DAGING KERBAU IMPORT (INDIA) (BLOCK),1kg,BARANGAN SEGAR,DAGING,20.25,,20.333333333333332,,,20.333333333333332,,20.5,22.0
1915,IKAN JENAHAK (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,45.0,,45.0,,,46.0,,,46.0
1916,IKAN DEMUDUK/CUPAK/CERMIN (b	$ 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.0,,29.0,,,29.0,,,29.0
1917,IKAN PARANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,18.9
1918,IKAN TERUBOK (b	$ 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,22.0,,22.0,,,,,,
1920,KERANG (SAIZ SEDERHANA),1kg,BARANGAN SEGAR,BAHAN LAUT,15.180000000000001,,14.966666666666667,15.666666666666666,16.0,14.966666666666667,,,15.966666666666667
1921,IKAN TILAPIA MERAH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,15.1,,15.55,14.571428571428571,,14.9875,,,14.984615384615385
1922,SADERI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.375,,10.614285714285714,11.439333333333334,,11.155555555555557,,,10.7645
1923,TERUNG BULAT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.433333333333334,,10.85,10.6,,10.493333333333334,,,10.042105263157895
1924,SERBUK KUNYIT ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.875,,4.95,,,4.925,,,4.86
1925,CILI API/PADI MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,25.0,,25.0,,,
1926,CILI AKAR HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.636739130434782,,13.99,13.231363636363636,13.0,14.522820512820513,,,14.560526315789472
1927,CILI AKAR MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,20.961153846153845,,22.39,19.090833333333332,21.333333333333332,20.74304347826087,,,21.323333333333334
1928,LIMAU KASTURI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.359523809523811,8.0,9.88,9.51695652173913,,9.504222222222221,,8.9,9.4098
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,,,,10.0,,,,,
1930,TELUR AYAM KAMPUNG,10 biji,BARANGAN SEGAR,TELUR,6.983333333333333,,7.25,5.666666666666667,,6.5,,,6.5625
1931,BAWANG BESAR IMPORT (PAKISTAN),1kg,BARANGAN KERING,BAWANG,3.7685714285714287,,3.97,3.661538461538462,,3.8735294117647054,,,3.877142857142857
1937,MINYAK MASAK TULEN CAP SAJI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.7,,6.7,6.7,,6.7,,,6.7
1938,MINYAK MASAK TULEN CAP SAJI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,,12.699999999999998,12.699999999999998,12.7,12.7,,,12.7
1939,MINYAK MASAK TULEN CAP SAJI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.632317073170732,,29.662499999999998,29.6296875,29.7,29.596125,,29.7,29.595714285714287
1940,MINYAK MASAK TULEN CAP ALIF,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.7,,,6.7,,6.7,,,6.7
1941,MINYAK MASAK TULEN CAP ALIF,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,,12.7,12.7,,12.7,,,12.7
1942,MINYAK MASAK TULEN CAP ALIF,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.65,,29.7,29.63076923076923,,29.608333333333334,,,29.608695652173914
1943,KACANG MERAH (IMPORT),1kg,BARANGAN KERING,KACANG,12.6,,12.963333333333333,12.2875,12.5,12.768181818181818,,12.992857142857144,12.602941176470589
1944,KACANG SOYA (IMPORT),1kg,BARANGAN KERING,KACANG,5.713157894736842,5.8,5.92,5.45,5.0600000000000005,6.042424242424243,,7.459999999999999,5.774193548387097
1945,TAUHU (JENIS KERAS),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,0.5741379310344827,,0.5461538461538462,0.625,0.475,0.5958333333333333,,,0.5946428571428571
1946,TEMPE (BUNGKUSAN PLASTIK),sekeping,BARANGAN SEGAR,TAUHU DAN TEMPE,1.26875,1.1,1.1555555555555557,1.43125,1.4500000000000002,1.3116666666666668,,1.0,1.3250000000000002
1947,SERBUK PENAIK ROYAL (TIN),113g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,5.662999999999999,,5.657692307692308,5.67,5.6,5.6770000000000005,,5.647222222222222,5.688235294117647
1948,RAGI BULAT/RAGI TAPAI,1 biji,BARANGAN BERBUNGKUS,ESEN DAN RAGI,1.2,,1.15,,,1.22,,,1.22
1949,ROTI WHOLEMEAL (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,ROTI,4.933333333333333,,4.85,,,4.85,,4.85,
1950,BUNGA RAYA YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,1.0857142857142856,,1.0666666666666667,,,1.0857142857142856,,0.8,1.1199999999999999
1951,BERAS SUPER CAP 3A BOY (IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,29.25,,29.2,,,29.275,,,29.275
1952,KRIMER SEJAT CAP F&N,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,3.419230769230769,,3.4288461538461537,3.3846153846153846,3.0,3.4657534246575343,,3.5785714285714283,3.483076923076923
1953,KRIMER MANIS PEKAT CAP SAJI,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,2.8829824561403505,,2.9250000000000003,2.8783333333333334,2.85,2.895909090909091,,2.875,2.922638888888889
1954,SUSU TEPUNG SEGERA EVERYDAY,900 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,28.099999999999998,,28.082608695652173,28.414285714285715,26.8,28.46317073170732,,28.96666666666667,28.402093023255812
1955,YOGURT MARIGOLD (LOW FAT) (STRAWBERRY),130g,MINUMAN,TERSEDIA MINUM,,,,,,2.2454545454545456,,,
1956,NAN PRO LANGKAH 1 RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,70.45,,70.65,70.76666666666667,,70.52142857142857,,,70.52142857142857
1957,NAN PRO LANGKAH 2 RUMUSAN SUSULAN (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,66.08181818181819,,66.725,67.15,63.7,66.81,,68.9,66.29
1958,NANKID OPTIPRO LANGKAH 3 RUMUSAN UNTUK KANAK-KANAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,45.45,,45.0,45.9,,45.12,,,45.12
1959,SUSU SEGAR FARM FRESH,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,8.049999999999999,,,
1960,SUSU SEGAR KURMA FARM FRESH,700 g,MINUMAN,TERSEDIA MINUM,,,,,,8.2,,,
1961,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - TIN,1.5kg,SUSU DAN BARANGAN BAYI,SUSU BAYI,87.8,,87.0,,,87.8,,,87.8
1962,NESTUM (ORIGINAL),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,7.7,8.01530612244898,,,
1963,REFILL ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - KOTAK,550 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,34.34861111111111,,34.446,34.44375,32.6,34.479032258064514,,35.208333333333336,34.26851851851852
1964,QUAKER OATS INSTANT OATMEALS,1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,12.4,,,
1965,PEDIASURE (VANILA),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,69.06315789473685,,69.0842105263158,68.84705882352942,66.9,68.96129032258065,,70.10000000000001,68.60000000000001
1966,MILNA BISKUT RUSK (ASLI),130g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,6.540882352941176,,6.283333333333334,6.5848148148148145,,6.4925,,,6.463928571428572
1967,PETPET GOLD+,M70,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,30.35967741935484,,30.861538461538462,30.365306122448978,31.5,30.354067796610167,,,30.506666666666664
1968,DRYPERS WEE WEE DRY (M74),M74,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,33.22806451612903,,34.7595652173913,32.48641025641026,33.95,33.45883333333333,,,33.36396825396825
1969,HUGGIES DRY DIAPERS (M72),M72,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,34.301818181818184,,35.094,33.79285714285714,,34.19045454545454,,37.5,34.009499999999996
1970,DIAPEX EASY,M70,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,27.713529411764704,,28.283846153846152,27.459374999999998,,27.832857142857144,,,27.846382978723405
1971,FITTI,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,23.483800000000002,,24.866666666666664,23.111136363636362,24.5,23.372127659574467,,,23.34108695652174
1972,MAMYPOKO EXTRA DRY,M54,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,40.4,,40.4,,,40.4,,,40.4
1974,DRYPERS DRYPANTZ,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,32.49531914893617,,33.2395,31.976153846153846,33.2,32.42255319148936,,34.05,32.35976744186046
1975,HUGGIES DRY PANTS,M60,SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,32.148936170212764,,33.012499999999996,31.479166666666668,,32.06229166666667,,34.42,31.799767441860464
1976,MAGGI MI SEGERA PERISA KARI,5 X 79g,BARANGAN BERBUNGKUS,MI SEGERA,4.725877192982456,,4.728346456692913,4.762135922330097,4.457142857142857,4.757079646017699,,4.714285714285714,4.749681818181818
1977,CINTAN MI SEGERA PERISA AYAM,5 X 75g,BARANGAN BERBUNGKUS,MI SEGERA,4.523809523809524,,4.514285714285714,4.477777777777778,,4.513636363636364,,,4.5095238095238095
1978,MI SEDAP MI GORENG PERISA ASLI,5 X 90g,BARANGAN BERBUNGKUS,MI SEGERA,4.559848484848485,,4.55550847457627,4.6571428571428575,4.342857142857143,4.628835978835979,,4.410526315789474,4.660393258426966
1979,SABUN MANDIAN LIFEBUOY (COOL FRESH),300ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,6.929130434782609,6.9,,
1980,SABUN MANDIAN DETTOL ANTIBACTERIAL (FRESH),500 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,11.5,12.289285714285715,,,
1981,SABUN MANDIAN LUX (MAGICAL SPELL),220 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,6.19,,,
1982,SYAMPU REJOICE (RICH SOFT SMOOTH),340ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,12.1,12.084615384615384,,,
1983,SYAMPU PANTENE PRO-V (HAIR FALL CONTROL),340ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,14.8,13.558333333333334,,,
1984,SYAMPU HEAD & SHOULDERS (SMOOTH & SILKY),330 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,17.8,16.848378378378378,17.9,,
1985,TUALA WANITA KOTEX SOFT & SMOOTH (MAXI - NON WING),10 PAD,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,3.25,3.438202247191011,,,
1986,TUALA WANITA LIBRESSE (MAXI - NON WING),10 PAD,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,3.4,3.6391752577319587,3.9,,
1987,DEODORAN NIVEA MAN (BLACK & WHITE INVISIBLE - ORIGINAL),150 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,14.13076923076923,,,
1988,DEODORAN NIVEA (EXTRA BRIGHTENING),150 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,14.032666666666668,,,
1989,DEODORAN REXONA MEN (SPORT DEFENSE),50 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,8.15,7.292909090909091,,,
1990,DEODORAN REXONA (POWDER DRY BRIGHTENING),50 ml,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,7.2412820512820515,,,
1991,SABUN SERBUK BREEZE (POWER CLEAN),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,5.799904761904762,5.9,,
1992,SABUN SERBUK ATTACK (AROMA FRESH + COLOUR),800 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,8.942222222222222,,,
1993,SABUN SERBUK TOP (SUPER COLOUR),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,5.45,5.625980392156863,,,
1994,DYNAMO POWER GEL (PERFECT CLEAN),3 kg,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,23.3,,,
1995,DAIA EXCELLENT WASHING POWER (EUA DE PARFUM),750 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,5.433333333333334,5.637606837606838,5.5,,
