item_code,item,unit,item_group,item_category,2022-06-03,2022-06-04,2022-06-05,2022-06-13,2022-06-14,2022-06-20,2022-06-27
929,NESCAFE CLASSIC (PAKET),200 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,18.62609375
957,SOS CILI KIMBALL,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,3.4139240506329114,,3.3880882352941177,3.405894039735099,,3.407880794701987,3.4268275862068966
992,BERAS CAP JATI (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,26.0,26.0,27.075,26.264999999999997,,25.9875,25.9875
1070,SOS CILI MAGGI,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,3.669387755102041,3.7,3.6736559139784943,3.686683417085427,3.4,3.6858173076923078,3.7019704433497536
1080,SERBUK PENAIK ROYAL (TIN),226g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,7.9,,,7.9,,7.9,7.9
1081,MACKAREL CAP KING CUP (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,3.6333333333333333,,,3.6333333333333333,,3.6333333333333333,3.6333333333333333
1082,MACKAREL CAP AYAM (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,4.433870967741935,,4.451020408163266,4.444144144144144,,4.45,4.446330275229357
1084,TEH BOH (SERBUK),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,11.2,11.829803921568628
1086,MINYAK JAGUNG CAP DAISY,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,16.0806,15.8,15.7036,15.934814814814816,,15.932948717948717,15.880933333333333
1087,MINYAK JAGUNG CAP DAISY,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,41.651818181818186,,41.4,41.54971428571429,,41.43757575757576,41.51882352941176
1088,MINYAK JAGUNG CAP MAZOLA,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,41.0,,,44.5,,44.5,44.5
1089,MINYAK JAGUNG CAP VECORN,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,43.349090909090904,,37.36,41.37294117647059,,41.00181818181818,41.09157894736842
1090,MINYAK JAGUNG CAP VECORN,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,15.52857142857143,,15.033333333333333,15.313333333333334,13.5,15.306818181818182,15.368181818181819
1091,MINYAK MASAK SEBATIAN CAP HELANG,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,10.241176470588234,,9.7,10.26842105263158,8.8,10.479999999999999,10.5
1093,MINYAK MASAK SEBATIAN CAP PISAU,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,10.228125,,,10.291666666666666,,10.294736842105262,10.38421052631579
1094,MINYAK MASAK TULEN CAP BURUH,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.700000000000001,,6.7,6.7,6.7,6.7,6.700000000000001
1095,MINYAK MASAK TULEN CAP VESAWIT,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.691999999999997,,29.640476190476193,29.669148936170213,29.5,29.6625,29.670238095238098
1097,SOS CILI MAGGI,500 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,4.971203703703703,4.800000000000001,4.953448275862069,4.970410256410257,4.8,4.981128205128205,4.997487179487179
1100,MINYAK MASAK TULEN CAP SERI MURNI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.7,,6.7,6.7,,6.7,6.7
1101,MINYAK MASAK TULEN CAP SERI MURNI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.695121951219512,,12.684615384615384,12.692105263157893,,12.692207792207792,12.687692307692307
1105,SUSU ANLENE ACTIFIT 3X COKLAT,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,21.1225,,21.04516129032258,21.085211267605633,19.8,21.063194444444445,21.04014084507042
1109,TELUR AYAM GRED A,30 biji,BARANGAN SEGAR,TELUR,13.622727272727273,,12.9,13.212765957446809,,13.25,13.214285714285714
1110,TELUR AYAM GRED B,30 biji,BARANGAN SEGAR,TELUR,13.036170212765958,,12.3125,12.75,,12.762790697674417,12.720930232558139
1111,TELUR AYAM GRED C,30 biji,BARANGAN SEGAR,TELUR,12.741935483870968,11.7,11.7,12.123076923076923,,12.125373134328358,12.073015873015871
1114,SOS TIRAM KIMBALL,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,6.00375,,5.903571428571429,5.939,,5.913733333333333,5.9192307692307695
1115,KICAP LEMAK MASIN CAP KIPAS UDANG,345ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,5.728448275862069,5.5,5.593023255813954,5.65566037735849,,5.653846153846154,5.651401869158878
1116,SOS TIRAM NONA,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,5.711290322580646,,5.468571428571429,5.585416666666666,,5.557042253521127,5.5479452054794525
1117,SOS TIRAM ADABI,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,6.447368421052632,,6.214285714285714,6.417241379310345,,6.406666666666666,6.36875
1125,SERBUK CILI KIJANG,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.85,5.966666666666666,,5.925,5.8500000000000005
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.578333333333333,,15.4875,14.930625,,14.69157894736842,15.015263157894735
1129,LADA BENGGALA MERAH (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.4725,,16.666666666666668,16.865555555555556,,15.922222222222224,16.238999999999997
1130,LADA BENGGALA KUNING (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.4725,,17.599999999999998,16.36125,,17.01125,16.73625
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.684146341463415,3.0,3.355882352941176,3.6084033613445374,,3.665,3.6951612903225803
1132,LIMAU NIPIS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.919642857142858,,8.721428571428572,9.162318840579712,,8.95921875,8.74046875
1135,KICAP MANIS ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,4.488311688311689,,4.523148148148148,4.510294117647058,,4.514705882352941,4.52
1136,KICAP MASIN ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,4.431538461538461,,4.3013157894736835,4.397619047619048,,4.404411764705882,4.4025
1137,SOS CILI THAI LIFE,360g,BARANGAN BERBUNGKUS,KICAP DAN SOS,4.033333333333333,,3.846296296296296,3.876041666666667,,3.845,3.8594339622641507
1138,SOS TIRAM MAGGI,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,5.446436781609195,4.9,5.367826086956522,5.422283950617284,5.0,5.435155279503105,5.4333540372670805
1139,SOS TOMATO LIFE,330 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,2.975,2.9,2.9875,2.966666666666667,,2.9885714285714284,2.99
1140,MARJERIN PLANTA,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.002105263157895,5.5,6.059438202247191,6.038306878306878,5.5,6.048054054054054,6.08372972972973
1141,MARJERIN DAISY,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),4.91027397260274,4.699999999999999,4.998571428571428,4.957964601769912,4.5,4.97963963963964,4.995096153846154
1142,SARDIN CAP ADABI (SOS TOMATO DENGAN CILI),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,8.340384615384615,,8.342857142857143,8.332407407407407,,8.284905660377358,8.348
1144,MENTEGA KACANG HALUS LADY'S CHOICE,340 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),13.157142857142858,,12.936538461538463,13.105921052631578,12.5,13.086,13.05
1145,NESTLE CERELAC BERAS - TIN,500 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,14.694150943396226,14.2,14.43913043478261,14.608846153846153,,14.608625,14.665897435897437
1151,SANTAN KELAPA JENAMA AYAM BRAND,1 liter,BARANGAN BERBUNGKUS,SANTAN (KOTAK),11.49639534883721,11.4,11.56140350877193,11.526319444444445,10.8,11.542108843537415,11.55771812080537
1153,PERENCAH TOM YAM ADABI,40 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.9354545454545453,1.8,2.0432835820895523,1.9813571428571428,,1.9833812949640288,1.9852447552447552
1355,100 PLUS (ORIGINAL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,3.7836363636363637
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,25.0,,,25.0,,21.25,17.5
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,,,,22.0,,,
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,32.0
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.5,,4.0,4.333333333333333,,4.166666666666667,4.166666666666667
1399,BAWANG PERAI (LEEK) TEMPATAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.0,,,8.0,,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.933333333333332,,13.5,14.575,,14.575,13.52
1402,HORLICKS (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,12.9,13.24
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.0,,6.995,6.7,,6.766666666666667,6.890000000000001
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,9.28,,4.775,7.277777777777778,,7.277777777777778,7.459999999999999
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,8.16,,8.799999999999999,8.68888888888889,,8.68888888888889,8.68888888888889
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.596296296296296,4.5,4.457307692307692,4.574821428571428,,4.548947368421053,4.56593220338983
1436,IKAN KERISI (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,18.0,,17.366666666666667,16.525000000000002,,17.523529411764706,17.053846153846152
1437,IKAN SIAKAP (ANTARA 2 HINGGA 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,22.40833333333333,,21.964285714285715,22.645,,22.996,22.722727272727273
1438,IKAN TENGGIRI BATANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,46.0,,40.0,43.142857142857146,,43.375,43.5
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.0,3.9,4.068157894736842,4.018488372093024,,4.0246067415730336,4.001022727272727
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,3.5,,3.25,3.375,,3.375,3.375
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,6.490909090909091,,4.1127659574468085,4.573166666666666,,4.549016393442623,4.608305084745762
1443,BAWANG KECIL MERAH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,6.0,,4.5,5.0,,4.5,4.5
1444,BAWANG KECIL MERAH IMPORT (MYANMAR),1kg,BARANGAN KERING,BAWANG,7.25,,,6.5,,7.25,5.833333333333333
1445,BERAS CAP FAIZA EMAS (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,25.925,,25.92105263157895,25.933333333333334,,25.92549019607843,25.914
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.49875,,6.060714285714285,6.245897435897436,,6.263333333333333,6.164324324324324
1463,KRIMER SEJAT CARNATION,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,3.4194444444444443,,3.35,3.417307692307692,,3.4557692307692305,3.4843137254901957
1474,BERAS BASMATHI - FAIZA (KASHMIR),5 kg,BARANGAN BERBUNGKUS,BERAS,33.53636363636363,,30.845,31.7921875,,31.553030303030305,31.568181818181817
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.4,,18.526,17.07,,15.204545454545455,16.23076923076923
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,21.666666666666668,,,22.333333333333332,,21.333333333333332,20.6
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.968181818181819,,13.834999999999999,13.671428571428573,,13.832162162162163,13.692666666666666
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.538928571428572,,8.796969696969697,8.924032258064516,,8.952295081967213,9.093484848484849
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.0,,6.988888888888889,6.8500000000000005,,6.990909090909091,6.628571428571428
1483,MEE KUNING BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,1.5951612903225805,,1.4252830188679244,1.4867857142857144,,1.4802380952380954,1.4857692307692305
1484,KUETIAU BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,1.5425,,1.341219512195122,1.412542372881356,,1.4129508196721312,1.4214999999999998
1485,EPAL HIJAU GRANNY SMITH (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.5,,,1.5,,1.5,
1487,OREN VALENCIA (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,1.6,
1489,ASAM JAWA (BERBIJI) PELBAGAI JENAMA,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.4903225806451614,1.5,1.4904761904761903,1.4875,1.2,1.475609756097561,1.479746835443038
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.935294117647059,,6.386086956521739,6.585581395348838,,6.545,6.46225
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.496875,,5.84054054054054,5.7,,5.675000000000001,5.710810810810811
1493,BIHUN KERING TEMPATAN (CAP JASMINE),400 g,BARANGAN BERBUNGKUS,BIHUN,2.7045454545454546,,2.664285714285714,2.689189189189189,,2.722857142857143,2.7157894736842105
1494,ROTI GARDENIA BREAKTHRU - ROTI GANDUM PENUH,400 g,BARANGAN BERBUNGKUS,ROTI,3.6000000000000005,3.6,3.5999999999999996,3.6,3.6,3.6,3.6
1498,TEPUNG JAGUNG (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,TEPUNG,1.9722972972972972,1.75,1.973690476190476,1.9910975609756099,2.0,1.9873584905660377,1.9890066225165561
1505,DUTCH LADY UHT COKLAT (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,,,,,,1.9,1.8301075268817204
1506,DUTCH LADY UHT FULL CREAM (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,,,,,,,1.8333333333333333
1507,COCA COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,,,,,,,1.8435643564356434
1512,MAMEX LANGKAH 1 - RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,54.738,,59.5,55.012857142857136,,55.012857142857136,54.26499999999999
1513,SUSTAGEN KID 3+ (VANILLA) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,34.721428571428575,,35.279999999999994,34.9,,34.916666666666664,34.87777777777777
1514,SUSTAGEN JUNIOR 1+ (VANILLA ) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,36.878571428571426,,37.483333333333334,36.93888888888889,,36.9578947368421,36.82
1515,HEINZ FARLEY RUSKS (ORIGINAL),120 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,7.066666666666666,,7.233333333333333,7.116666666666667,,7.171428571428572,7.171428571428572
1517,HEINZ APPLE PUREE,110 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,,6.0,,6.0,6.0
1524,BERUS GIGI COLGATE (ZIG ZAG - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,3.9,3.887397260273972
1525,BERUS GIGI ORAL B (COMPLETE EASY CLEAN - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,3.8461538461538463
1538,SABUN PENCUCI AXION PASTE (LEMON),350 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,3.99,4.0164285714285715
1539,SABUN PENCUCI KUAT HARIMAU (LEMON),400 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,3.2,2.9414285714285717
1540,SABUN PENCUCI GLO (LEMON),900ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,5.923884892086331
1541,SABUN PENCUCI SUNLIGHT (LEMON),1000 ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,6.9,6.89890756302521
1543,KIUB SUP TOMYAM (MAGGI),2 X 10G,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.5,,1.5,1.5,,1.5,1.5
1544,SERBUK NASI GORENG CINA ADABI,17 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.1885416666666666,,1.211320754716981,1.2002777777777778,,1.2089423076923076,1.2023000000000001
1545,PERENCAH NASI GORENG IKAN BILIS SERI AJI,26G,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.3111111111111113,,1.38,1.331923076923077,,1.3357692307692308,1.329795918367347
1547,PEPSI COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,,,,,,,1.8057142857142858
1550,PAHA AYAM (CHICKEN DRUMSTICK),1kg,BARANGAN SEGAR,AYAM,12.883333333333333,,,13.530000000000001,,13.755555555555555,14.085714285714285
1551,DADA AYAM (CHICKEN KEEL) (1KG),1kg,BARANGAN SEGAR,AYAM,12.898888888888889,,,12.898888888888889,,12.899000000000001,13.125454545454545
1552,THIGH AYAM,1kg,BARANGAN SEGAR,AYAM,11.75,,,11.8,,12.063333333333333,12.795
1553,WHOLE LEG AYAM,1kg,BARANGAN SEGAR,AYAM,12.295,,,12.295416666666668,,12.291923076923078,12.365
1554,IKAN MERAH (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,46.5,,,43.75,,44.475,42.63333333333333
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,34.9825,,32.91111111111111,34.753,,34.199615384615385,33.19166666666667
1556,BAYAM HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.189473684210527,,7.092307692307693,6.333333333333333,,6.387096774193548,6.133333333333334
1557,BAYAM MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.8,,7.333333333333333,6.977777777777778,,7.175,6.355555555555556
1558,SAWI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.708181818181819,,7.257142857142857,7.141754385964912,,6.9628070175438594,6.888727272727273
1559,KANGKUNG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.622222222222223,,6.463636363636363,6.363157894736842,,6.164864864864865,6.261904761904762
1560,KAILAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.58,,10.176470588235293,9.477272727272727,,9.369565217391305,9.270833333333334
1561,TAUGE KACANG HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.915,,4.403214285714285,4.2756603773584905,,4.191086956521739,4.228653846153846
1562,UDANG KERING,100 g,BARANGAN KERING,HASIL LAUT KERING,6.375,5.5,9.333333333333334,6.953846153846154,,6.728571428571429,6.75625
1563,SOTONG KERING (SAIZ SERDAHANA),1kg,BARANGAN KERING,HASIL LAUT KERING,168.0,,55.0,86.3,,86.3,86.3
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,9.002150537634408,9.0,8.455370370370371,8.831476510067112,,8.89138157894737,8.847437500000002
1568,SERBUK KARI IKAN ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.359846153846154,5.8,5.335121951219512,5.393783783783784,,5.399463087248322,5.427105263157895
1569,SERBUK KARI IKAN ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.488888888888889,,4.429166666666666,4.495161290322581,,4.504838709677419,4.523214285714285
1570,SERBUK KARI AYAM DAN DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.536153846153846,5.699999999999999,5.426875000000001,5.496732026143791,,5.500993377483444,5.506887417218543
1571,SERBUK KARI DAGING ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.525,,4.544117647058823,4.588157894736842,,4.587837837837838,4.598648648648648
1572,SERBUK KARI DAGING BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.033301886792453,4.699999999999999,4.968181818181818,5.026580310880829,,5.043969072164948,5.07960396039604
1573,SERBUK KURMA AYAM & DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),7.603529411764705,8.0,7.335064935064935,7.495734265734266,,7.519078014184397,7.548904109589042
1575,SERBUK KURMA BABAS,125 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),3.0715,2.7,3.0385714285714283,3.0754,,3.0895049504950496,3.1098947368421053
1576,SERBUK KARI KURMA ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.955555555555556,,4.2,4.955555555555556,,4.91,4.4799999999999995
1577,SERBUK PERENCAH SUP ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),7.453870967741936,8.0,7.3855,7.448461538461539,,7.440208333333334,7.466408450704225
1578,SERBUK REMPAH SUP MAK SITI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),6.758,,7.029999999999999,7.066111111111111,,7.07,7.077222222222222
1579,SERBUK SUP FAIZA,220 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),5.159999999999999,,5.145833333333333,5.136111111111111,,5.1499999999999995,5.132352941176471
1581,BERAS CAP RAMBUTAN (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,26.0,,25.5,25.9375,,25.9375,25.9375
1582,BERAS CAP JASMINE (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,25.938888888888886,,25.8,25.916666666666668,,25.919999999999998,25.896
1585,BIHUN KERING IMPORT (CAP BINTANG),400 g,BARANGAN BERBUNGKUS,BIHUN,3.566071428571429,,,3.565,,3.5948275862068964,3.5839285714285714
1586,ROTI SANDWICH MASSIMO DENGAN GERMA GANDUM,400 g,BARANGAN BERBUNGKUS,ROTI,3.0,,3.0,3.0,3.0,3.0,3.0
1587,GULA HALUS CASTOR (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,2.9704545454545452,,2.9219999999999997,2.9456521739130435,2.8,2.9559701492537314,2.971212121212121
1588,GULA MERAH LEMBUT (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,3.2886363636363636,,3.4166666666666665,3.326315789473684,3.5,3.269298245614035,3.288793103448276
1589,GULA PUTIH BERTAPIS KASAR (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,2.859296875,2.85,2.842241379310345,2.850952380952381,2.85,2.8519918699186992,2.8523694779116466
1590,GULA PUTIH BERTAPIS HALUS (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,2.9400000000000004,,2.91,2.9269230769230767,,2.9285714285714284,2.9285714285714284
1591,TEPUNG BERAS (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,2.4675238095238097,2.1,2.334367816091954,2.4084126984126986,,2.4109424083769633,2.40203125
1593,TEPUNG GANDUM GP (BERBUNGKUS) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,TEPUNG,1.35,,,1.35,,1.35,1.35
1594,TEPUNG PULUT (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,3.792181818181818,3.4,3.4829896907216495,3.6642718446601945,,3.667333333333333,3.672657004830918
1595,MINYAK JAGUNG CAP DAISY,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.279600000000002,,29.68,29.40906976744186,28.5,29.523023255813953,29.49046511627907
1596,MINYAK JAGUNG CAP MAZOLA,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,29.3,,29.3,29.3
1597,MINYAK JAGUNG CAP VECORN,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,29.128571428571426,,27.599999999999998,28.388095238095236,26.9,28.726086956521737,28.44347826086956
1598,MINYAK MASAK SEBATIAN CAP HELANG,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,18.813333333333333,18.7,17.36,18.322222222222223,,18.22205882352941,18.579310344827583
1599,MINYAK MASAK SEBATIAN CAP NEPTUNE,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,18.9725,,19.0,20.278,,18.98428571428571,18.565
1600,MINYAK MASAK SEBATIAN CAP PISAU,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,19.34565217391304,,17.8,19.36935483870968,,19.374285714285715,19.641379310344828
1601,MINYAK MASAK TULEN CAP BURUH,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.696551724137931,,12.7,12.697560975609756,,12.6975,12.7
1602,MINYAK MASAK TULEN CAP VESAWIT,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,12.7,12.7,12.7,12.699999999999998,,12.7,12.7
1603,MINYAK SAPI CAP WINDMILL GHEEBLEND,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,15.10487804878049,13.8,15.120000000000001,15.13421052631579,,15.169736842105264,15.197333333333333
1604,ASAM JAWA (TIDAK BERBIJI) ADABI,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.966379310344828,4.8,4.791489361702127,4.888990825688073,,4.875471698113208,4.877000000000001
1605,GARAM HALUS BIASA (PELBAGAI JENAMA),+-350g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),1.03125,,1.2,1.0545454545454545,,1.0772727272727274,1.0515625
1606,MENTEGA KACANG HALUS LADY'S CHOICE,500 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),16.29090909090909,,16.595454545454547,16.418055555555554,13.9,16.401315789473685,16.412499999999998
1607,LEPAAN FARMCOWS,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),5.658333333333334,,5.877777777777777,5.8047619047619055,,5.858695652173913,5.889583333333333
1608,LEPAAN BUTTERCUP,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),6.857741935483871,,7.156551724137932,7.043272727272727,,6.989310344827586,7.056333333333333
1609,MENTEGA SCS (SALTED),250 g,BARANGAN BERBUNGKUS,MENTEGA,16.0,,15.65,15.75,,15.75,15.5
1610,SANTAN KELAPA JENAMA M&S,500 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),6.456944444444444,5.9,6.242857142857143,6.385555555555556,6.0,6.432222222222222,6.382954545454546
