item_code,item,unit,item_group,item_category,2022-01-01,2022-01-02,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31
1088,MINYAK JAGUNG CAP MAZOLA,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,3.0,0.0,3.0,3.0,3.0,3.0,2.0
1089,MINYAK JAGUNG CAP VECORN,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,43.0,0.0,39.0,41.0,43.0,41.0,35.0
1090,MINYAK JAGUNG CAP VECORN,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,78.0,0.0,78.0,77.0,79.0,77.0,75.0
1091,MINYAK MASAK SEBATIAN CAP HELANG,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,49.0,0.0,47.0,45.0,42.0,41.0,42.0
1092,MINYAK MASAK SEBATIAN CAP NEPTUNE,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,8.0,0.0,8.0,5.0,6.0,6.0,6.0
1093,MINYAK MASAK SEBATIAN CAP PISAU,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,75.0,0.0,68.0,55.0,55.0,61.0,58.0
1094,MINYAK MASAK TULEN CAP BURUH,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,43.0,0.0,39.0,28.0,33.0,38.0,33.0
1095,MINYAK MASAK TULEN CAP VESAWIT,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,75.0,0.0,77.0,69.0,70.0,76.0,66.0
1097,SOS CILI MAGGI,500 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,203.0,0.0,213.0,202.0,188.0,193.0,178.0
1100,MINYAK MASAK TULEN CAP SERI MURNI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,32.0,0.0,28.0,22.0,28.0,29.0,27.0
1101,MINYAK MASAK TULEN CAP SERI MURNI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,93.0,0.0,103.0,87.0,90.0,98.0,97.0
1105,SUSU ANLENE ACTIFIT 3X COKLAT,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,164.0,0.0,166.0,166.0,160.0,164.0,158.0
1109,TELUR AYAM GRED A,30 biji,BARANGAN SEGAR,TELUR,82.0,0.0,70.0,66.0,62.0,62.0,48.0
1110,TELUR AYAM GRED B,30 biji,BARANGAN SEGAR,TELUR,108.0,0.0,110.0,99.0,96.0,93.0,74.0
1111,TELUR AYAM GRED C,30 biji,BARANGAN SEGAR,TELUR,91.0,0.0,80.0,80.0,74.0,68.0,52.0
1114,SOS TIRAM KIMBALL,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,95.0,0.0,101.0,101.0,102.0,109.0,101.0
1115,KICAP LEMAK MASIN CAP KIPAS UDANG,345ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,200.0,0.0,200.0,195.0,182.0,180.0,171.0
1116,SOS TIRAM NONA,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,132.0,0.0,131.0,126.0,120.0,130.0,118.0
1117,SOS TIRAM ADABI,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,38.0,0.0,40.0,41.0,40.0,40.0,37.0
1125,SERBUK CILI KIJANG,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),4.0,0.0,4.0,3.0,3.0,3.0,3.0
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,54.0,0.0,53.0,54.0,45.0,51.0,42.0
1129,LADA BENGGALA MERAH (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,41.0,0.0,42.0,45.0,41.0,37.0,34.0
1130,LADA BENGGALA KUNING (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,40.0,0.0,36.0,38.0,35.0,33.0,21.0
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,136.0,0.0,139.0,139.0,128.0,133.0,123.0
1132,LIMAU NIPIS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,90.0,0.0,94.0,90.0,84.0,88.0,84.0
1135,KICAP MANIS ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,155.0,0.0,160.0,161.0,160.0,154.0,147.0
1136,KICAP MASIN ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,136.0,0.0,141.0,135.0,133.0,129.0,125.0
1137,SOS CILI THAI LIFE,360g,BARANGAN BERBUNGKUS,KICAP DAN SOS,61.0,0.0,61.0,63.0,62.0,61.0,53.0
1138,SOS TIRAM MAGGI,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,185.0,0.0,183.0,176.0,169.0,177.0,164.0
1139,SOS TOMATO LIFE,330 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,75.0,0.0,75.0,77.0,75.0,77.0,62.0
1140,MARJERIN PLANTA,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),223.0,0.0,223.0,219.0,203.0,211.0,187.0
1141,MARJERIN DAISY,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),155.0,0.0,155.0,152.0,147.0,150.0,136.0
1142,SARDIN CAP ADABI (SOS TOMATO DENGAN CILI),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,82.0,0.0,85.0,84.0,85.0,86.0,78.0
1144,MENTEGA KACANG HALUS LADY'S CHOICE,340 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),137.0,0.0,139.0,133.0,131.0,129.0,121.0
1145,NESTLE CERELAC BERAS - TIN,500 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,162.0,0.0,163.0,163.0,162.0,163.0,148.0
1151,SANTAN KELAPA JENAMA AYAM BRAND,1 liter,BARANGAN BERBUNGKUS,SANTAN (KOTAK),203.0,0.0,204.0,194.0,194.0,194.0,178.0
1153,PERENCAH TOM YAM ADABI,40 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),126.0,0.0,131.0,133.0,119.0,129.0,121.0
1355,100 PLUS (ORIGINAL),1.5 liter,MINUMAN,TERSEDIA MINUM,132.0,0.0,0.0,0.0,0.0,121.0,0.0
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,2.0,0.0,2.0,2.0,2.0,1.0,0.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,5.0,0.0,5.0,5.0,5.0,5.0,4.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,3.0,0.0,2.0,2.0,2.0,2.0,1.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,3.0,0.0,3.0,4.0,4.0,3.0,3.0
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,4.0,0.0,4.0,3.0,3.0,3.0,3.0
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,5.0,0.0,4.0,3.0,3.0,5.0,4.0
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,2.0,0.0,2.0,2.0,1.0,1.0,1.0
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1399,BAWANG PERAI (LEEK) TEMPATAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.0,0.0,3.0,4.0,3.0,2.0,1.0
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.0,0.0,11.0,7.0,9.0,11.0,10.0
1402,HORLICKS (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,155.0,0.0,0.0,0.0,0.0,117.0,0.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,33.0,0.0,32.0,27.0,25.0,25.0,24.0
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,9.0,0.0,9.0,9.0,8.0,8.0,8.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,17.0,0.0,18.0,16.0,15.0,15.0,12.0
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,101.0,0.0,104.0,99.0,94.0,93.0,84.0
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1436,IKAN KERISI (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,33.0,0.0,29.0,30.0,31.0,32.0,29.0
1437,IKAN SIAKAP (ANTARA 2 HINGGA 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,40.0,0.0,44.0,49.0,44.0,39.0,39.0
1438,IKAN TENGGIRI BATANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,15.0,0.0,11.0,13.0,13.0,10.0,13.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,82.0,0.0,82.0,74.0,66.0,69.0,67.0
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.0,0.0,6.0,7.0,8.0,8.0,8.0
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,41.0,0.0,44.0,42.0,43.0,45.0,48.0
1443,BAWANG KECIL MERAH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,3.0,0.0,3.0,3.0,5.0,7.0,5.0
1444,BAWANG KECIL MERAH IMPORT (MYANMAR),1kg,BARANGAN KERING,BAWANG,2.0,0.0,2.0,2.0,1.0,0.0,0.0
1445,BERAS CAP FAIZA EMAS (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,102.0,0.0,101.0,97.0,98.0,100.0,97.0
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,62.0,0.0,63.0,59.0,59.0,62.0,56.0
1463,KRIMER SEJAT CARNATION,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,128.0,0.0,128.0,118.0,118.0,116.0,107.0
1474,BERAS BASMATHI - FAIZA (KASHMIR),5 kg,BARANGAN BERBUNGKUS,BERAS,78.0,0.0,74.0,72.0,71.0,77.0,73.0
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,3.0,0.0,1.0,0.0,2.0,1.0,1.0
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,31.0,0.0,21.0,34.0,31.0,30.0,24.0
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.0,0.0,14.0,13.0,14.0,9.0,10.0
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,74.0,0.0,70.0,80.0,69.0,77.0,73.0
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,79.0,0.0,83.0,89.0,83.0,85.0,80.0
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,25.0,0.0,27.0,23.0,23.0,24.0,22.0
1483,MEE KUNING BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,119.0,0.0,124.0,129.0,120.0,120.0,112.0
1484,KUETIAU BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,92.0,0.0,92.0,89.0,88.0,85.0,79.0
1485,EPAL HIJAU GRANNY SMITH (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.0,0.0,5.0,5.0,6.0,6.0,7.0
1486,EPAL MERAH RED DELICIOUS (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1487,OREN VALENCIA (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.0,0.0,1.0,1.0,1.0,2.0,1.0
1489,ASAM JAWA (BERBIJI) PELBAGAI JENAMA,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),128.0,0.0,126.0,120.0,115.0,127.0,119.0
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,55.0,0.0,60.0,60.0,61.0,63.0,60.0
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,85.0,0.0,84.0,85.0,82.0,80.0,83.0
1493,BIHUN KERING TEMPATAN (CAP JASMINE),400 g,BARANGAN BERBUNGKUS,BIHUN,82.0,0.0,86.0,78.0,69.0,73.0,71.0
1494,ROTI GARDENIA BREAKTHRU - ROTI GANDUM PENUH,400 g,BARANGAN BERBUNGKUS,ROTI,203.0,0.0,207.0,200.0,192.0,191.0,180.0
1498,TEPUNG JAGUNG (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,TEPUNG,199.0,0.0,210.0,197.0,179.0,178.0,171.0
1505,DUTCH LADY UHT COKLAT (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,125.0,0.0,0.0,0.0,0.0,122.0,0.0
1506,DUTCH LADY UHT FULL CREAM (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,127.0,0.0,0.0,0.0,0.0,117.0,0.0
1507,COCA COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,113.0,0.0,0.0,0.0,0.0,109.0,0.0
1512,MAMEX LANGKAH 1 - RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,16.0,0.0,16.0,16.0,19.0,17.0,16.0
1513,SUSTAGEN KID 3+ (VANILLA) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,70.0,0.0,67.0,70.0,66.0,67.0,66.0
1514,SUSTAGEN JUNIOR 1+ (VANILLA ) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,50.0,0.0,49.0,49.0,47.0,50.0,47.0
1515,HEINZ FARLEY RUSKS (ORIGINAL),120 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,38.0,0.0,39.0,41.0,40.0,43.0,44.0
1517,HEINZ APPLE PUREE,110 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1524,BERUS GIGI COLGATE (ZIG ZAG - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,110.0,0.0,0.0,0.0,0.0,95.0,0.0
1525,BERUS GIGI ORAL B (COMPLETE EASY CLEAN - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,24.0,0.0,0.0,0.0,0.0,19.0,0.0
1538,SABUN PENCUCI AXION PASTE (LEMON),350 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,204.0,0.0,0.0,0.0,0.0,201.0,0.0
1539,SABUN PENCUCI KUAT HARIMAU (LEMON),400 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,103.0,0.0,0.0,0.0,0.0,99.0,0.0
1540,SABUN PENCUCI GLO (LEMON),900ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,180.0,0.0,0.0,0.0,0.0,177.0,0.0
1541,SABUN PENCUCI SUNLIGHT (LEMON),1000 ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,178.0,0.0,0.0,0.0,0.0,164.0,0.0
1544,SERBUK NASI GORENG CINA ADABI,17 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),120.0,0.0,128.0,128.0,118.0,122.0,110.0
1545,PERENCAH NASI GORENG IKAN BILIS SERI AJI,26G,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),94.0,0.0,95.0,97.0,87.0,87.0,78.0
1547,PEPSI COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,63.0,0.0,0.0,0.0,0.0,51.0,0.0
1550,PAHA AYAM (CHICKEN DRUMSTICK),1kg,BARANGAN SEGAR,AYAM,25.0,0.0,26.0,28.0,27.0,27.0,27.0
1551,DADA AYAM (CHICKEN KEEL) (1KG),1kg,BARANGAN SEGAR,AYAM,29.0,0.0,31.0,32.0,34.0,32.0,30.0
1552,THIGH AYAM,1kg,BARANGAN SEGAR,AYAM,9.0,0.0,13.0,12.0,12.0,11.0,12.0
1553,WHOLE LEG AYAM,1kg,BARANGAN SEGAR,AYAM,32.0,0.0,33.0,35.0,36.0,39.0,41.0
1554,IKAN MERAH (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,11.0,0.0,10.0,9.0,7.0,6.0,6.0
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,47.0,0.0,45.0,45.0,42.0,37.0,30.0
1556,BAYAM HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,45.0,0.0,52.0,43.0,36.0,48.0,47.0
1557,BAYAM MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.0,0.0,15.0,14.0,10.0,18.0,20.0
1558,SAWI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,70.0,0.0,77.0,80.0,73.0,74.0,66.0
1559,KANGKUNG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,60.0,0.0,54.0,46.0,44.0,47.0,49.0
1560,KAILAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,45.0,0.0,44.0,40.0,44.0,40.0,33.0
1561,TAUGE KACANG HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,82.0,0.0,79.0,82.0,77.0,83.0,74.0
1562,UDANG KERING,100 g,BARANGAN KERING,HASIL LAUT KERING,27.0,0.0,28.0,30.0,27.0,25.0,21.0
1563,SOTONG KERING (SAIZ SERDAHANA),1kg,BARANGAN KERING,HASIL LAUT KERING,6.0,0.0,7.0,7.0,7.0,7.0,4.0
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,162.0,0.0,166.0,164.0,161.0,161.0,137.0
1568,SERBUK KARI IKAN ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),210.0,0.0,210.0,208.0,206.0,207.0,194.0
1569,SERBUK KARI IKAN ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),50.0,0.0,50.0,45.0,49.0,48.0,46.0
1570,SERBUK KARI AYAM DAN DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),238.0,0.0,237.0,233.0,213.0,210.0,198.0
1571,SERBUK KARI DAGING ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),52.0,0.0,52.0,50.0,53.0,55.0,51.0
1572,SERBUK KARI DAGING BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),237.0,0.0,241.0,232.0,220.0,227.0,204.0
1573,SERBUK KURMA AYAM & DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),205.0,0.0,210.0,203.0,199.0,198.0,181.0
1575,SERBUK KURMA BABAS,125 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),164.0,0.0,160.0,151.0,140.0,148.0,140.0
1576,SERBUK KARI KURMA ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),18.0,0.0,19.0,17.0,19.0,20.0,19.0
1577,SERBUK PERENCAH SUP ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),202.0,0.0,206.0,197.0,191.0,185.0,173.0
1578,SERBUK REMPAH SUP MAK SITI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),22.0,0.0,24.0,25.0,22.0,22.0,23.0
1579,SERBUK SUP FAIZA,220 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),41.0,0.0,41.0,38.0,38.0,41.0,38.0
1581,BERAS CAP RAMBUTAN (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,9.0,0.0,9.0,9.0,8.0,11.0,10.0
1582,BERAS CAP JASMINE (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,72.0,0.0,71.0,67.0,66.0,70.0,70.0
1583,BERAS SUPER CAP JATI TWR  5% (IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1585,BIHUN KERING IMPORT (CAP BINTANG),400 g,BARANGAN BERBUNGKUS,BIHUN,73.0,0.0,64.0,61.0,52.0,58.0,60.0
1586,ROTI SANDWICH MASSIMO DENGAN GERMA GANDUM,400 g,BARANGAN BERBUNGKUS,ROTI,47.0,0.0,52.0,58.0,49.0,54.0,56.0
1587,GULA HALUS CASTOR (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,87.0,0.0,93.0,89.0,88.0,91.0,81.0
1588,GULA MERAH LEMBUT (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,71.0,0.0,75.0,79.0,80.0,84.0,77.0
1589,GULA PUTIH BERTAPIS KASAR (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,285.0,0.0,291.0,286.0,270.0,273.0,255.0
1590,GULA PUTIH BERTAPIS HALUS (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,43.0,0.0,47.0,43.0,41.0,37.0,36.0
1591,TEPUNG BERAS (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,220.0,0.0,224.0,216.0,201.0,203.0,193.0
1593,TEPUNG GANDUM GP (BERBUNGKUS) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,TEPUNG,32.0,0.0,28.0,27.0,23.0,25.0,21.0
1594,TEPUNG PULUT (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,209.0,0.0,220.0,212.0,192.0,201.0,187.0
1595,MINYAK JAGUNG CAP DAISY,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,72.0,0.0,70.0,74.0,79.0,75.0,73.0
1596,MINYAK JAGUNG CAP MAZOLA,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,24.0,0.0,20.0,21.0,15.0,20.0,17.0
1597,MINYAK JAGUNG CAP VECORN,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,61.0,0.0,62.0,60.0,58.0,57.0,52.0
1598,MINYAK MASAK SEBATIAN CAP HELANG,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,79.0,0.0,80.0,72.0,71.0,63.0,67.0
1599,MINYAK MASAK SEBATIAN CAP NEPTUNE,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,14.0,0.0,15.0,12.0,12.0,14.0,9.0
1600,MINYAK MASAK SEBATIAN CAP PISAU,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,103.0,0.0,96.0,95.0,89.0,91.0,87.0
1601,MINYAK MASAK TULEN CAP BURUH,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,71.0,0.0,65.0,57.0,70.0,69.0,48.0
1602,MINYAK MASAK TULEN CAP VESAWIT,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,55.0,0.0,56.0,55.0,53.0,57.0,54.0
1603,MINYAK SAPI CAP WINDMILL GHEEBLEND,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,163.0,0.0,159.0,145.0,146.0,151.0,139.0
1604,ASAM JAWA (TIDAK BERBIJI) ADABI,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),122.0,0.0,127.0,124.0,112.0,122.0,118.0
1605,GARAM HALUS BIASA (PELBAGAI JENAMA),+-350g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),106.0,0.0,106.0,94.0,85.0,90.0,80.0
1606,MENTEGA KACANG HALUS LADY'S CHOICE,500 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),100.0,0.0,103.0,106.0,97.0,89.0,86.0
1607,LEPAAN FARMCOWS,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),81.0,0.0,79.0,80.0,71.0,71.0,61.0
1608,LEPAAN BUTTERCUP,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),141.0,0.0,143.0,138.0,132.0,130.0,128.0
1609,MENTEGA SCS (SALTED),250 g,BARANGAN BERBUNGKUS,MENTEGA,29.0,0.0,28.0,31.0,21.0,22.0,24.0
1610,SANTAN KELAPA JENAMA M&S,500 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),71.0,0.0,75.0,70.0,60.0,68.0,72.0
1611,SANTAN KELAPA JENAMA KARA,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),194.0,0.0,200.0,196.0,194.0,191.0,179.0
1612,SANTAN KELAPA JENAMA HARMUNI,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),20.0,0.0,19.0,17.0,20.0,21.0,20.0
1613,ESEN STAR BRAND 'PELBAGAI PERISA',25 ml,BARANGAN BERBUNGKUS,ESEN DAN RAGI,246.0,0.0,248.0,245.0,223.0,230.0,211.0
1615,MENTEGA ANCHOR (SALTED),227g,BARANGAN BERBUNGKUS,MENTEGA,74.0,0.0,75.0,73.0,65.0,68.0,70.0
1616,MAURIPAN YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,129.0,0.0,130.0,128.0,126.0,128.0,118.0
1618,SUSU ISIAN PEKAT MANIS CAP F & N,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,6.0,0.0,6.0,5.0,6.0,4.0,4.0
1619,SUSU TEPUNG SEGERA DUTCHLADY (BIASA ),600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,59.0,0.0,63.0,62.0,62.0,65.0,61.0
1623,S-26 SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,82.0,0.0,77.0,68.0,71.0,73.0,76.0
1624,S-26 GOLD SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,81.0,0.0,78.0,72.0,66.0,65.0,66.0
1628,NESTLE CERELAC GANDUM DAN MADU - KOTAK,225g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,144.0,0.0,146.0,143.0,149.0,156.0,141.0
