item_code,item,unit,item_group,item_category,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.95,8.95,9.1,9.141874999999999,9.1,9.1,9.02695652173913,9.228484848484849,9.1,9.096666666666666,9.1,9.1,9.1,8.9,8.9,8.9,8.912727272727272,8.9,8.9,8.9,8.766666666666667,8.766666666666667,8.766666666666667,8.715925925925925,9.4,9.15,9.15,9.033333333333333,9.15
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,11.2415,,,,11.392500000000002,,,,,,,,,11.276666666666666,,,,,,,11.254285714285716,,,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,40.98285714285714,,,,40.61,,,,,,,,,40.4725,,,,,,,39.96999999999999,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,,38.995000000000005,,,,,,,,,38.995000000000005,,,,,,,38.995000000000005,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,21.599090909090908,18.5,18.5,18.5,22.31,,20.0,,,,,,,21.98909090909091,,,,,,,22.084999999999997,,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,2.9,2.9,5.14,,,5.592499999999999,4.974285714285714,3.9,4.354,3.9,3.9,3.9,3.9,3.9,3.9,4.972608695652174,3.9,3.9,3.9,2.9,2.9,2.9,4.8144,2.9,2.9,2.9,2.9,2.9
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.7,4.7,4.966666666666667,5.6248000000000005,,,6.094444444444444,5.766153846153847,3.9,4.995,3.9,,4.7,4.7,4.7,4.7,5.649523809523809,5.2,5.3,5.3,4.9,5.2,5.2,5.4184210526315795,4.9,5.2,5.3,5.3,5.3
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,5.3,,,5.3,5.36,4.9,,4.9,4.9,,,,,5.38,,,,,,,5.279999999999999,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.93,,,,4.526666666666666,,,,,,,,,4.92,,,,,,,4.398000000000001,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,2.9,2.9,4.068918918918919,,,4.150714285714286,3.769090909090909,2.9,3.4966666666666666,2.9,2.9,2.9,3.5,3.5,3.5,4.153529411764706,3.5,3.5,3.5,3.5,3.5,3.5,4.238461538461538,3.5,3.5,3.5,3.75,3.5
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.2,8.2,8.2,9.586250000000001,7.9,5.9,9.261666666666667,9.358461538461539,7.766666666666667,7.99,7.2,6.2,6.2,6.2,7.1000000000000005,7.1000000000000005,8.982666666666667,7.2,7.2,5.9,6.2,6.2,6.4,9.384117647058824,7.2,7.2,7.2,6.4,5.9
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,7.278571428571429,,,7.652500000000001,6.8950000000000005,,5.49,,,,,,,7.0840000000000005,,,,,,,7.171666666666667,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.5,4.5,4.5,3.694210526315789,,3.9,4.027333333333333,4.079444444444444,3.2,2.8000000000000003,3.9,3.9,,3.45,3.45,3.45,3.8243589743589745,3.45,3.45,3.45,3.45,3.9,3.9,3.926666666666667,3.9,3.9,3.2,3.3000000000000003,3.2
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,21.9,,,,21.9,,,,,,,,,,,,,,,,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,24.09315789473684,,,18.959999999999997,24.382777777777775,,,,,,,,,23.099473684210526,,,,,,,21.854,,,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,0.59,,,,0.59,,,,,,,,,,,,,,,,,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.833,,,7.489999999999999,6.38,,5.960000000000001,,,,,,,6.42,,,,,,,6.40125,,,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,8.30857142857143,,,,8.51875,,,,6.9,6.9,6.9,6.9,6.9,8.361666666666666,,,,,,,8.607142857142858,,,,,6.9
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,30.9,30.9,28.46848484848485,26.9,31.95,27.548333333333332,30.1695,29.4,27.659999999999997,29.9,26.9,29.9,29.9,29.9,29.9,29.101724137931033,26.9,29.266666666666666,29.266666666666666,31.95,30.933333333333334,28.9,29.026774193548388,32.45,30.9,30.4,28.45,30.4
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.9,9.9,8.9,11.372222222222222,8.9,6.9,10.02111111111111,11.7975,8.4,11.858,8.9,8.9,9.9,9.9,10.4,10.4,11.586304347826088,10.2,10.2,10.2,9.7,9.7,9.7,11.679555555555556,10.2,10.2,10.2,10.466666666666667,9.9
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.9,12.9,12.5,11.421304347826087,,9.9,10.628333333333334,12.546666666666667,11.4,12.326666666666668,9.9,,11.9,10.9,10.9,9.9,11.48,10.4,9.9,9.9,9.9,9.9,10.4,11.756,10.4,9.9,10.4,11.9,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,39.9,39.9,39.9,38.335,39.9,39.9,39.9,35.81666666666667,39.9,37.93,39.9,39.9,39.9,39.9,39.9,39.9,36.14833333333333,28.9,28.9,28.9,28.9,28.9,28.9,36.94833333333333,28.9,28.9,28.9,28.9,28.9
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,19.9,19.9,19.9,19.9,,,28.9,,28.9,28.9,31.4,,28.9,28.9,31.4,33.9,31.4,28.9,19.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.95,16.266666666666666,16.266666666666666,15.539655172413791,14.9,14.9,13.478,16.07470588235294,15.63,15.112307692307693,15.933333333333332,15.933333333333332,15.933333333333332,14.9,15.4,15.4,15.331714285714286,15.6,15.266666666666666,14.45,13.466666666666667,14.266666666666666,13.466666666666667,14.663103448275862,12.5,12.9,12.9,16.5,13.95
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,39.9,39.9,39.9,37.95,,35.9,35.9,39.483333333333334,39.9,37.93,39.9,39.9,39.9,39.9,39.9,39.9,39.64833333333333,35.9,35.9,39.9,39.9,39.9,39.9,38.81285714285714,39.9,39.9,39.9,39.45,39.9
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,30.963333333333335,,31.9,31.9,31.599999999999998,,26.99,,,31.9,,,,29.756,31.9,31.9,,,,,29.22,,,,35.0,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,22.9,22.9,22.9,24.3,22.9,22.9,15.0,,,,,,,,,,25.0,,,,,,,19.633333333333333,,,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,18.9,18.9,18.9,18.313333333333333,18.9,18.9,18.9,11.9,11.9,17.93,11.9,,18.9,18.9,18.9,18.9,18.4225,13.9,13.9,13.9,13.9,13.9,13.9,18.263333333333332,13.9,13.9,13.9,13.9,13.9
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,30.597692307692306,,29.9,32.45,30.3375,,26.99,33.9,32.9,32.9,19.9,31.4,32.9,28.497692307692304,29.9,29.9,,,29.9,29.9,29.747142857142855,32.9,32.9,,31.4,32.9
