item_code,item,unit,item_group,item_category,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.9,8.9,8.994285714285715,8.9,8.899333333333335,8.9,8.9,8.9,8.9,8.9,8.9,8.946176470588236,8.9,8.9,8.9,8.9,8.9,8.9,8.965757575757577,8.9,8.9,8.9,8.9,8.9,8.9,8.936875,8.9,8.9,
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,10.728947368421052,,,,,,,,,10.786315789473685,,,,,,,10.757499999999999,,,,,,,10.757,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,40.79625,,,,,,,,,41.01888888888889,,,,,,,44.278,,,,,,,43.73,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,41.0,,,,,,,,,,,,,,,,41.0,,,,,,,41.0,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,22.583333333333332,,,,,,,,,22.11111111111111,,,,,,,22.476666666666667,,,,,,,22.607999999999997,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,2.9,4.876,,4.925833333333333,2.9,2.9,2.9,2.9,,,4.9423076923076925,,,,2.9,2.9,2.9,5.2973333333333334,2.9,2.9,,,,,5.588666666666667,4.45,2.9,2.9
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.9,4.966666666666667,5.486111111111111,4.7,5.679166666666667,4.7,4.7,4.7,4.7,3.9,4.7,5.67037037037037,3.9,4.7,4.966666666666667,4.966666666666667,4.7,4.7,5.5016,3.9,4.7,4.966666666666667,4.7,4.7,4.7,5.480833333333333,4.7,4.966666666666667,4.966666666666667
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,5.5975,4.9,4.95,4.9,4.9,4.9,4.9,4.9,4.9,5.35,,,,,,,5.35,,4.9,,,,,5.26,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,4.998571428571429,,4.99,,,,,,,4.83625,,,,,,,4.876666666666667,,,,,,,4.721111111111111,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.2,3.35,3.9365,3.35,4.323529411764706,3.35,3.35,3.35,3.35,3.7,3.7,4.180487804878049,3.7,3.7,3.7,3.7,3.7,3.7,3.975,3.9,3.9,3.9,3.9,3.9,3.9,4.247142857142857,3.9,,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.9,8.2,9.439285714285715,8.433333333333334,9.237857142857143,8.2,7.2,7.2,7.766666666666667,7.766666666666667,7.766666666666667,9.07576923076923,7.766666666666667,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,9.015,7.1000000000000005,8.5,8.5,8.7,8.7,8.5,9.15611111111111,9.433333333333334,8.7,8.7
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,6.465714285714286,,7.044545454545454,,,,,4.9,4.9,6.3015384615384615,4.9,4.9,4.9,4.9,4.9,4.9,6.923076923076923,,,,,,,7.119999999999999,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.2,3.2,3.867,3.2,3.900526315789474,3.2,,,3.9,3.9,3.9,3.83948717948718,,,2.99,2.99,2.99,2.99,3.823888888888889,,3.5,3.5,3.5,3.5,3.5,3.7983333333333333,3.5,3.5,3.5
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,27.537499999999998,,20.345,,,,,,,25.19142857142857,,,,,,,24.938666666666666,,,,,,,24.64588235294118,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,1.2,,,,,,,,,1.395,,,,,,,,,,,,,,1.59,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,6.636,,6.18125,,,,,,,6.417692307692307,,,,,,,6.564,,,,,,,6.538571428571429,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.9,6.9,7.954000000000001,6.9,6.9,6.9,6.9,,6.9,6.9,6.9,8.081428571428571,6.9,6.9,6.9,6.9,6.9,6.9,7.154000000000001,6.9,6.9,6.9,6.9,6.9,6.9,7.445,6.9,6.9,6.9
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,33.45,33.45,29.50470588235294,30.266666666666666,28.235384615384614,29.4,29.4,29.4,28.9,28.9,28.9,28.97258064516129,27.9,27.9,28.9,28.9,27.9,27.9,28.77625,31.266666666666666,30.266666666666666,32.266666666666666,30.4,30.4,29.4,29.29111111111111,29.9,27.4,31.933333333333334
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,8.9,9.9,11.687999999999999,10.2,11.365,8.9,10.4,10.4,9.9,9.9,10.2,11.501860465116279,8.9,9.4,9.4,9.4,9.9,8.9,11.517906976744186,9.4,9.4,9.9,9.9,9.9,10.2,11.239285714285714,9.4,9.4,9.9
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.9,10.9,12.207777777777778,12.9,11.710769230769232,13.4,13.4,13.4,11.9,10.9,13.4,11.806999999999999,12.7,11.5,11.9,11.9,13.9,11.9,11.742857142857142,12.7,13.9,13.4,13.4,13.4,9.9,11.354705882352942,9.9,9.9,9.7
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,39.9,39.9,38.98166666666667,39.9,41.945,39.9,,39.9,39.9,39.9,39.9,37.81285714285714,39.9,39.9,39.9,39.9,39.9,39.9,38.48625,39.9,39.9,39.9,39.9,39.9,39.9,38.58,39.9,39.9,39.9
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,26.9,26.9,26.9,26.9,19.9,19.9,,19.9,24.8,19.9,,,,19.9,19.9,20.9,20.9,20.9,20.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.45,11.5,15.058333333333334,15.899999999999999,13.95909090909091,15.933333333333332,16.599999999999998,16.599999999999998,16.466666666666665,15.466666666666667,16.8,14.8315625,16.599999999999998,16.133333333333333,14.75,13.799999999999999,13.95,13.2,15.15548387096774,11.9,10.9,14.7,15.2,12.2,16.133333333333333,15.41909090909091,14.6,12.933333333333332,12.4
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,48.9,48.9,45.300000000000004,48.9,43.47,48.9,,,,,,41.585,48.9,48.9,48.9,48.9,48.9,48.9,40.85444444444445,48.9,48.9,39.9,39.9,39.9,39.9,40.64833333333333,39.9,39.9,39.9
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,35.0,,27.494999999999997,,,,,,,28.9925,,,31.9,31.9,31.9,31.9,29.494999999999997,,,,,,,25.945,,,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,25.0,,,,,,,21.494999999999997,,,,,,,22.994999999999997,22.9,22.9,22.9,22.9,22.9,22.9,22.95,22.9,22.9,22.9
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.9,17.9,17.9,17.9,17.9,15.9,15.9,15.9,15.9,15.9,15.9,19.695,,,18.9,18.9,18.9,18.9,18.718,18.9,18.9,18.9,18.9,18.9,18.9,18.900000000000002,18.9,18.9,18.9
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,29.9,29.9,29.697272727272722,29.9,28.929999999999996,,,,,,,29.896666666666665,29.9,,29.9,29.9,29.9,29.9,29.58285714285714,29.9,29.9,31.4,31.4,31.4,31.4,30.51133333333333,31.4,31.4,29.9
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,8.9,8.9,13.911249999999999,13.75,13.495999999999999,,,10.0,,11.95,15.0,13.522499999999999,15.0,14.95,14.95,14.9,12.0,12.0,14.351818181818182,12.0,10.45,10.45,11.433333333333332,11.433333333333332,9.766666666666667,13.563333333333333,13.2,10.2,12.266666666666666
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,20.9,20.45,22.209999999999997,17.9,20.930833333333336,21.7,21.95,21.599999999999998,20.9,16.9,16.9,21.213599999999996,,,,,16.9,,21.421904761904763,17.5,16.95,16.95,14.9,14.9,,21.101153846153846,16.9,,19.95
