item_code,item,unit,item_group,item_category,2022-05-09,2022-05-13,2022-05-16,2022-05-20,2022-05-23,2022-05-25,2022-05-27,2022-05-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.927924528301887,8.955714285714285,8.89875,8.9,8.949375,,,8.953243243243245
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.774117647058823,10.765789473684212,9.9,,10.802105263157895,,11.436250000000001,10.229166666666666
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,40.70777777777778,39.98625,,,42.18428571428571,,,41.095
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,41.0,41.0,,,41.0,,,41.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.62222222222222,21.068571428571428,20.0,,21.471428571428568,,22.53333333333333,21.072499999999998
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.5712,4.802222222222222,4.10625,,4.61695652173913,,,4.6628
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.235217391304348,5.3475,5.061111111111111,5.5,5.415,,,5.599333333333334
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.2128571428571435,5.279999999999999,5.995,,5.818888888888889,,,5.4816666666666665
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.2975,3.985,4.99,,4.618,,3.99,5.1225000000000005
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.340967741935484,4.0929166666666665,4.61,3.9,4.338666666666667,,,4.33
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.32625,8.937000000000001,9.536000000000001,8.9,9.536470588235295,,11.49,9.759473684210526
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.393750000000001,6.473333333333334,6.69,,6.470714285714286,,,6.534166666666668
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.7264285714285714,3.7977272727272724,3.558,4.0,3.668235294117647,,,3.654
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,36.5,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,21.975384615384616,24.2075,17.945,,25.414615384615384,,30.549999999999997,23.72
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.39,1.39,,,1.395,,,1.345
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.03,6.465,6.132,,6.265625,,,6.196153846153846
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.852857142857142,7.7540000000000004,8.2,,7.460000000000001,,,7.945
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.37153846153846,28.064,27.887692307692305,,28.90103448275862,,,28.121
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.731142857142858,12.373999999999999,11.685882352941176,11.0,11.861190476190476,,,11.868684210526316
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.41,11.08,9.993333333333334,,11.373076923076923,,,11.926
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,38.0,38.5,,,37.36,,,37.36
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,30.4
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.426470588235293,16.47941176470588,14.796000000000001,17.0,14.83357142857143,,,14.127037037037038
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,41.156,43.830000000000005,38.93,,42.03,,,42.29666666666667
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,23.99,30.9,23.99,,26.99,,,24.99333333333333
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,30.0,,,,33.0,,,32.0
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,18.445,15.9,20.99,,17.596666666666668,,,15.95
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,30.78818181818182,31.59857142857143,28.99333333333333,,31.055833333333336,,,29.810666666666666
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.58375,13.7225,9.96,15.5,14.614545454545453,,,13.437000000000001
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,19.392272727272726,20.132857142857144,22.07125,22.0,20.838421052631578,,,20.9896
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.98,14.12,13.16625,12.0,14.464193548387096,,,14.48638888888889
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.266666666666666,29.3,,,28.55,,,28.45
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,10.0,,,9.4
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,36.9,,,,,,38.0
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.086666666666668,15.045714285714284,13.182307692307692,,14.345806451612905,,,14.564
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,8.981428571428571,9.387272727272729,8.496666666666668,,9.076428571428572,,,9.125714285714285
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,8.574000000000002,7.626666666666668,,,7.976000000000001,,,8.124285714285715
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.76031746031746,14.303076923076924,15.222307692307693,13.45,14.740847457627119,,,14.4328125
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.5125,17.045882352941177,16.4584,16.9,16.616,,,16.83813953488372
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.82,18.943214285714284,16.73090909090909,16.0,17.27642857142857,,18.9,18.878478260869564
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.499347826086957,7.412093023255815,7.714259259259259,7.88,7.417846153846154,,6.8625,7.566173913043478
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.541058823529411,10.206304347826087,11.217878787878789,10.95,10.851538461538462,,10.1,10.753333333333334
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.218194444444444,14.842765957446808,15.300370370370372,15.9,15.707536231884058,,,15.707014925373132
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.373076923076923,8.757872340425532,8.331538461538461,11.6,9.74470588235294,,7.65,9.993823529411765
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.506923076923077,2.559,2.3833333333333333,,2.5410526315789475,,,2.5252631578947367
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.58,7.6,7.566666666666666,,7.6,,,7.6
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,5.738,5.948333333333333,,,6.114999999999999,,,6.098000000000001
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.015846153846154,4.211764705882352,4.260869565217392,4.0,4.273050847457627,,,4.323220338983051
