item_code,item,unit,item_group,item_category,2022-12-07,2022-12-14,2022-12-21,2022-12-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.98,9.075000000000001,9.05,9.14
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,8.4,,,
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.5,31.0,31.0,31.0
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.0,36.0,36.0,36.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,33.0,,,
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,33.0,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.5,18.25,18.25,18.25
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.4,13.5,15.25,14.75
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.666666666666666,11.333333333333334,12.25,12.75
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.975,2.0250000000000004,1.95,2.033333333333333
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.666666666666667,7.666666666666667,7.666666666666667,7.666666666666667
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.0,7.0,7.0,7.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.4625,2.8,2.775,2.6399999999999997
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.16,3.3333333333333335,3.1666666666666665,3.825
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.1125,5.428571428571429,6.6,5.514285714285714
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.4,4.35,4.35,4.35
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.3,4.3,4.3,4.3
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.1,4.1,4.1
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,6.433333333333334,7.5,8.0,7.275
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,12.5,12.0,12.0,12.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.379999999999999,8.966666666666667,8.966666666666667,8.6
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.833333333333334,11.166666666666666,11.0,12.0
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.6999999999999997,2.75,3.0,2.6999999999999997
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,38.0,,,
