item_code,item,unit,item_group,item_category,2022-05-11,2022-05-12,2022-05-18,2022-05-25
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.25,,7.25,6.9
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.7,8.0,7.025,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,,32.0,32.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,17.0,,17.0,17.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.5,16.0,14.666666666666666,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,13.0,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.1,1.9,1.9333333333333333,1.7
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,6.7,,6.7,6.7
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.0,,7.0,7.0
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.9,5.0,4.75,5.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.1,5.0,4.325,3.5
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.1,4.1,4.1
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.9,,3.9,3.9
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.7,,3.7,3.7
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,8.0,9.0,8.0,
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,,7.5,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.666666666666667,8.0,8.0,7.0
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.333333333333334,,10.0,
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.0,,2.0,2.0
1368,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,38.0,,38.0,38.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,16.75,,16.75,16.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,16.75,,16.75,16.5
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,,,16.0,16.0
