item_code,item,unit,item_group,item_category,2022-04-06,2022-04-13,2022-04-20,2022-04-27
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.25,7.366666666666667,7.25,7.8
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,8.9
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.05,6.05,6.05,6.05
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,33.5,33.5,33.5
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,40.0,40.0,40.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,17.0,17.0,17.0,17.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,14.175,14.875,13.7
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,11.0,11.5,10.0
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.8666666666666665,1.9,1.9,2.075
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,6.7,7.1,7.1,7.1
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.0,7.0,7.0,7.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,3.0,2.75,3.0
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.3333333333333335,4.2,4.3,4.3
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.0,5.1,4.833333333333333,4.666666666666667
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.1,4.1,4.1
