item_code,item,unit,item_group,item_category,2022-02-09
1214,SAYUR CAMPUR,sepiring,MAKANAN SIAP MASAK,LAUK,2.5124999999999997
1215,SAYUR KAILAN IKAN MASIN,sepiring,MAKANAN SIAP MASAK,LAUK,5.714285714285714
1216,SAYUR KANGKUNG GORENG BELACAN,sepiring,MAKANAN SIAP MASAK,LAUK,4.96
1232,TELUR MATA KERBAU,sebiji,MAKANAN SIAP MASAK,LAUK,1.1034090909090908
1233,TELUR DADAR,sebiji,MAKANAN SIAP MASAK,LAUK,1.56775956284153
1234,TELUR BISTIK,1 set,MAKANAN SIAP MASAK,LAUK,6.589285714285714
1235,TELUR SETENGAH MASAK,sebiji,MAKANAN SIAP MASAK,LAUK,1.1536423841059602
1236,TELUR REBUS,sebiji,MAKANAN SIAP MASAK,LAUK,1.0999999999999999
1237,TELUR MASIN,sebiji,MAKANAN SIAP MASAK,LAUK,1.911764705882353
1238,SUP AYAM,semangkuk,MAKANAN SIAP MASAK,LAUK,6.373913043478261
1239,SUP DAGING,semangkuk,MAKANAN SIAP MASAK,LAUK,7.033333333333333
1240,SUP EKOR,semangkuk,MAKANAN SIAP MASAK,LAUK,11.16
1241,SUP CAMPUR,semangkuk,MAKANAN SIAP MASAK,LAUK,8.06842105263158
1242,TOM YAM CAMPUR,semangkuk,MAKANAN SIAP MASAK,LAUK,8.394444444444444
1243,TOM YAM AYAM,semangkuk,MAKANAN SIAP MASAK,LAUK,6.9512820512820515
1244,TOM YAM DAGING,semangkuk,MAKANAN SIAP MASAK,LAUK,7.655555555555556
1245,TOM YAM UDANG,semangkuk,MAKANAN SIAP MASAK,LAUK,8.338888888888889
1246,TOM YAM SOTONG,semangkuk,MAKANAN SIAP MASAK,LAUK,8.04375
1247,MAGGI GORENG,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,4.672754491017964
1248,MAGGI SUP,semangkuk,MAKANAN SIAP MASAK,LAIN-LAIN,4.690579710144927
1250,ROTI TELUR,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.2612359550561796
1252,KUIH LAPIS,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,0.4000000000000001
1253,KUIH SERI MUKA,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,0.4000000000000001
1255,PAU AYAM,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,3.0
1264,AYAM SOS LEMON,sepiring,MAKANAN SIAP MASAK,LAUK,5.0
1265,SOTONG GORENG ASAM,sepiring,MAKANAN SIAP MASAK,LAUK,7.666666666666667
1266,UDANG BUTTER,sepiring,MAKANAN SIAP MASAK,LAUK,8.9
1277,SUP IKAN,semangkuk,MAKANAN SIAP MASAK,LAUK,6.5
1278,SUP SAYUR MASIN,semangkuk,MAKANAN SIAP MASAK,LAUK,6.8
1281,NASI BRIYANI AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,9.437984496124031
1282,NASI BRIYANI KAMBING,sepinggan,MAKANAN SIAP MASAK,NASI,12.69766355140187
1284,NASI BRIYANI BUKHARA,sepinggan,MAKANAN SIAP MASAK,NASI,13.200000000000001
1285,AYAM MASAK KARI,seketul,MAKANAN SIAP MASAK,LAUK,4.265734265734266
1289,SUP TULANG,semangkuk,MAKANAN SIAP MASAK,LAUK,9.061290322580644
1290,SUP KAMBING,semangkuk,MAKANAN SIAP MASAK,LAUK,8.480555555555556
1291,ROTI PISANG,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.8261061946902655
1292,ROTI BAWANG,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.9579881656804732
1293,ROTI BOOM,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.555521472392638
1294,RAWA TOSAI,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.408955223880597
1295,ROTI TISU,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.8205128205128207
1296,CAPATI,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.8324626865671643
1297,Ayam Tandoori,seketul,MAKANAN SIAP MASAK,LAUK,7.617999999999999
1298,ROTI BAKAR,1 set,MAKANAN SIAP MASAK,LAIN-LAIN,1.5399999999999998
1299,MURTABAK AYAM,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,6.843
1300,MURTABAK DAGING,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,7.472463768115943
1301,MURTABAK KAMBING,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,9.199367088607595
1307,AIR SUAM,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,0.2602040816326531
1309,Kopi Panas,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.5719780219780222
1311,TEH 'O' LIMAU PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.5904494382022474
1312,Teh Panas,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.5544444444444445
1314,TEH HALIA PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.950310559006211
1315,NESCAFE PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.1804597701149424
1317,NESLO PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.6175287356321837
1318,HORLICKS PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.5006369426751593
1319,MILO PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.251123595505618
1320,BARLI PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.762313432835821
1321,MILO 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.0277777777777777
1322,AIR KOSONG,gelas besar,MAKANAN SIAP MASAK,MINUMAN,0.30794701986754974
1339,JUS EPAL,segelas,MAKANAN SIAP MASAK,MINUMAN,3.898639455782313
1340,JUS MANGGA,segelas,MAKANAN SIAP MASAK,MINUMAN,5.0810344827586205
1341,JUS TEMBIKAI,segelas,MAKANAN SIAP MASAK,MINUMAN,4.210204081632654
1343,JUS BELIMBING,segelas,MAKANAN SIAP MASAK,MINUMAN,4.2368421052631575
1344,JUS LAICI,segelas,MAKANAN SIAP MASAK,MINUMAN,3.3612499999999996
1358,ROTI SARDIN,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,4.372988505747126
1359,KOPI 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.2405555555555556
1360,TEH 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.2039325842696629
1469,NESCAFE ''O'' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.8857954545454545
1728,NASI GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,NASI,4.789457831325302
1729,NASI GORENG SEAFOOD,sepinggan,MAKANAN SIAP MASAK,NASI,8.130612244897959
1730,MI GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,4.784969325153375
1731,MI GORENG MAMAK,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.077083333333333
1732,MI HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.138888888888889
1733,MI SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.62909090909091
1734,MI TOM YAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.416666666666667
1735,MI BANDUNG,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.038888888888889
1736,MI LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.422580645161291
1737,MI KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.496428571428572
1738,BIHUN SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.5288135593220336
1739,KUETIAU GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,4.839041095890411
1740,KUETIAU HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.194117647058824
1741,KUETIAU SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.7239130434782615
1742,KUETIAU TOM YAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.375
1743,KUETIAU BANDUNG,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.932258064516129
1744,KUETIAU LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.537931034482758
1745,KUETIAU KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.691304347826088
1746,CHAR KUETIAU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.8
1748,KON LOH MI (KICAP),sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.5
1749,WAN TAN MI,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.5
1750,MI UDANG,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,8.5
1751,MI KARI,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.1
1752,DAGING KAMBING MASAK KARI,sepiring,MAKANAN SIAP MASAK,LAUK,7.579611650485437
1753,PAK CHOY SOS TIRAM,sepiring,MAKANAN SIAP MASAK,LAUK,4.0
1754,SAYUR TAUGEH,sepiring,MAKANAN SIAP MASAK,LAUK,1.7076923076923076
1755,BABI (PORK) GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,7.0
1756,BABI (PORK) MASAM MANIS,sepiring,MAKANAN SIAP MASAK,LAUK,9.5
1758,IKAN SIAKAP MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,15.0
1760,IKAN SIAKAP KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,15.0
1765,IKAN BAWAL HITAM GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,5.4399999999999995
1767,IKAN BAWAL HITAM TIGA RASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,15.0
1768,IKAN BAWAL HITAM KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,15.0
1772,IKAN KEMBUNG GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,4.196078431372549
1773,IKAN KEMBUNG MASAK KICAP (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,4.545454545454546
1774,IKAN KEMBUNG TIGA RASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,8.166666666666666
1775,IKAN TENGGIRI GORENG,sekeping,MAKANAN SIAP MASAK,LAUK,5.078571428571428
1776,IKAN TENGGIRI MASAK KARI,sekeping,MAKANAN SIAP MASAK,LAUK,5.429166666666666
1777,IKAN TILAPIA GORENG BIASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,6.5
1780,SUP PERUT,semangkuk,MAKANAN SIAP MASAK,LAUK,7.7
1782,ROTI NAAN,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.650892857142857
1783,ROTI CANAI BIASA,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.2078378378378378
1784,KUIH KARIPAP (KENTANG),sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,0.72
1785,VADAI MASALA,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,0.85
1786,VADAI ULUNDHU,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,0.8541666666666666
1787,ROJAK BIASA,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,4.784523809523809
1788,ROJAK MI,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,5.345454545454545
1789,TEH TARIK PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.5612359550561796
1790,"KOPI ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.7218085106382979
1791,KOPI AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.109308510638298
1792,TEH AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.0986559139784946
1793,NESCAFE AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.657142857142857
1794,LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.858284023668639
1795,JUS OREN,segelas,MAKANAN SIAP MASAK,MINUMAN,3.8850993377483443
1796,CARROT SUSU,segelas,MAKANAN SIAP MASAK,MINUMAN,4.154545454545454
1814,LIMAU PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.4795180722891565
1857,NASI KERABU (BIASA),sepinggan,MAKANAN SIAP MASAK,NASI,6.25
1858,NASI DAGANG (BIASA),sepinggan,MAKANAN SIAP MASAK,NASI,10.0
1859,"TEH ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.684065934065934
1860,"TEH ""O"" LIMAU AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.018253968253968
1861,TEH HALIA AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.357055214723926
1862,"NESCAFE ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.290810810810811
1863,NESLO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,3.1961111111111116
1864,HORLICKS AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,3.0151234567901235
1865,MILO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.6794285714285717
1866,"MILO ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.470056497175141
1867,SIRAP AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.7116022099447514
1868,SIRAP LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.9931693989071038
1869,SIRAP BANDUNG AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.268857142857143
