item_code,item,unit,item_group,item_category,2022-05-11
1157,NASI PUTIH KOSONG,sepinggan,MAKANAN SIAP MASAK,NASI,1.7817610062893083
1158,NASI AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,6.178947368421053
1159,NASI LEMAK (BERBUNGKUS),sebungkus,MAKANAN SIAP MASAK,NASI,2.1459459459459462
1160,NASI LEMAK (TIDAK BERBUNGKUS),sepinggan,MAKANAN SIAP MASAK,NASI,2.9585714285714286
1161,NASI + SAYUR + IKAN,sepinggan,MAKANAN SIAP MASAK,NASI,7.335245901639344
1162,NASI + SAYUR + AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,6.931782945736434
1163,NASI + SAYUR + DAGING,sepinggan,MAKANAN SIAP MASAK,NASI,7.80929203539823
1164,NASI + SAYUR + SOTONG,sepinggan,MAKANAN SIAP MASAK,NASI,7.758333333333334
1165,NASI + SAYUR + UDANG,sepinggan,MAKANAN SIAP MASAK,NASI,8.52
1167,NASI GORENG KAMPUNG,sepinggan,MAKANAN SIAP MASAK,NASI,5.8687499999999995
1168,NASI GORENG PAPRIK,sepinggan,MAKANAN SIAP MASAK,NASI,8.376190476190477
1169,NASI GORENG CINA,sepinggan,MAKANAN SIAP MASAK,NASI,5.420588235294118
1170,NASI GORENG PATAYA,sepinggan,MAKANAN SIAP MASAK,NASI,7.029545454545455
1172,NASI GORENG CILI PADI,sepinggan,MAKANAN SIAP MASAK,NASI,5.6
1173,NASI GORENG DAGING MERAH,sepinggan,MAKANAN SIAP MASAK,NASI,8.584848484848486
1174,NASI GORENG USA,sepinggan,MAKANAN SIAP MASAK,NASI,8.95
1175,NASI GORENG AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,7.925373134328358
1183,BIHUN GORENG,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,4.898601398601398
1184,BIHUN HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.263333333333334
1186,BIHUN TOMYAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.648484848484848
1187,BIHUN BANDUNG,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.090322580645162
1188,BIHUN LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.76
1189,BIHUN KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.840909090909091
1198,AYAM GORENG,seketul,MAKANAN SIAP MASAK,LAUK,4.148000000000001
1199,AYAM MASAK MERAH,seketul,MAKANAN SIAP MASAK,LAUK,4.47445652173913
1200,AYAM MASAK KICAP,seketul,MAKANAN SIAP MASAK,LAUK,4.350675675675675
1201,AYAM MASAK HALIA,seketul,MAKANAN SIAP MASAK,LAUK,4.788235294117648
1202,DAGING MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,6.2696969696969695
1203,DAGING MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,5.264814814814815
1204,DAGING MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,6.425
1205,DAGING MASAK PAPRIK,sepiring,MAKANAN SIAP MASAK,LAUK,6.537037037037037
1206,SOTONG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,7.011538461538462
1207,SOTONG MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,6.833333333333333
1208,SOTONG MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,7.415384615384616
1209,SOTONG MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,7.621428571428572
1210,UDANG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,8.072222222222223
1211,UDANG MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,7.207692307692308
1212,UDANG MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,8.038461538461538
