item_code,item,unit,n_original,original_std,n_trimmed,new_std,std_reduction,std_reduction_pct
1,AYAM BERSIH - STANDARD,1kg,7136,0.356467606625615,6609.0,0.1113388364992957,0.24512877012631928,0.6876607174681348
2,AYAM BERSIH - SUPER,1kg,805,0.9105138388277395,761.0,0.7649154332532767,0.1455984055744628,0.15990795456982462
3,AYAM HIDUP,1kg,132,0.21759706994462255,132.0,0.21759706994462255,0.0,0.0
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,1064,2.5694401319658926,1019.0,2.3225733245695204,0.24686680739637223,0.09607805386284408
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,203,1.9138138649644787,203.0,1.9138138649644787,0.0,0.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,341,4.3206362017879725,337.0,4.268080509265674,0.05255569252229808,0.01216387820398982
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,81,3.6902440616533627,81.0,3.6902440616533627,0.0,0.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,1641,2.6044881961701845,1560.0,2.364972024207668,0.2395161719625163,0.09196285562542271
16,BETIK BIASA,1kg,4286,0.9191376099780152,3905.0,0.7020959894505387,0.21704162052747644,0.23613615433783397
18,PISANG BERANGAN,1kg,5125,0.8065834349002553,4837.0,0.6758166256123629,0.13076680928789242,0.16212434278924095
19,PISANG EMAS,1kg,3320,0.9931949797593076,3064.0,0.7943964671573521,0.19879851260195547,0.20016060960168425
20,TEMBIKAI MERAH BERBIJI,1kg,884,0.9501290275154225,822.0,0.8026057860767358,0.14752324143868667,0.15526653450895864
21,TEMBIKAI MERAH TANPA BIJI,1kg,3973,0.735350646600255,3747.0,0.599969770582642,0.13538087601761295,0.1841038375957362
22,DRAGON FRUIT MERAH,1kg,3189,2.367956212415796,2954.0,1.8376989325675457,0.5302572798482503,0.22393035693311247
24,TEMBIKAI SUSU,1kg,1891,1.3002647318461606,1827.0,1.2012463328061078,0.09901839904005283,0.07615249157720605
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,4144,0.7894315337160581,3880.0,0.5636765618875419,0.22575497182851623,0.2859715658504662
27,ANGGUR MERAH BERBIJI,1kg,1042,4.16195911521274,965.0,3.53425247156372,0.6277066436490202,0.15081999276605934
31,LAI KUNING (SAIZ M),1 biji,490,0.26969370381518176,478.0,0.26465419135956286,0.0050395124556189,0.018686058978493708
38,JAMBU BATU BERBIJI,1kg,2490,1.3678793624557795,2338.0,1.0813272367024263,0.2865521257533532,0.20948640181170713
39,JAMBU BATU TANPA BIJI,1kg,1751,1.6402148278218152,1651.0,1.3105008918015215,0.32971393602029364,0.2010187509755351
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,6126,4.005170930772644,5726.0,3.343191607110312,0.6619793236623326,0.16528116654802272
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,6731,1.9333563781401175,6286.0,1.5381026645489064,0.3952537135912111,0.20443913913659512
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,2322,2.9677638734808065,2095.0,2.0083223685613105,0.959441504919496,0.3232876825184189
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,2425,4.59247221118576,2322.0,3.9161020119015757,0.6763701992841846,0.14727801675898397
52,KEPALA IKAN JENAHAK,1kg,1446,4.780771672122438,1388.0,4.431127027208439,0.34964464491399916,0.0731356084108433
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,3863,3.318597385114095,3630.0,2.7899862248273926,0.5286111602867023,0.15928752389724685
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,3303,6.125980765304264,3085.0,5.087302781536581,1.0386779837676823,0.16955292932854865
64,KEPALA IKAN MERAH,1kg,1423,5.991464714599662,1402.0,5.806130106781558,0.18533460781810351,0.03093310511643182
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,1313,7.873160506485008,1229.0,6.683502315409229,1.1896581910757789,0.1511030024214386
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,1009,4.720654683338468,928.0,3.3456216259185005,1.3750330574199676,0.29128016126092454
68,IKAN PARI (KEPINGAN),1kg,3589,8.282417875125287,3290.0,6.89987772311756,1.382540152007727,0.16692470397562661
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,1469,3.8659074568083494,1365.0,3.129757290042508,0.7361501667658414,0.19042105249296343
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,3961,3.7380925938860523,3645.0,2.963978229674448,0.7741143642116044,0.20708806557593837
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,6013,2.4301481676692216,5554.0,1.8632818924933836,0.566866275175838,0.23326407941599908
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,2356,4.803587311164845,2124.0,3.7401246888178443,1.063462622347001,0.22138925629086081
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,492,3.053223394960055,465.0,2.7969054851599937,0.2563179098000612,0.083949936392851
79,IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,1128,5.524810001500667,1039.0,4.373948233399932,1.150861768100735,0.20830793598117114
