item_code,item,unit,item_group,item_category,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-29,2023-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.663333333333334,9.195,8.99,8.524029850746269,8.99,9.195,9.195,9.195,9.195,8.481904761904762,8.763333333333334,8.763333333333334,8.445,8.594999999999999,8.863333333333333,8.739142857142857,8.863333333333333,8.863333333333333,8.763333333333334,8.445,8.763333333333334,8.763333333333334,8.88913043478261,8.594999999999999,8.863333333333333,8.833333333333334,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.8,10.8,10.8,11.401428571428571,,10.8,10.8,10.8,,11.4315,10.8,10.8,10.8,10.8,10.8,11.338947368421053,10.8,10.8,10.8,10.8,10.8,10.8,11.372,10.8,10.8,10.8,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.8,36.8,36.8,31.581666666666667,36.8,36.8,36.8,36.8,36.8,30.297142857142855,,,,,,31.03,,,,,,,30.31142857142857,,,,
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,47.9,,,,,,,47.9,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.5,21.5,21.5,23.219285714285714,21.5,,,,,23.35923076923077,,,,,,23.166153846153843,,,,,,,23.004,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.9,6.9,6.9,6.183888888888889,,6.9,6.9,6.9,,5.861666666666667,,,,,,6.0505555555555555,,,,,,,6.101176470588236,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.833333333333333,6.833333333333333,6.833333333333333,6.8414285714285725,,6.5,7.0,7.0,7.0,6.707142857142857,6.833333333333333,7.0,7.0,7.5,7.5,6.787222222222223,7.5,7.5,7.0,7.5,7.5,7.5,6.780434782608697,,6.5,7.0,7.5
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.3,,,,,,6.3,,,,,,6.633333333333333,,,,,,,6.542857142857143,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,3.358333333333334,,4.2,4.2,4.2,4.2,4.25875,4.2,4.2,4.2,4.2,4.2,4.24625,4.2,4.2,4.2,4.2,4.2,4.2,4.21,,,4.2,4.2
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,2.9,2.9,3.589354838709678,2.9,3.2,3.2,3.2,3.2,3.7740625,3.2,3.2,3.2,3.2,3.2,3.8042424242424246,3.2,3.2,3.2,3.2,3.2,3.2,3.6788235294117646,3.55,3.55,3.55,3.55
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.5,7.5,7.5,8.777272727272727,8.5,7.8,8.15,8.15,6.85,8.824166666666667,7.35,7.35,8.066666666666666,8.066666666666666,8.066666666666666,8.695652173913043,7.35,6.65,6.65,6.65,8.35,8.35,8.890952380952381,7.15,8.425,8.4,8.4
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.2,7.2,7.2,6.551428571428572,7.2,8.5,7.2,7.2,7.2,6.187333333333333,5.9,5.9,5.9,5.9,5.9,6.246,5.9,5.9,5.9,5.9,,,6.3975,,5.9,5.9,5.9
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.2259375,,2.9,2.9,2.9,2.9,4.203428571428572,2.9,2.9,2.9,2.9,3.5,4.208108108108108,3.5,3.5,3.2,3.2,3.2,3.2,4.188823529411765,3.2,3.2,2.9,3.2
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,29.9,,,,,,,,,,,,,,,,,,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,14.5,14.5,18.9515,14.5,14.5,14.5,14.5,14.5,18.860833333333332,14.5,14.5,14.5,14.5,14.5,17.344761904761906,14.5,14.5,14.5,14.5,14.5,14.5,16.185769230769232,14.5,14.5,14.5,14.5
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.178,3.9,3.9,3.9,3.9,3.9,6.505714285714285,3.9,3.9,3.9,,,6.2542857142857144,3.9,3.9,3.9,3.9,,,6.270833333333333,,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,8.5975,,,,,,9.076,,,,,,8.878,,,,,,,9.1225,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.833333333333332,29.833333333333332,26.25,29.533076923076923,29.8,32.75,28.5,33.13333333333333,30.8,29.80925925925926,31.1,29.133333333333336,30.633333333333336,27.45,27.9,29.014666666666663,26.2,26.2,24.5,26.2,27.9,22.9,29.0859375,25.2,,26.4,28.9
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.200000000000001,8.866666666666667,8.866666666666667,11.777435897435897,8.4,8.9,8.9,8.4,8.9,11.56891891891892,9.9,9.9,8.7,8.7,,11.11439024390244,8.4,8.4,7.9,8.9,8.9,8.9,10.59,6.7,7.9,9.5,9.5
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.2,13.5,13.2,12.531428571428572,13.5,13.2,13.2,13.2,12.9,12.240714285714287,11.9,11.9,,,10.5,12.105384615384615,10.7,10.2,9.7,9.5,9.5,11.2,11.278333333333334,,11.7,,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,26.9,,,33.15,,,,,,32.378,,,29.9,29.9,23.9,29.19875,23.9,23.9,,,,,31.285,,,,25.5
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,24.9,23.9,25.4,24.9,24.9,27.9,27.9,27.9,28.4,27.9,27.9,27.9,27.9,24.9,25.4,27.9,27.9,24.9,24.9,24.9,24.9,25.4,,24.9,24.9,24.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.9,12.9,16.266666666666666,16.517666666666667,17.466666666666665,17.45,18.75,16.95,16.166666666666668,17.06125,15.799999999999999,15.799999999999999,16.45,16.45,17.25,16.279354838709676,15.75,18.0,16.45,14.9,14.9,14.9,16.36032258064516,13.9,18.5,18.5,13.5
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,34.9,,34.9,39.065555555555555,23.9,,,34.9,,39.281666666666666,,,,,,41.538,,,,,,,39.17444444444445,,,,36.9
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,29.9,,,28.626666666666665,,,,,,28.293333333333333,,,,,,30.445,,,,,,,32.26333333333333,,35.9,29.9,29.9
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,18.244999999999997,19.5,,,,,12.8,,,19.5,19.5,,19.5,,,,,,,12.8,,19.5,,19.5
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,28.9,,,,,,28.9,,,,,,,,,,,,,17.9,,,,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,26.9,30.4,30.4,29.26,30.4,33.9,30.4,26.9,30.4,28.815999999999995,30.4,30.4,30.4,30.4,30.4,28.64272727272727,30.4,30.4,30.4,30.4,30.4,30.4,29.958,26.9,30.4,33.9,30.4
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.95,11.95,11.95,13.814117647058824,13.133333333333333,16.0,14.0,14.0,14.0,14.0475,14.0,14.0,14.0,14.0,14.45,13.985624999999999,,13.0,13.0,13.0,13.0,13.0,14.692857142857143,13.0,13.0,11.95,10.9
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,19.25,16.2,17.8,19.28576923076923,16.0,18.5,17.9,20.9,20.45,19.847727272727273,19.95,18.45,16.466666666666665,18.75,17.5,19.279642857142854,17.8,15.9,16.7,17.9,17.9,12.9,18.78333333333333,12.9,,14.2,17.133333333333333
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.433333333333334,11.825,11.825,13.0775,9.4,13.266666666666666,12.45,12.933333333333332,11.6,13.407857142857143,11.933333333333332,11.266666666666666,11.266666666666666,11.266666666666666,10.925,13.274468085106383,11.425,11.266666666666666,10.425,10.933333333333332,10.933333333333332,11.266666666666666,12.934772727272728,10.933333333333332,10.933333333333332,7.9,9.9
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,25.5,25.5,25.5,28.483333333333334,,,25.9,22.2,25.2,27.92375,24.7,24.7,21.7,21.7,26.9,27.599,24.9,29.9,27.4,27.4,27.4,25.9,27.24285714285714,,25.4,22.9,26.9
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.9,,,,,,,,,,,,,,,9.9,,,9.9,9.9,9.9,9.9,,,,,
79,IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,25.9,25.9,37.5,34.43333333333333,37.5,28.9,,25.9,33.9,33.9,,,24.9,,27.9,28.8,,,,,,,29.763333333333332,32.5,30.9,,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,40.2,,,,,22.9,35.339999999999996,22.9,22.9,,,,38.13166666666667,28.9,,,27.9,27.9,27.9,38.970000000000006,,,,
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.6,13.95,13.933333333333332,14.072285714285714,14.95,14.95,13.45,13.45,12.466666666666667,14.220833333333333,13.299999999999999,13.1,11.933333333333332,10.4,11.4,13.593,12.45,12.45,12.933333333333332,11.933333333333332,12.45,12.95,13.32611111111111,11.933333333333332,11.95,11.6,11.6
