item_code,item,unit,item_group,item_category,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.4,9.4,9.4,9.4,9.4,9.376307692307693,9.4,9.4,9.4,9.4,9.4,9.15,9.362295081967213,9.15,9.15,9.15,9.15,9.15,9.15,9.364107142857142,9.15,8.9,,9.15,9.15,9.15,9.369642857142859,9.15,9.15,9.15,9.15
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.8,10.8,10.8,10.8,10.8,11.371052631578948,10.8,10.8,10.8,10.8,10.8,10.8,11.36684210526316,10.8,10.8,10.8,10.8,10.8,10.8,11.402000000000001,,10.8,10.8,10.8,10.8,10.8,11.387619047619049,10.8,10.8,10.8,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.8,36.8,36.8,36.8,36.8,38.538,36.8,36.8,36.8,36.8,36.8,36.8,36.931666666666665,36.8,36.8,36.8,36.8,36.8,36.8,34.461666666666666,36.8,36.8,36.8,36.8,36.8,36.8,34.461666666666666,36.8,36.8,36.8,36.8
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,23.188333333333333,,,,,,,22.567857142857143,,,,,,,22.990000000000002,,,,,,,22.83,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,5.39421052631579,5.9,5.9,5.9,5.9,4.9,4.9,5.442380952380953,4.9,4.9,4.9,4.9,4.9,4.9,5.702941176470588,4.9,4.9,,4.4,4.9,4.9,5.525294117647059,,,,4.9
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.5,5.5,6.5,6.5,6.5,6.6834375,6.166666666666667,6.166666666666667,6.166666666666667,6.5,6.5,6.5,6.460714285714286,6.5,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.635151515151516,6.5,6.166666666666667,5.5,6.166666666666667,6.166666666666667,6.166666666666667,6.585714285714285,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.9,4.9,6.346666666666667,,,,,,,6.234999999999999,4.9,,,,,,7.203999999999999,,,,,,,6.716666666666667,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.5,6.5,6.5,6.5,6.5,5.493333333333333,6.5,6.5,6.5,6.5,6.5,6.5,5.211666666666667,6.5,6.5,6.5,6.5,6.5,6.5,4.954000000000001,,6.5,6.5,6.5,6.5,6.5,5.463333333333334,6.5,6.5,6.5,6.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.7,5.7,5.7,5.7,5.7,5.248125,5.7,5.7,5.7,5.7,5.7,5.7,5.496842105263158,5.7,5.2,5.2,5.2,5.2,5.2,5.199736842105263,5.2,5.2,6.5,5.2,5.2,5.2,4.922439024390243,5.2,5.2,3.9,5.2
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.5,10.5,10.299999999999999,9.45,9.45,9.141923076923076,9.45,8.433333333333334,8.433333333333334,9.025,9.025,8.733333333333334,8.885909090909092,9.2,9.766666666666667,10.1,10.05,10.05,10.433333333333334,9.3232,10.633333333333333,10.633333333333333,12.5,10.5,10.5,10.5,9.066190476190476,9.6,9.6,10.1,10.1
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,8.226666666666667,,,,,,,7.99,,,,,,,8.556666666666667,,,,,,,8.852500000000001,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.9,3.9,3.9,3.9,3.9,4.340263157894737,3.9,3.9,4.2,4.2,4.2,4.2,4.524146341463415,4.2,4.2,4.2,4.35,4.35,4.35,4.458157894736842,3.9,3.9,,,3.9,4.9,4.497714285714286,4.9,4.9,4.9,4.9
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,25.8,25.8,25.8,25.8,25.8,21.204117647058823,18.5,18.5,18.5,18.5,18.5,18.5,21.065,18.5,18.5,18.5,18.5,18.5,18.5,19.559545454545454,18.5,18.5,18.5,18.5,18.5,18.5,19.124285714285715,,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,6.727333333333333,,,,,,,6.7375,,,,,,,6.6946666666666665,,,,,,,6.648461538461539,,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,8.7725,,,,,,,9.53,,,,,,,9.9725,,,,,,,9.558,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,28.4,30.9,30.9,23.9,23.9,29.543333333333333,23.9,23.9,23.9,24.9,25.4,25.4,28.651999999999997,25.9,25.9,25.9,26.9,25.4,25.4,28.702499999999997,25.4,26.9,33.0,29.95,30.766666666666666,30.766666666666666,29.411935483870966,37.0,37.0,30.45,34.0
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.850000000000001,10.866666666666667,9.866666666666667,9.866666666666667,9.866666666666667,12.155641025641026,11.2,10.066666666666668,10.200000000000001,10.200000000000001,10.200000000000001,10.200000000000001,11.986052631578948,10.200000000000001,10.200000000000001,10.866666666666667,10.4,10.350000000000001,10.350000000000001,11.981750000000002,11.9,10.9,,10.9,10.9,11.9,12.266279069767442,9.9,9.9,10.9,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,10.9,10.9,10.9,11.4,10.9,12.128333333333334,10.9,11.9,,,,11.9,12.241999999999999,13.9,13.9,13.4,13.4,11.9,,12.265,,,,,,11.5,13.432142857142859,10.9,10.9,,12.5
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,36.9,36.9,36.9,36.9,36.9,37.085,36.9,,,,,,36.32375,36.9,36.9,36.9,36.9,36.9,36.9,36.83625,36.9,36.9,,36.9,36.9,36.9,38.24285714285714,36.9,36.9,36.9,36.9
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,24.9,30.9,30.9,36.9,31.4,30.9,24.9,24.9,30.9,30.9,30.9,29.23333333333333,24.9,30.9,24.9,24.9,24.9,24.9,29.23333333333333,30.9,30.9,,30.9,30.9,30.9,29.23333333333333,30.9,30.9,24.9,30.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.9,14.4,14.7,14.4,16.266666666666666,16.80103448275862,16.75,15.466666666666667,13.6,13.6,15.6,13.6,16.740384615384617,16.266666666666666,17.433333333333334,15.766666666666666,15.433333333333332,14.266666666666666,16.099999999999998,17.240384615384617,19.5,19.5,20.5,19.7,16.933333333333334,15.266666666666666,16.216363636363635,15.933333333333332,14.6,15.7,16.4
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,30.9,30.9,30.9,30.9,,40.9475,,28.9,,,,,41.0725,28.9,28.9,28.9,28.9,28.9,28.9,39.149,28.9,28.9,,36.9,36.9,36.9,40.138,28.9,28.9,28.9,29.9
