item_code,item,unit,item_group,item_category,2023-01-01,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.311194029850746,9.100000000000001,9.200000000000001,9.200000000000001,9.200000000000001,9.100000000000001,9.100000000000001,9.327230769230768,9.100000000000001,9.100000000000001,9.100000000000001,8.8,9.100000000000001,9.4,9.304153846153845,9.395,9.4,9.242835820895522,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.185692307692307,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.234166666666667,,,,,,,11.270869565217392,,,,,,,11.22,10.8,10.8,11.22,10.8,,10.8,10.8,10.8,10.8,10.8,11.262,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.160000000000004,,,,,,,37.9475,,,,,,,37.09833333333333,36.8,36.8,38.93333333333333,36.8,36.8,36.8,36.8,36.8,36.8,36.8,38.12,36.8
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.264166666666664,,,,,,,21.017857142857142,,18.5,18.5,18.5,18.5,18.5,20.705833333333334,19.2,18.5,20.896666666666665,18.5,,,,,,,21.213333333333335,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.357368421052632,3.5,3.5,3.5,3.5,3.5,3.5,5.127916666666667,4.7,3.5,3.5,4.7,4.7,4.7,5.464705882352941,4.7,4.7,5.218095238095238,4.7,4.7,3.5,3.5,3.5,3.5,4.7,5.112307692307693,4.85
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.034,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,6.0,6.0,5.94625,6.5,5.5,6.0,5.633333333333333,4.9,4.9,6.1556,6.050000000000001,5.2,6.2,5.9,5.9,,,,,6.9,6.145555555555556,4.9
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.412727272727272,,,,,,,6.4511111111111115,,,,4.9,4.9,4.9,6.098333333333334,4.9,4.9,6.225714285714285,4.9,4.9,,4.9,4.9,4.9,4.9,6.781428571428571,4.9
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.15,,,,,,,5.145,,,,,,,5.496666666666667,5.5,5.5,4.696666666666666,,,,,,,,4.83,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.277058823529411,4.3,4.3,4.3,4.3,3.9,3.9,5.323414634146341,3.9,3.9,3.9,3.9,3.9,3.9,5.386666666666666,4.796666666666667,4.9,5.394000000000001,4.9,4.9,4.9,4.9,4.3,4.3,4.3,5.269393939393939,4.3
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.451666666666666,9.4,9.4,9.4,9.4,9.4,9.4,9.907894736842104,8.4,8.9,7.900000000000001,7.900000000000001,8.433333333333334,7.9,9.146666666666667,7.9,8.2,9.200833333333334,8.2,5.9,8.2,8.2,9.2,9.2,9.2,8.810769230769232,9.2
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.9075,,,,,,,7.957333333333334,,,,,,,7.942,7.9,,6.808888888888889,,,,,,,,7.0425,9.2
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.473421052631579,4.2,4.2,4.2,4.2,4.5,,4.3566666666666665,,3.9,3.9,3.9,3.9,3.9,4.47,4.175,3.5,4.542368421052632,3.9,3.45,,,,,,4.343,4.9
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,14.969565217391304,,,,,,,14.445714285714287,,,,,,,16.06809523809524,,,15.887619047619047,,,12.8,12.8,12.8,,,16.3375,12.8
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.59,,,,,,,1.59,,,,,,,1.59,,,1.59,,,,,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.183333333333334,,,,,,,7.227777777777778,,,,,,,7.501250000000001,9.9,9.9,7.076666666666667,9.9,,,,,,,6.775454545454545,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.406666666666666,6.9,6.9,6.9,,6.9,6.9,8.445,6.9,6.9,6.9,6.9,6.9,6.9,8.136,6.9,6.9,8.0725,6.9,6.9,6.9,6.9,6.9,6.9,6.9,8.028333333333334,6.9
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.860384615384614,27.599999999999998,25.9,25.4,25.9,,25.9,29.98071428571429,25.9,25.9,24.9,22.9,23.4,22.9,28.477391304347826,29.674999999999997,24.4,29.295384615384613,29.9,29.9,25.9,29.9,29.4,29.4,25.9,29.151538461538458,
