item_code,item,unit,item_group,item_category,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.95,9.284477611940298,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,9.297794117647058,8.95,8.95,9.05,9.05,9.05,9.05,9.348088235294117,9.05,9.05,9.05,9.05,9.05,9.05,9.364927536231885,9.05
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.8,11.25952380952381,10.8,10.8,10.8,,,,10.8,10.8,10.8,11.342,10.8,10.8,10.8,10.8,10.8,10.8,11.352500000000001,10.8,10.8,10.8,10.8,10.8,10.8,11.2725,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.8,38.12,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.519999999999996,36.8,36.8,36.8,36.8,36.8,36.8,36.519999999999996,36.8,36.8,36.8,36.8,36.8,36.8,36.519999999999996,36.8
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,22.170833333333334,,,,,,,,,,22.1375,,,,,,,22.304166666666664,,,,,,,22.457692307692305,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.7,5.1112,4.7,3.5,4.7,4.7,4.7,4.7,4.4,4.4,3.4,5.0868,2.9,4.4,4.4,4.4,4.4,3.4,4.917037037037037,3.4,2.9,2.9,4.4,4.4,4.4,5.69,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.5,6.297826086956522,5.5,6.2,6.2,6.2,6.2,5.5,5.5,6.2,6.2,6.2525,5.5,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,6.3048,6.2,6.5,6.166666666666667,5.5,5.5,5.5,6.418260869565217,5.5
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.9,6.03,4.9,,,,,,,,,6.528333333333333,,,4.9,,,,6.528333333333333,,,,,,,6.67,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,6.0,,,,6.5,6.5,6.5,6.5,6.5,6.5,5.745,6.5,6.5,6.5,6.5,6.5,6.5,5.493333333333333,6.5,6.5,6.5,6.5,6.5,6.5,5.493333333333333,6.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.3,5.242307692307692,4.3,4.3,4.3,4.3,4.3,3.5,3.5,3.5,3.5,4.977441860465117,5.2,5.2,5.2,5.2,5.2,5.2,4.940882352941177,5.2,5.2,5.2,5.2,6.5,6.5,5.4558064516129035,5.7
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.2,8.889473684210527,9.2,8.4,7.9,7.9,7.9,10.1,10.966666666666667,11.2,11.2,9.155,12.5,10.299999999999999,11.2,11.2,10.2,8.966666666666667,8.958636363636364,8.966666666666667,8.966666666666667,9.2,9.2,9.2,9.2,9.023333333333333,8.966666666666667
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.2,8.446153846153846,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,7.29125,9.2,9.2,9.2,9.2,9.2,9.2,7.632,9.2,,,,,,6.7925,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.4,4.568108108108109,4.4,4.4,4.9,4.9,,,3.5,3.5,,4.337631578947369,,,,,,,4.487804878048781,,,,3.99,3.99,3.99,4.368,
