item_code,item,unit,item_group,item_category,2022-02-01,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-27,2022-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,,8.716235294117647,8.716127167630058,8.721804878048781,8.731421800947867,8.741682692307693,8.753809523809524,8.75771028037383,8.762954545454544,8.769128440366973,8.757699530516433,8.750568720379146,8.759212962962962,8.769534883720931,8.76361111111111,8.759074889867842,8.77114537444934,8.776470588235295,8.760223214285714,8.768451882845188,8.766607142857142,8.76801724137931,8.771176470588236,8.768008298755188,8.76275,8.759130434782609,8.766410256410257
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.0,10.405285714285714,10.444848484848485,10.340454545454547,10.329428571428572,10.328333333333333,10.315822784810127,10.369210526315788,10.358987341772153,10.37103896103896,10.410263157894738,10.403636363636364,10.442179487179487,10.448717948717949,10.448846153846153,10.449466666666668,10.458157894736843,10.395,10.477123287671233,10.418641975308644,10.444266666666667,10.412105263157896,10.435897435897436,10.471052631578948,10.475000000000001,10.494533333333333,10.483333333333334
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,39.20658536585366,39.39951219512196,39.15829268292683,39.435,38.91175,38.891621621621624,39.20666666666667,38.936279069767444,38.86608695652174,39.172,38.971162790697676,39.035869565217396,38.927021276595745,38.739318181818184,38.86659574468085,38.40895833333334,37.942499999999995,38.51391304347826,38.45520833333333,38.525,38.277647058823526,38.07395833333333,37.871730769230766,37.9988,38.29294117647059,38.7825
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,42.88,42.88,,,,,,,,,,,,,,,,,,,,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,48.056,45.896249999999995,45.896249999999995,45.896249999999995,46.74,47.01,47.01,48.29714285714285,48.29714285714285,48.29714285714285,48.29714285714285,48.29714285714285,48.29714285714285,48.29714285714285,47.88375,47.738571428571426,,47.738571428571426,47.738571428571426,47.738571428571426,47.738571428571426,47.738571428571426,47.738571428571426,48.196666666666665,48.196666666666665,48.36333333333334
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,19.981451612903225,19.872089552238805,20.006666666666668,19.97044776119403,19.8878125,19.911060606060605,19.866268656716418,19.43246376811594,19.331060606060603,19.42153846153846,19.373846153846152,19.43014492753623,19.43257142857143,19.370294117647056,19.448840579710144,19.218493150684928,17.206249999999997,19.207857142857144,19.345774647887325,19.286285714285714,19.31028169014084,19.538260869565214,19.819687499999997,19.922121212121212,19.937846153846152,19.927042253521126
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,4.175370370370371,4.192077922077923,4.24728476821192,4.228363636363636,4.211954022988506,4.2125,4.240265957446809,4.232984293193717,4.229581151832461,4.19609375,4.155677083333333,4.18,4.185956284153005,4.219157894736842,4.242592592592593,4.2476562499999995,3.942,4.211164021164021,4.263056994818653,4.311567567567568,4.347578947368421,4.3817258883248735,4.392127659574468,4.400625000000001,4.3891282051282055,4.358333333333333
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.003469387755102,5.04014598540146,5.074409448818898,5.014405594405595,4.998951048951049,4.97,5.022283950617284,5.085,5.09460606060606,5.100233918128655,5.0972471910112365,5.096264367816092,5.115357142857143,5.120116279069768,5.107653631284917,5.139510869565217,5.156666666666667,5.145371428571429,5.120290697674419,5.1201775147929,5.1145977011494255,5.078235294117647,5.092790697674419,5.087529411764706,5.0745197740113,5.090545454545455
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.89421052631579,5.858125,5.748333333333334,5.497567567567567,5.580571428571428,5.494878048780488,5.483863636363636,5.536274509803922,5.618461538461539,5.587142857142857,5.55,5.572321428571429,5.533207547169811,5.636181818181818,5.638928571428572,5.654827586206897,5.945,5.708775510204082,5.7436842105263155,5.7282,5.750943396226416,5.801481481481482,5.725294117647059,5.71875,5.666363636363637,5.631833333333334
