item_code,item,unit,item_group,item_category,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.431282051282051,7.360708333333333,7.312409638554216,7.2956640625,7.247786561264823,7.2352671755725195,7.242629629629629,7.328207885304659,7.374620689655172,7.4543564356435645,7.499240924092409,7.55016339869281,7.5777557755775575,7.634136807817589,7.749019607843136,7.837861842105263,7.937427652733119,8.056405228758171,8.128151815181518,8.13288524590164,8.15045751633987,8.224983498349836,8.29151815181518,8.374848484848485,8.411677631578948,8.387086092715233,8.355317725752508,8.391133333333334,8.435827814569537,8.438741721854305
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.067977528089887,11.035393258426968,11.041011235955056,11.026404494382023,11.017222222222223,11.038131868131869,11.037582417582419,11.01438202247191,10.996483516483517,10.924086021505376,10.893789473684212,10.901041666666666,10.9303125,10.962916666666667,10.917083333333332,10.926451612903227,10.949789473684211,10.966421052631578,10.969578947368422,10.96554347826087,10.948602150537635,10.992842105263158,11.003684210526314,11.030105263157896,11.009894736842107,11.031443298969071,11.034791666666665,11.020631578947368,11.023958333333333,11.040531914893617
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,40.154318181818184,40.01869565217391,39.931063829787234,39.564468085106384,39.4595744680851,39.578478260869566,39.61377777777778,39.54955555555556,39.30021739130434,39.165,38.763749999999995,38.2375,38.266666666666666,38.205882352941174,37.998039215686276,38.01877551020408,38.13375,38.1502,37.9722,37.87104166666666,37.949183673469385,38.06705882352941,38.0882,38.431999999999995,38.999583333333334,38.928125,38.786530612244896,38.7758,38.68520833333333,39.0636170212766
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,42.30888888888889,42.30888888888889,42.30888888888889,42.30888888888889,42.61,42.61,42.61,42.61,42.61,42.99714285714286,42.9725,42.52,42.8475,42.8475,42.9725,42.69714285714286,42.69714285714286,42.69714285714286,42.9725,42.9725,42.9725,42.9725,42.9725,42.9725,43.06,44.15222222222222,45.4225,45.4225,45.4225,45.4225
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,48.236,48.236,48.236,48.236,48.236,48.236,48.236,48.236,48.29636363636364,48.29636363636364,48.29636363636364,48.29636363636364,48.11545454545455,48.11545454545455,48.341818181818184,48.527,48.48555555555556,48.527,48.379090909090905,48.527,48.527,48.527,48.527,48.341818181818184,48.341818181818184,48.341818181818184,48.341818181818184,48.527,48.527,48.527
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005,48.745000000000005
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,20.646986301369864,20.617582417582415,20.633956043956044,20.686666666666664,20.796888888888887,20.750804597701148,20.701511627906974,20.64870588235294,20.558433734939758,20.607619047619046,20.61238095238095,20.65060975609756,20.683734939759034,20.729397590361444,20.780975609756098,20.823493975903613,20.89107142857143,20.934588235294115,20.987647058823526,20.952976190476186,20.900459770114942,20.957816091954022,21.0383908045977,21.050581395348836,21.08081395348837,21.019659090909087,20.98460674157303,20.90375,20.871333333333332,20.775393258426966
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.40672131147541,4.440940594059406,4.485196078431373,4.490186046511628,4.50493023255814,4.518986175115208,4.509022222222222,4.500547945205479,4.503684210526316,4.5201382488479265,4.531415525114155,4.5843778801843325,4.540896860986547,4.52641592920354,4.549431279620854,4.599113300492611,4.63479381443299,4.656600985221675,4.645778894472362,4.634579439252337,4.646064814814815,4.693846153846154,4.699810426540284,4.6998139534883725,4.7586818181818185,4.76405529953917,4.761875000000001,4.766260869565217,4.814976744186047,4.81293023255814
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.624256756756758,5.632634730538922,5.734277456647399,5.724545454545455,5.716067415730337,5.751666666666666,5.791657754010695,5.740967741935483,5.754213483146067,5.752216216216216,5.791967213114755,5.791578947368421,5.8210869565217385,5.785904255319149,5.806344086021506,5.8025,5.810459770114942,5.828045977011494,5.837257142857143,5.849162011173185,5.857802197802197,5.866521739130435,5.890769230769231,5.8870786516853935,5.833936170212766,5.849673913043479,5.859615384615385,5.835602094240838,5.84060773480663,5.828162162162163
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.934285714285714,5.864375,5.898163265306122,5.838518518518519,5.873469387755102,5.815344827586207,5.781320754716981,5.744038461538461,5.715094339622641,5.711041666666667,5.642,5.631698113207547,5.68843137254902,5.725,5.872156862745098,5.715098039215687,5.672692307692308,5.732264150943396,5.735535714285715,5.658448275862069,5.641333333333334,5.61,5.6337254901960785,5.705,5.603396226415095,5.603725490196079,5.603518518518519,5.571296296296297,5.625918367346939,5.5830612244897955
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.845616438356164,4.548131868131868,4.550210526315789,4.617156862745098,4.633267326732673,4.590566037735849,4.624134615384616,4.584141414141414,4.59930693069307,4.573267326732673,4.597647058823529,4.537171717171717,4.549381443298969,4.501855670103093,4.456041666666667,4.486847826086957,4.477204301075269,4.475959595959596,4.425670103092783,4.416893203883495,4.444368932038835,4.492826086956522,4.442471910112359,4.428421052631579,4.468247422680412,4.483191489361702,4.4567000000000005,4.42930693069307,4.437019230769231,4.428952380952381
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.5586742424242424,3.5344147157190635,3.5062745098039216,3.5321568627450977,3.5387540983606556,3.533692810457516,3.5223127035830624,3.5143648208469056,3.525522875816993,3.5180064308681676,3.513811074918567,3.5224172185430462,3.5017763157894737,3.49281045751634,3.488973509933775,3.5105177993527508,3.5120447284345047,3.50370253164557,3.5241000000000002,3.519933110367893,3.5192929292929294,3.490754098360656,3.489269102990033,3.472748344370861,3.4905882352941173,3.488929765886288,3.477940199335548,3.486521739130435,3.482207792207792,3.48941935483871
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.378333333333332,8.445859030837005,8.441171548117156,8.544327731092437,8.496581196581197,8.494444444444445,8.485683760683761,8.726713615023474,8.792233502538071,8.856633663366337,8.846884422110552,8.86756345177665,8.976614583333333,8.90548717948718,8.998000000000001,9.156449704142013,9.442893081761007,9.48078431372549,9.517253521126761,9.484154929577464,9.568181818181818,9.71542372881356,9.803451327433628,9.768807339449541,9.904464285714285,9.92591304347826,9.644583333333333,9.507303370786518,9.520050505050506,9.469813953488371
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.311066666666667,5.3219291338582675,5.04015444015444,4.933129770992366,4.800912698412699,4.716798418972332,4.7228,4.755226337448559,4.725744680851065,4.814732142857143,4.710588235294118,4.889633027522936,4.9695566502463056,5.012087378640777,4.86109589041096,4.852907488986784,4.837341772151899,4.804769874476987,4.788388429752066,4.800201612903226,4.780393700787402,4.803373983739838,4.814959677419355,4.784877049180328,4.814126984126984,4.809265306122449,4.827449392712551,4.831578947368421,4.848719008264463,4.8336213991769545
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.9569014084507046,3.9688257575757575,3.9817343173431734,4.003698113207547,3.9983650190114064,3.9932830188679245,4.0156716417910445,3.9854307116104875,3.977303370786517,3.9955018587360596,3.9732089552238805,3.962576923076923,3.996515151515151,3.983671875,3.9802000000000004,3.9438823529411766,3.9496138996138996,3.964334600760456,3.9984435797665365,4.0039299610894945,3.995856573705179,4.047224489795918,4.03665306122449,4.053212851405623,4.052380952380952,4.033043478260869,4.004722222222222,3.9751953125,3.980038759689923,3.9754406130268194
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,27.99,27.99,18.66,18.99,18.99,27.99,4.79,4.79,,,27.99,27.99,27.99,27.99,27.99,27.99,27.99,,,,27.99,27.99
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,13.995035971223022,13.442375000000002,13.587117647058824,13.40011235955056,13.510273224043717,13.48494623655914,13.419617486338797,13.240607734806629,13.172762430939226,13.048228571428572,12.736321839080459,12.713053892215568,12.780617283950617,12.777515151515152,12.37622950819672,12.397717391304347,12.56877659574468,12.643244680851064,12.622284263959392,12.496567164179105,12.517281553398059,12.546818181818182,12.51873015873016,12.245154639175258,12.317631578947369,12.173529411764708,12.152677595628415,12.089065934065934,11.876011560693643,11.889888888888889
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.86625,1.856470588235294,1.824,1.824,1.832857142857143,1.832857142857143,1.8361538461538462,1.8475,1.8475,1.9141666666666666,1.9141666666666666,1.9141666666666666,1.9336363636363636,1.9336363636363636,1.9815384615384615,1.9614285714285713,1.8829411764705881,1.8888888888888888,1.8535294117647059,1.8838888888888887,1.8838888888888887,1.8742105263157895,1.8742105263157895,1.8742105263157895,1.8805,1.8805,1.871904761904762,1.864090909090909,1.8671428571428572,1.8575
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.815471698113208,6.664416243654823,6.613645320197045,6.623813953488373,6.540721153846154,6.533951219512195,6.564074074074075,6.582165898617511,6.5986666666666665,6.614523809523809,6.612534562211982,6.566606334841629,6.551614349775785,6.534545454545455,6.535324074074075,6.539198113207547,6.600783410138249,6.610913242009132,6.600260869565217,6.66918918918919,6.695275229357798,6.709428571428571,6.714902912621359,6.805172413793104,6.7993969849246225,6.78096618357488,6.830471698113207,6.871574074074074,6.86381443298969,6.82385
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.975436893203884,8.887372881355933,8.96211382113821,9.01099173553719,9.024523809523808,9.03344,9.027768595041323,9.09934426229508,9.107083333333334,9.156018518518518,9.160540540540541,9.164700854700854,9.142280701754386,9.209910714285714,9.386442307692308,9.46,9.421702127659575,9.599285714285715,9.564489795918368,9.5741,9.602162162162163,9.61355140186916,9.702095238095238,9.607699115044248,9.691848739495798,9.778188976377953,9.824776119402985,9.748955223880598,9.948384615384615,9.874057971014492
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.081862068965517,29.043081395348835,28.886491228070177,28.825317919075143,28.746272189349114,28.80170454545454,28.7652808988764,28.410115606936415,28.52129213483146,28.848639053254438,28.90051136363636,28.692203389830507,28.954101123595507,29.09179775280899,28.80779005524862,28.503532934131737,28.52310975609756,28.747951807228915,28.86709090909091,28.919393939393938,28.768282208588953,28.77894409937888,28.95788819875776,28.913046357615894,28.610564971751412,28.759175824175824,28.816353591160222,28.895842696629213,28.61150289017341,28.66880952380952
