item_code,item,unit,item_group,item_category,2022-05-01,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,,7.945,8.283636363636363,8.335901639344263,8.269466666666666,8.227727272727272,8.189347826086957,8.198958333333334,8.226700000000001,8.207699999999999,8.208673469387756,8.21019801980198,8.381176470588237,8.18413043478261,8.181649484536083,8.224361702127661,8.191263157894738,8.16021978021978,8.173522727272728,8.152159090909091,8.194054054054055,8.230128205128207,8.294473684210526,8.252727272727274,8.268780487804877,8.201084337349398,8.162584269662922,8.194086021505376
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.5,,10.735185185185186,10.637142857142857,10.673448275862068,10.673448275862068,10.630322580645162,10.680689655172413,10.687931034482759,10.687931034482759,10.724074074074075,10.724074074074075,9.9,10.58516129032258,10.592121212121212,10.563749999999999,10.608333333333333,10.632758620689653,10.656153846153845,10.675384615384615,10.77695652173913,10.785833333333334,10.719166666666666,10.737826086956522,10.613703703703704,10.59551724137931,10.014166666666666,10.024545454545454
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,40.99,40.04076923076923,41.33692307692308,41.943333333333335,41.80214285714286,41.84166666666667,41.73766666666666,41.73766666666666,42.29535714285714,40.3571875,39.66470588235294,40.136,39.338125,39.64857142857143,39.95903225806452,40.38392857142857,40.67060606060606,40.27,40.2984375,40.170606060606055,40.10088235294118,40.203823529411764,39.791714285714285,40.34935483870967,40.558,40.60030303030303,40.576470588235296
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,48.9,48.9,,48.9,48.9,48.9,48.9,48.9,48.9,,,,,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,53.4,51.596666666666664,53.9,53.9,53.9,47.9,,47.99,,,,,,,,59.9,59.9,59.9,59.9,53.945,53.945,53.945,53.945,,,47.9
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,18.34857142857143,18.55375,19.235555555555557,20.39125,19.45375,19.70375,20.490000000000002,21.10833333333333,21.70375,21.70375,22.865,22.39,22.39,21.947142857142858,22.274999999999995,22.691666666666663,22.691666666666663,22.691666666666663,21.947142857142858,23.232,22.444999999999997,22.024285714285714,22.95285714285714,23.0825,23.441666666666663,22.917499999999997
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,4.075,4.123152173913044,4.1512244897959185,4.190744680851064,4.160947368421053,4.194166666666667,4.183267326732673,4.1808,4.2012,3.9327000000000005,3.80030612244898,4.015925925925926,4.022872340425532,4.086907216494845,4.11923076923077,4.038190476190476,4.029619047619048,4.026761904761905,4.098640776699029,4.094387755102042,4.09,4.078888888888889,4.11990099009901,4.102079207920792,4.109611650485437,4.167717391304348,4.180444444444444
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.5,4.49,5.024285714285714,5.083823529411765,5.145441176470588,5.183194444444445,5.173913043478261,5.1467605633802815,5.18338028169014,5.031285714285715,4.879850746268658,4.783970588235294,5.068888888888889,4.951076923076924,4.841857142857143,4.994533333333334,5.0384415584415585,5.035696202531645,5.04576923076923,5.040571428571429,5.037285714285715,5.035571428571429,4.972666666666666,4.863285714285714,4.850294117647059,4.807536231884058,4.788153846153847,4.779428571428571
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.99,5.919761904761905,5.898809523809524,5.875581395348838,5.912608695652175,5.96875,5.939591836734694,5.918367346938775,5.9040425531914895,5.932641509433962,5.873076923076923,5.855,5.93829268292683,6.008775510204082,6.046153846153846,6.099245283018868,6.098043478260871,6.084807692307693,6.1019565217391305,6.061836734693877,6.0802,6.0590909090909095,6.068727272727274,6.065892857142857,6.09344262295082,6.113571428571428,6.0875
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.8,5.49,4.603571428571429,4.388148148148148,4.142799999999999,4.091111111111111,4.006296296296297,3.948846153846154,4.158461538461538,4.115555555555556,4.1825,4.148846153846154,5.99,3.7047619047619045,3.8386956521739135,3.786363636363636,3.8347826086956522,3.879166666666667,3.8433333333333337,3.9450000000000003,4.062142857142858,4.1170967741935485,4.1725,4.1977419354838705,4.1977419354838705,4.127777777777778,4.999333333333334,4.98625
