item_code,item,unit,item_group,item_category,2023-11-01,2023-11-08,2023-11-15,2023-11-22
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.55,8.18,8.433333333333334,8.4625
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,26.666666666666668,29.666666666666668,25.333333333333332,24.666666666666668
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,48.0,48.0,48.0,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.5,18.0,18.5,18.25
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,13.5,14.4,14.5
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.083333333333334,11.8,11.6,12.333333333333334
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.8666666666666665,1.85,1.5,1.85
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.0,7.05,7.166666666666667,7.066666666666666
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.0,8.333333333333334,8.0,8.333333333333334
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.75,2.9,2.6666666666666665,2.642857142857143
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.7,3.033333333333333,2.5,3.25
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.925,4.957142857142857,4.8375,4.8125
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.333333333333333,4.25,4.35,4.4
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.15,4.05,4.15,4.199999999999999
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.9499999999999997,3.8,3.9499999999999997,4.1
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,8.05,9.5,9.4,9.11
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,11.0,,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,9.9,9.325,9.9,9.025
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.666666666666666,11.11111111111111,11.25,11.5
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.375,3.1,2.9166666666666665,3.2
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,27.333333333333332,30.666666666666668,27.0,28.333333333333332
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.0,18.25,18.5,17.833333333333332
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,17.0,16.5,17.0,16.75
