item_code,item,unit,item_group,item_category,2023-04-05,2023-04-12,2023-04-19,2023-04-26
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.871428571428572,8.775,8.866666666666667,8.75
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,31.2,30.0,30.666666666666668,30.0
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,36.0,36.0,36.0,36.0
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,33.0,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.2,19.166666666666668,18.875,19.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.375,13.88888888888889,13.4,14.6
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.142857142857142,11.071428571428571,12.5,13.6
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.225,2.2199999999999998,2.16,2.0
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,6.8999999999999995,7.0,6.8999999999999995,7.0
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.75,8.0,7.8,6.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.3375,2.0125,2.0500000000000003,1.9
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.125,4.2,3.625,3.8
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.209090909090909,5.733333333333333,4.477777777777778,4.328571428571428
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.333333333333333,4.333333333333333,4.4,4.35
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.133333333333333,4.15,4.199999999999999,4.15
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.9499999999999997,3.9499999999999997,4.1,3.9499999999999997
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.819999999999999,7.947999999999999,6.109999999999999,4.933333333333334
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,8.366666666666667,5.6,8.3,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.728571428571428,7.9,8.525,7.8
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.8,9.4,9.0,8.583333333333334
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.5,2.58,2.48,2.6666666666666665
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,36.5,28.0,33.0,28.0
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,45.0,,,
1374,DAGING KERBAU TEMPATAN,1kg,BARANGAN SEGAR,DAGING,32.0,,,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,18.375,18.333333333333332,17.875,18.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,18.375,18.333333333333332,17.875,18.333333333333332
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,17.333333333333332,17.0,16.75,18.0
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,20.0,18.75,18.75,20.0
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,28.0,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.125,9.5,9.666666666666666,7.75
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.1333333333333333,3.62,3.45,3.28
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,6.4,6.4,6.7,
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,3.8642857142857143,3.97,4.1,4.2375
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.5,38.0,37.5,
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.0,40.0,38.5,
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,2.1677777777777774,2.287142857142857,2.6014285714285714,2.8333333333333335
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.96,2.6,3.733333333333333,2.5
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.963636363636364,4.13,4.142857142857143,4.1571428571428575
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,50.0,
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.5,14.5,13.5,14.5
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.333333333333334,16.1,14.0,14.0
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.85,10.227272727272727,9.6875,10.285714285714286
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.5,8.909090909090908,8.125,8.0
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.2,4.0,3.625,3.875
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.75,6.666666666666667,6.666666666666667,6.5
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.1000000000000005,5.1000000000000005,5.55,5.35
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,28.0,29.166666666666668,27.8,30.4
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,6.74625,6.495,6.794999999999999,6.816666666666666
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,13.0,,13.0,
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,9.5,11.0,9.5,11.0
