item_code,item,unit,item_group,item_category,2023-02-01,2023-02-08,2023-02-15,2023-02-17,2023-02-22
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.549999999999999,8.7625,8.757142857142856,8.1,8.666666666666666
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.5,30.5,31.333333333333332,,30.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,32.0,36.0,,32.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,33.0,33.0,,,33.0
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,33.0,33.0,,,33.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.166666666666668,18.166666666666668,17.5,,18.5
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,14.254444444444443,13.285714285714286,16.0,14.25
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.8,12.0,11.75,,10.428571428571429
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.9600000000000002,1.9600000000000002,2.1,,2.1
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.675,7.675,7.540000000000001,,7.540000000000001
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.25,7.25,8.2,,8.2
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.4166666666666665,2.1222222222222222,2.0833333333333335,,2.35
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.083333333333333,3.56,4.125,,3.7399999999999998
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.875,7.4375,6.611111111111111,6.0,5.836363636363637
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.35,4.35,4.3,,4.3
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.133333333333333,4.15,4.1,,4.1
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.1,3.9499999999999997,,3.9499999999999997
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,8.75,9.25,10.75,,8.166666666666666
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,11.833333333333334,11.025,10.32,,11.183333333333332
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.459999999999999,7.971428571428571,7.94,,7.8500000000000005
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.428571428571429,11.409090909090908,11.0,13.0,10.75
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.0,2.75,2.6666666666666665,,2.6
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,38.0,,38.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.666666666666668,17.666666666666668,16.875,,17.833333333333332
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,17.666666666666668,17.666666666666668,17.833333333333332,,17.833333333333332
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,16.525,16.525,16.875,,17.5
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,22.0,22.0,18.5,,22.0
1379,DAGING BABI (PERUT / BELLY),1kg,BARANGAN SEGAR,DAGING,34.0,34.0,34.0,,34.0
1380,DAGING BABI (DAGING & LEMAK / LEAN & FAT),1kg,BARANGAN SEGAR,DAGING,21.0,21.0,21.0,,21.0
1381,DAGING BABI (ISI DAGING / PURE LEAN),1kg,BARANGAN SEGAR,DAGING,24.0,24.0,24.0,,24.0
1383,DAGING BABI (RUSUK DENGAN DAGING/ RIBS WITH MEAT),1kg,BARANGAN SEGAR,DAGING,24.0,24.0,24.0,,24.0
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.0,10.0,9.5,,9.5
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.725,3.6799999999999997,4.266666666666667,,3.6999999999999997
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,7.8,7.8,7.8,,7.8
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,7.8,7.75,7.199999999999999,,7.199999999999999
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.08,3.9916666666666667,4.2,,4.12
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,36.0,37.5,35.0,35.0,35.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.0,37.0,31.0,,31.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.3,2.7671428571428573,3.15,,2.925
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,,2.3,,,
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.75,4.375,3.6,,3.3
