item_code,item,unit,item_group,item_category,2023-03-01,2023-03-08,2023-03-15,2023-03-22,2023-03-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.833333333333334,8.775,8.75,8.757142857142856,8.675
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.5,30.0,36.0,31.333333333333332,34.0
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,32.0,36.0,36.0,36.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,33.0,33.0,,,
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,33.0,33.0,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.5,18.5,22.0,19.333333333333332,20.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.375,13.5,14.4,12.333333333333334,12.666666666666666
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.833333333333334,9.833333333333334,11.5,10.571428571428571,10.5
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.025,2.1,2.2333333333333334,2.1,2.1
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.540000000000001,7.340000000000001,7.333333333333333,7.175,6.8999999999999995
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.2,7.8,9.0,7.75,8.333333333333334
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.3833333333333333,2.2875,2.825,2.2285714285714286,2.2285714285714286
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.375,4.0,4.25,3.75,4.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.55,7.0,7.375,6.055555555555555,5.333333333333333
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.3,4.4,4.2,4.333333333333333,4.25
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.1000000000000005,4.166666666666667,4.0,4.133333333333333,4.05
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.8,4.1,3.8,3.9499999999999997,3.8
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,13.0,9.125,7.0,8.5,8.059999999999999
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,11.75,9.620000000000001,11.5,9.4,8.866666666666667
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.883333333333333,7.82,8.3,7.94,7.55
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.8,9.555555555555555,10.625,9.38888888888889,9.75
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.08,2.9,3.08,2.8333333333333335,2.6999999999999997
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,,38.0,38.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.833333333333332,17.833333333333332,22.0,18.5,19.25
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,17.833333333333332,17.575,22.0,18.5,19.25
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,15.25,16.833333333333332,20.0,17.333333333333332,18.0
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,,20.0,20.0,20.0,20.0
1379,DAGING BABI (PERUT / BELLY),1kg,BARANGAN SEGAR,DAGING,34.0,34.0,,34.0,
1380,DAGING BABI (DAGING & LEMAK / LEAN & FAT),1kg,BARANGAN SEGAR,DAGING,21.0,21.0,,21.0,
1381,DAGING BABI (ISI DAGING / PURE LEAN),1kg,BARANGAN SEGAR,DAGING,24.0,24.0,,24.0,
1383,DAGING BABI (RUSUK DENGAN DAGING/ RIBS WITH MEAT),1kg,BARANGAN SEGAR,DAGING,24.0,24.0,,24.0,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,3.0,3.0
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.5,10.333333333333334,11.25,8.166666666666666,8.5
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.6999999999999997,4.0,3.825,3.8600000000000003,4.275
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,7.8,7.8,,7.0,7.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,7.8,7.199999999999999,,6.8,6.8
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.075,3.9200000000000004,5.15,4.42,4.225
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,33.5,35.0,32.5,35.0,35.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,31.0,31.0,25.0,31.0,31.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,2.9625,2.4433333333333334,3.08,2.67,2.7085714285714286
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.6666666666666665,3.55,,3.5666666666666664,4.1
