item_code,item,unit,item_group,item_category,2023-07-05,2023-07-12,2023-07-26
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.8375,8.65,8.92
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.666666666666668,23.0,25.666666666666668
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,40.0,,40.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.333333333333332,17.6,19.566666666666666
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.2,13.5,13.0
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.857142857142858,11.0,10.666666666666666
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.3000000000000003,2.1999999999999997,2.2
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.666666666666667,7.5,7.333333333333333
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.25,12.0,8.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.564285714285714,2.55,2.4499999999999997
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.666666666666667,4.875,4.5
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.4125,6.0,4.975
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.324999999999999,4.2,4.5
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.133333333333333,4.0,4.3
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.933333333333333,3.8,4.1
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.688,6.573333333333333,7.239999999999999
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,7.5,7.5,7.5
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.525,7.333333333333333,7.4
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.055555555555555,9.25,9.357142857142858
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.733333333333333,2.68,2.7800000000000002
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,30.5,23.0,28.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.75,15.5,18.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,18.2,17.75,19.666666666666668
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,16.75,15.0,18.0
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,22.0,18.0,20.5
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,13.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.375,3.775,3.6399999999999997
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,7.8,,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,7.7,7.7,7.7
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.125,3.65,4.3375
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,38.0
