item_code,item,unit,item_group,item_category,2023-12-06,2023-12-20,2023-12-27
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.285714285714286,8.72857142857143,8.733333333333333
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,25.333333333333332,25.333333333333332,24.666666666666668
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,48.0,48.0,48.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.0,18.0,17.5
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.166666666666668,19.2,16.5
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.563333333333333,16.9,14.776
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.0,1.9,2.0
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.166666666666667,7.166666666666667,7.25
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.0,8.0,6.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.5666666666666664,2.52,2.25
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.4,3.3333333333333335,3.266666666666667
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.7625,4.8,4.814285714285715
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.35,4.333333333333333,4.35
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.15,4.15,4.15
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.9499999999999997,3.9499999999999997,3.9499999999999997
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,9.888,11.2,10.813333333333333
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,9.5,,9.5
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.4,8.85,8.4
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.222222222222221,11.5,10.642857142857142
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.0875,3.1166666666666667,2.7857142857142856
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,27.0,27.0,24.5
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,18.5,18.5,17.666666666666668
