item_code,item,unit,item_group,item_category,2023-01-04,2023-01-11,2023-01-18,2023-01-25
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.557142857142857,8.48,8.475,8.628571428571428
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,31.0,31.333333333333332,31.333333333333332,31.333333333333332
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,36.0,36.0,36.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.166666666666668,18.166666666666668,18.166666666666668,18.166666666666668
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.857142857142858,15.25,15.0,15.2
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.125,11.2,11.25,11.6
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.9600000000000002,1.9600000000000002,1.9,1.9
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.425,7.675,7.675,7.675
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.0,7.25,7.25,7.25
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.98,2.3000000000000003,2.3666666666666667,2.375
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.5500000000000003,3.325,3.45,3.466666666666667
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.555555555555555,7.111111111111111,6.985714285714286,6.763636363636365
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.4,4.4,4.366666666666666,4.366666666666666
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.199999999999999,4.166666666666667,4.199999999999999,4.199999999999999
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.1,4.1,4.1
