item_code,item,unit,item_group,item_category,2023-09-04,2023-09-06,2023-09-13,2023-09-20,2023-09-27
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.1,8.6,8.466666666666667,8.559999999999999,8.559999999999999
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,30.333333333333332,28.0,26.666666666666668,26.666666666666668
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,48.0,48.0,48.0,48.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.0,18.0,18.25,18.5,18.5
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.0,13.5,13.6,14.0,14.4
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.0,10.5,10.25,11.0,10.8
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.2,1.8666666666666665,1.85,1.85,2.0
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,6.7,7.175,7.175,7.0,7.0
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.0,8.666666666666666,8.0,8.333333333333334,8.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.0,2.75,2.8,2.875,3.1666666666666665
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.0,3.5,3.8000000000000003,3.7600000000000002,3.4799999999999995
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.5,4.642857142857143,4.833333333333333,5.642857142857143,5.033333333333333
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.3,4.25,4.333333333333333,4.35,4.35
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.1,4.05,4.133333333333333,4.15,4.15
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,3.8,3.9499999999999997,3.9499999999999997,3.9499999999999997
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.0,7.0,7.8,7.6,10.333333333333334
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,11.0,12.0,12.0,13.0,13.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.6,8.15,8.666666666666666,8.4,9.2
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,10.928571428571429,11.25,11.857142857142858,11.5
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.0,3.4,3.3,3.2,3.175
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,38.0,31.333333333333332,30.5,28.0,28.0
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,,21.0,21.0,21.0,21.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,,19.0,19.0,19.0,19.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,,21.0,21.0,21.0,21.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,16.5,16.5,16.75,17.0,17.0
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,16.5,16.5,16.75,17.0,17.0
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,16.0,17.0,17.333333333333332,18.0,18.0
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,28.0,28.0,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,9.0,9.333333333333334,9.5,8.5
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,3.7,3.6666666666666665,3.7,3.875
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,7.0,7.0,7.0,,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,,8.8,8.8,,
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,3.5,3.5500000000000003,3.9,4.5125,4.733333333333333
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,39.0,39.0,39.0,,
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,39.0,39.0,39.0,,
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,,3.3,3.625,3.5,3.625
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,,6.0,6.0,,
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.0,4.083333333333333,4.166666666666667,3.9375,4.225
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,38.0,,
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,16.0,15.666666666666666,13.75,13.666666666666666
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.0,14.5,16.0,18.25,15.375
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.0,9.928571428571429,10.166666666666666,10.166666666666666,10.25
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,6.4375,6.422222222222222,6.4125,6.5
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.0,4.6000000000000005,3.6666666666666665,3.6666666666666665,3.4333333333333336
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,,5.5,6.25,6.25,6.25
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,,,4.3,4.3,4.6
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,23.0,26.7,29.083333333333332,29.857142857142858,29.0
