item_code,item,unit,item_group,item_category,2023-10-04,2023-10-11,2023-10-18,2023-10-25
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.75,9.0,8.8,8.8
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.7875,4.5,4.1,4.1
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,7.0,,,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,7.7,,7.7,7.7
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.307142857142857,4.7625,4.65,4.65
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,38.0,,38.0,38.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,40.0,,40.0,40.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.7142857142857144,3.8333333333333335,3.5714285714285716,3.7142857142857144
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,,,,4.0
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.85,5.0,3.85,3.85
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.69,4.0625,4.144444444444444,4.155555555555555
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.333333333333334,15.25,12.5,14.0
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.25,15.0,13.2,14.0
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.845454545454546,10.05,9.95,9.65
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.166666666666667,6.699999999999999,6.663636363636363,7.2727272727272725
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.1,4.375,3.733333333333333,3.733333333333333
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.7,5.5,5.9,5.9
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,4.6,4.6,4.6,4.6
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.75,28.5,28.8,26.833333333333332
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.385714285714286,10.74,10.75,10.75
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,13.0,,,
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,10.0,10.0,10.0,10.0
