item_code,item,unit,item_group,item_category,2023-10-04,2023-10-11,2023-10-18,2023-10-25
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.357142857142858,8.516666666666667,8.7125,8.8
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.4,6.4,6.4,6.4
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.333333333333332,29.5,29.5,29.5
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,48.0,48.0,48.0,48.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.1,,17.0,17.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.571428571428571,14.0,13.0,13.8
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.583333333333334,10.7,9.666666666666666,10.0
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.025,1.7,2.066666666666667,2.066666666666667
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.0,7.0,7.0,7.0
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.75,9.0,9.0,9.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.475,2.8833333333333333,2.9714285714285715,2.96
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.6799999999999997,4.375,3.6666666666666665,4.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.072727272727272,5.166666666666667,5.045454545454546,4.85
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.266666666666667,4.25,4.2,4.2
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.05,4.0,4.0,4.0
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.8,3.8,3.8,3.8
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,8.888,9.5,9.19,8.773333333333333
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,7.5,,7.5,7.5
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.549999999999999,9.05,9.3,9.3
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.75,11.166666666666666,10.833333333333334,11.071428571428571
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.1999999999999997,3.175,2.7,3.0
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,28.0,28.0,28.0,28.0
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,16.5,,16.5,16.5
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,18.0,20.0,18.5,18.5
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,,,17.0,17.0
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.0,26.0,26.0,28.0
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,3.0
