item_code,item,unit,item_group,item_category,2024-12-04,2024-12-11,2024-12-18
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.799999999999999,8.612499999999999,8.575
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,,6.8,6.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,23.0,23.0,23.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,45.0,45.0,45.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.833333333333332,18.875,19.166666666666668
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,14.5,15.166666666666666
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.8,11.25,12.5
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,3.2,2.2,2.766666666666667
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,10.0,10.0
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.25,7.75,7.75
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.516666666666667,3.442857142857143,3.533333333333333
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,5.0,5.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.228571428571429,4.36,3.9285714285714284
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.05,4.05,4.0
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.85,3.9,3.85
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.65,3.6999999999999997,3.65
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,6.0,7.75,7.75
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,16.5,20.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.25,7.0,7.125
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.0,10.5,10.5
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.7,2.94,2.8
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,24.5,24.5,24.5
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,,48.0,
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,16.5,16.5,16.5
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,15.5,15.5,15.5
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,15.7,15.7,
1374,DAGING KERBAU TEMPATAN,1kg,BARANGAN SEGAR,DAGING,,37.0,37.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.900000000000002,18.175,18.166666666666668
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,18.666666666666668,18.75,18.666666666666668
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,17.833333333333332,17.375,18.0
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.5,3.5,3.5
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.0,16.0,16.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.15,3.966666666666667,4.15
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,,11.0,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,11.0,11.0,11.0
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,3.9333333333333336,3.9200000000000004,3.96
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,,37.0,37.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,,38.0,
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.6,6.0,7.0
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,4.65,4.433333333333334,4.6000000000000005
