item_code,item,unit,item_group,item_category,2024-02-07,2024-02-14,2024-02-21,2024-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.485714285714286,8.7625,8.214285714285714,8.014285714285714
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.75,7.0,6.5,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,26.75,26.75,28.666666666666668,28.666666666666668
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,50.0,50.0,50.0,50.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,17.666666666666668,17.666666666666668,17.5,17.5
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.571428571428573,17.857142857142858,17.833333333333332,17.8
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.5,13.7,12.9,12.666666666666666
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.85,1.925,1.9666666666666668,2.066666666666667
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.175,7.175,7.175,7.175
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,7.75,7.75,8.333333333333334,8.333333333333334
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.4375,2.4125,2.3,2.5142857142857147
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.5,3.1666666666666665,4.0,3.125
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.418181818181818,6.4818181818181815,6.6,5.9799999999999995
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.333333333333333,4.35,4.333333333333333,4.333333333333333
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.15,4.15,4.15,4.133333333333333
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.8,3.8,3.8,3.8
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,11.0,9.6,10.2,9.75
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,9.75,11.25,11.25,10.5
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.366666666666667,8.68,7.95,7.95
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,11.11111111111111,11.3125,11.555555555555555
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.5014285714285713,2.6887499999999998,2.8833333333333333,2.875
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,31.5,31.5,33.333333333333336,33.333333333333336
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.5,17.5,17.833333333333332,17.833333333333332
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,16.666666666666668,16.666666666666668,16.5,16.5
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,17.166666666666668,17.166666666666668,17.5,17.5
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,16.5,16.5,16.5,16.5
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.5,3.5,3.5,3.5
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.5,11.5,10.5,
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.66,3.66,3.6999999999999997,4.08
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,10.5,10.5,10.5,10.5
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,9.1,9.1,8.25,8.25
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.2749999999999995,4.36,4.11,4.2
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,38.0,38.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,39.0,39.0,39.0,39.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.166666666666667,7.75,7.2,7.25
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,5.05,4.723333333333334,4.333333333333333,4.5
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.7,5.050000000000001,5.566666666666666,5.566666666666666
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.69,3.690909090909091,3.888888888888889,4.0
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,40.0,40.0
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,16.166666666666668,16.125,15.625,15.166666666666666
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.666666666666666,14.0,15.333333333333334,16.0
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.454545454545455,9.5,9.722222222222221,9.533333333333333
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.2,6.07,6.3100000000000005,5.95
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.033333333333333,3.84,4.25,3.5
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.6,6.6,6.0,6.0
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.9,5.9,7.0,5.9
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,28.8125,28.785714285714285,29.833333333333332,29.375
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,10.4375,10.028571428571428,11.34,12.575
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,13.0,,13.0,13.0
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,10.0,10.0,10.0,10.0
