item_code,item,unit,item_group,item_category,2024-01-03,2024-01-10,2024-01-17,2024-01-24,2024-01-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.6375,8.65,8.6875,8.5875,8.57
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,7.0,7.0,7.2,7.0,7.0
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.0,25.5,25.5,25.5,26.75
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,48.0,48.0,48.0,50.0,50.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,17.25,17.5,17.5,17.5,17.5
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,17.8,19.2,19.0,17.5,17.5
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.2,14.666666666666666,15.125,13.625,14.125
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.85,1.92,1.8333333333333333,1.925,1.85
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.175,7.175,7.175,7.175,7.175
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.333333333333334,7.75,7.75,7.75,7.75
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.7625,2.4625,2.3777777777777778,2.4875,2.3
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.95,3.825,3.375,3.75,3.6
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.372727272727273,5.907692307692307,6.459999999999999,5.872727272727272,5.983333333333333
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.266666666666667,4.34,4.35,4.3999999999999995,4.375
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.05,4.15,4.15,4.2,4.2
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.8,3.9,3.9,3.9499999999999997,3.9499999999999997
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,11.687999999999999,10.323333333333332,10.214,10.3925,10.095
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,11.25,11.0,11.5,11.25,10.75
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,8.333333333333334,8.071428571428571,8.459999999999999,8.652,8.343333333333334
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.55,11.166666666666666,10.909090909090908,10.8,10.727272727272727
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.85,3.0,3.0012499999999998,3.0014285714285713,3.0012499999999998
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,31.666666666666668,28.25,30.25,31.5,31.5
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0,20.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0,20.0
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,20.0,20.0,20.0
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.433333333333334,17.325,17.325,17.325,17.325
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,16.15,16.433333333333334,16.433333333333334,16.433333333333334,16.433333333333334
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,17.5,17.166666666666668,17.166666666666668,17.166666666666668,17.166666666666668
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,17.0,17.0,17.0,17.0,17.0
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,35.0,35.0,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,2.5,,2.5,2.5
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.5,11.666666666666666,11.0,12.0,11.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.266666666666667,3.125,3.2600000000000002,3.075,3.2
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,,,10.0,10.0,10.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,7.7,8.5,8.566666666666666,8.85,8.85
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.05,4.035714285714286,4.066666666666666,4.279999999999999,4.208333333333333
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,38.0,38.0,38.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,39.5,39.0,39.0,39.0,39.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,6.6125,6.69,7.040000000000001,6.7,6.8
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,3.05,4.2,4.476666666666667,4.476666666666667,3.465
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.050000000000001,5.866666666666667,6.4,6.033333333333334,5.7
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.96,3.6166666666666667,3.475,3.6333333333333333,3.6916666666666664
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,33.0,33.0,
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.75,14.4,14.0,14.6,14.8
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.0,13.0,13.875,15.833333333333334,15.5
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.3,10.083333333333334,9.625,9.666666666666666,9.538461538461538
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.609090909090909,6.438461538461539,5.790909090909091,5.7250000000000005,6.0181818181818185
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.283333333333333,3.9499999999999997,3.6999999999999997,3.783333333333333,3.9499999999999997
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.95,6.366666666666667,6.6,6.6,6.6
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.8,5.6000000000000005,5.666666666666667,5.9,5.9
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.3125,28.5,27.3125,29.0,28.833333333333332
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.9,11.825,11.6625,11.950000000000001,11.944444444444445
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,11.0,12.0,12.0,12.0,12.0
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,10.0,10.0,10.0,10.0,10.0
