item_code,item,unit,item_group,item_category,2024-11-06,2024-11-13,2024-11-20,2024-11-27
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,29.0,24.5,27.333333333333332,29.0
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,48.0,,48.0,48.0
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,15.5,16.0,16.5,
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,14.7,15.1,15.5,
1373,DAGING LEMBU IMPORT (KNUCKLE),1kg,BARANGAN SEGAR,DAGING,15.4,15.4,,
1374,DAGING KERBAU TEMPATAN,1kg,BARANGAN SEGAR,DAGING,,,38.0,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,18.833333333333332,18.5,19.0,19.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,19.0,18.0,18.75,19.0
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,17.3,17.925,18.125,17.75
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,30.0,,,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,3.5,3.5,3.5
1399,BAWANG PERAI (LEEK) TEMPATAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.0,15.5,14.5,13.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.1000000000000005,4.0,4.375,4.5
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,11.0,,11.0,11.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,10.9,11.0,10.9,10.9
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,3.84,3.725,3.5666666666666664,3.9333333333333336
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,36.666666666666664,36.0,36.666666666666664,36.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,37.333333333333336,37.0,36.0,36.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.225,5.2,5.25,5.5
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,3.375,3.875,3.8333333333333335,4.25
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.0,,5.0,5.0
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.7875,5.416666666666667,4.833333333333333,5.0
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,40.0,40.0
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.0,13.375,13.75,15.5
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,18.0,13.0,15.0,13.0
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.211111111111112,12.25,11.211111111111112,11.142857142857142
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.85,8.8625,7.85,7.625
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.833333333333333,4.75,5.0,4.833333333333333
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.0,6.5,6.5,6.0
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.5,5.5,5.5,5.75
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.5,29.5,27.833333333333332,26.3
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.083333333333334,10.766666666666666,10.92,11.15
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,15.0,15.0,15.0,15.0
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,11.5,13.5,13.5,12.0
