item_code,item,unit,item_group,item_category,2024-09-04,2024-09-11,2024-09-18,2024-09-25
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.670000000000001,7.798571428571429,7.783333333333334,8.18888888888889
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.8,6.8,6.8,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.333333333333332,24.666666666666668,24.666666666666668,24.25
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,45.0,45.0,45.0,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.666666666666668,19.5,19.5,19.833333333333332
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.083333333333332,15.2,15.75,15.666666666666666
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.666666666666666,11.666666666666666,11.2,11.5
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.975,2.2,2.2,1.75
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.3,7.5,7.5,7.3
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,6.5,6.25,6.25,6.833333333333333
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.942857142857143,3.0125,3.085714285714286,3.2142857142857144
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.25,4.166666666666667,4.0,3.75
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.1,3.0125,2.9125,3.744444444444445
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.05,4.05,4.05,4.1000000000000005
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,4.0,4.0,4.0,4.0
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,3.8,3.8,3.8
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,9.0,9.6,10.75,10.0
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,11.333333333333334,13.0,13.0,12.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.24,7.3,7.2,6.9
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.988888888888889,9.271428571428572,9.583333333333334,9.0625
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.957142857142857,2.9499999999999997,2.9499999999999997,2.8000000000000003
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,34.5,30.0,30.0,27.666666666666668
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,48.0,,,48.0
