item_code,item,unit,item_group,item_category,2024-07-03,2024-07-10,2024-07-17,2024-07-24,2024-07-31
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,20.5,19.75,19.95,20.0,19.95
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,20.5,19.55,19.75,19.733333333333334,19.75
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,19.333333333333332,19.06,19.06,19.125,19.06
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,,18.7,18.7,18.7,18.7
1379,DAGING BABI (PERUT / BELLY),1kg,BARANGAN SEGAR,DAGING,35.0,,,,35.0
1380,DAGING BABI (DAGING & LEMAK / LEAN & FAT),1kg,BARANGAN SEGAR,DAGING,22.0,,,,22.0
1381,DAGING BABI (ISI DAGING / PURE LEAN),1kg,BARANGAN SEGAR,DAGING,24.0,,,,24.0
1383,DAGING BABI (RUSUK DENGAN DAGING/ RIBS WITH MEAT),1kg,BARANGAN SEGAR,DAGING,24.0,,,,24.0
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,22.0,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.5,9.5,9.0,10.0,9.5
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.4799999999999995,4.1499999999999995,3.9166666666666665,4.25,3.8200000000000003
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,11.0,11.5,,11.0,11.0
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,9.5,8.75,6.0,7.5,8.0
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.033333333333333,4.1,4.128571428571428,4.1,4.133333333333334
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,36.0,37.0,37.0,37.0,36.5
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,35.333333333333336,37.666666666666664,37.666666666666664,37.666666666666664,36.5
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.5,4.066666666666666,4.233333333333333,4.8,4.125
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,6.333333333333333,4.3,4.3,4.5,3.6666666666666665
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.0,5.3,5.425,5.34,5.34
1444,BAWANG KECIL MERAH IMPORT (MYANMAR),1kg,BARANGAN KERING,BAWANG,8.0,,,,
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.8100000000000005,4.3999999999999995,4.433333333333334,4.454545454545454,4.55
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.0,13.5,14.2,15.0,14.4
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.333333333333334,13.0,14.0,15.5,13.666666666666666
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.95,10.1,9.8,10.0,10.55
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.571428571428571,7.390000000000001,7.441666666666666,7.7,7.2555555555555555
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.875,4.8,4.7,4.875,4.875
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.75,7.6,7.5,8.0,6.833333333333333
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.366666666666667,5.4,5.4,6.0,5.9
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,25.56,27.083333333333332,27.75,27.6,27.25
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.12857142857143,11.3375,11.1,10.783333333333333,10.9875
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,16.5,16.5,16.0,16.5,16.0
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,10.666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,10.666666666666666
