item_code,item,unit,item_group,item_category,2024-07-03,2024-07-10,2024-07-17,2024-07-24,2024-07-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.4,8.171428571428573,8.055555555555555,8.033333333333333,8.01
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,6.6,6.6,6.6,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,29.25,26.0,25.75,27.333333333333332,27.2
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,45.0,45.0,45.0,45.0,45.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,20.5,19.95,20.325,20.266666666666666,20.325
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.75,13.833333333333334,14.333333333333334,13.7,15.0
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.0,11.0,12.125,12.166666666666666,12.875
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,1.6,1.975,1.975,1.975,2.0
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,7.3,7.3,7.3,7.3,7.3
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,6.5,6.333333333333333,6.333333333333333,6.5,6.333333333333333
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.466666666666667,3.288888888888889,3.2,3.2714285714285714,3.325
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.0,5.166666666666667,4.75,4.975,4.675
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.144444444444444,6.363636363636363,6.509090909090909,5.6,4.966666666666667
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.025,4.0,4.1000000000000005,4.2,4.166666666666667
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.8333333333333335,3.9,3.85,4.0,3.9333333333333336
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.6,3.65,3.65,,3.75
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,8.208333333333334,8.125,8.291666666666666,8.541666666666666,7.083333333333333
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,12.375,11.875,11.875,12.875,12.4
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.76,7.966666666666666,7.966666666666666,7.866666666666667,7.95
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.928571428571429,10.5,10.0,10.214285714285714,10.05
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,3.0666666666666664,3.1714285714285713,3.0285714285714285,3.0714285714285716,3.142857142857143
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,34.0,32.333333333333336,32.333333333333336,36.0,31.75
1374,DAGING KERBAU TEMPATAN,1kg,BARANGAN SEGAR,DAGING,35.0,35.0,35.0,35.0,35.0
