item_code,item,unit,item_group,item_category,2022-03-02,2022-03-03,2022-03-05
1157,NASI PUTIH KOSONG,sepinggan,MAKANAN SIAP MASAK,NASI,118.0,0.0,1.0
1158,NASI AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,82.0,0.0,0.0
1159,NASI LEMAK (BERBUNGKUS),sebungkus,MAKANAN SIAP MASAK,NASI,6.0,1.0,0.0
1160,NASI LEMAK (TIDAK BERBUNGKUS),sepinggan,MAKANAN SIAP MASAK,NASI,8.0,1.0,0.0
1161,NASI + SAYUR + IKAN,sepinggan,MAKANAN SIAP MASAK,NASI,52.0,0.0,1.0
1162,NASI + SAYUR + AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,75.0,0.0,1.0
1163,NASI + SAYUR + DAGING,sepinggan,MAKANAN SIAP MASAK,NASI,47.0,0.0,1.0
1164,NASI + SAYUR + SOTONG,sepinggan,MAKANAN SIAP MASAK,NASI,5.0,0.0,0.0
1165,NASI + SAYUR + UDANG,sepinggan,MAKANAN SIAP MASAK,NASI,2.0,0.0,0.0
1167,NASI GORENG KAMPUNG,sepinggan,MAKANAN SIAP MASAK,NASI,25.0,0.0,0.0
1168,NASI GORENG PAPRIK,sepinggan,MAKANAN SIAP MASAK,NASI,7.0,0.0,0.0
1169,NASI GORENG CINA,sepinggan,MAKANAN SIAP MASAK,NASI,27.0,0.0,0.0
1170,NASI GORENG PATAYA,sepinggan,MAKANAN SIAP MASAK,NASI,11.0,0.0,0.0
1172,NASI GORENG CILI PADI,sepinggan,MAKANAN SIAP MASAK,NASI,8.0,0.0,0.0
1173,NASI GORENG DAGING MERAH,sepinggan,MAKANAN SIAP MASAK,NASI,1.0,0.0,0.0
1174,NASI GORENG USA,sepinggan,MAKANAN SIAP MASAK,NASI,3.0,0.0,0.0
1175,NASI GORENG AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,34.0,0.0,0.0
1183,BIHUN GORENG,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,86.0,0.0,1.0
1184,BIHUN HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,13.0,0.0,0.0
1186,BIHUN TOMYAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,15.0,0.0,0.0
1188,BIHUN LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,2.0,0.0,0.0
1189,BIHUN KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,15.0,0.0,0.0
1198,AYAM GORENG,seketul,MAKANAN SIAP MASAK,LAUK,24.0,0.0,0.0
1199,AYAM MASAK MERAH,seketul,MAKANAN SIAP MASAK,LAUK,3.0,0.0,0.0
1200,AYAM MASAK KICAP,seketul,MAKANAN SIAP MASAK,LAUK,12.0,0.0,0.0
1201,AYAM MASAK HALIA,seketul,MAKANAN SIAP MASAK,LAUK,5.0,0.0,0.0
1203,DAGING MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,11.0,0.0,0.0
1204,DAGING MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,7.0,0.0,0.0
1206,SOTONG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,12.0,0.0,0.0
1207,SOTONG MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,3.0,0.0,0.0
1208,SOTONG MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,3.0,0.0,0.0
1209,SOTONG MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,2.0,0.0,0.0
1210,UDANG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,7.0,0.0,0.0
1213,UDANG MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,1.0,0.0,0.0
1214,SAYUR CAMPUR,sepiring,MAKANAN SIAP MASAK,LAUK,48.0,0.0,0.0
