item_code,item,unit,item_group,item_category,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-27,2025-04-28,2025-04-29,2025-04-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.999540229885058,10.008465346534654,10.005809523809525,9.975841121495327,9.96188679245283,9.933617021276596,9.929140271493214,9.915221238938054,9.902466367713005,9.860599078341014,9.868224299065421,9.842028985507246,9.805,9.78792270531401,9.76971153846154,9.764077669902914,9.72621359223301,9.746153846153847,9.741298076923076,9.753876404494383,9.756872037914691,9.724731182795699,9.814351851851852,9.833023255813954,9.896467661691542,9.915652173913044,9.945675675675677,9.943495575221238
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.476956521739131,11.760645161290322,11.736875,11.686,11.661379310344827,11.692413793103448,11.723636363636363,11.69,11.714545454545455,11.755625,11.747878787878788,11.724375,11.716551724137933,11.65875,11.649375000000001,11.689677419354839,10.976153846153846,11.657931034482758,11.683225806451613,11.757931034482759,11.711875000000001,11.543333333333333,11.668125,11.678823529411764,11.726666666666667,11.802857142857144,11.702424242424243,11.702424242424243
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,9.433333333333334,9.433333333333334,9.433333333333334,9.433333333333334,9.433333333333334,9.25,9.433333333333334,9.433333333333334,9.433333333333334,9.433333333333334,9.433333333333334,9.433333333333334,9.0,9.266666666666667,9.4,9.4,9.266666666666667,9.266666666666667,9.266666666666667,9.0,9.266666666666667,9.266666666666667,9.266666666666667,9.266666666666667,9.266666666666667,9.25,9.433333333333334,9.433333333333334
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,31.54,31.365384615384617,31.589285714285715,31.416666666666668,31.017857142857142,30.25,31.01851851851852,30.822580645161292,30.859375,31.017241379310345,31.017241379310345,30.74137931034483,30.807692307692307,30.854166666666668,30.983333333333334,31.765625,31.421875,31.53030303030303,31.53030303030303,30.678571428571427,30.944444444444443,31.27777777777778,31.318181818181817,31.3,31.426470588235293,30.928571428571427,30.913793103448278,31.257272727272728
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,31.125,29.583333333333332,30.055555555555557,30.055555555555557,30.055555555555557,26.125,30.3125,30.055555555555557,30.055555555555557,30.055555555555557,30.055555555555557,30.055555555555557,26.125,29.4375,29.85,30.55,30.55,30.55,30.55,26.5,30.055555555555557,29.8125,29.85,29.85,31.0625,26.5,30.055555555555557,29.85
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,46.53846153846154,46.09090909090909,45.583333333333336,45.92857142857143,45.833333333333336,41.0,46.36363636363637,45.833333333333336,46.0,46.0,45.666666666666664,45.84615384615385,43.333333333333336,46.8,45.84615384615385,45.84615384615385,45.84615384615385,45.84615384615385,45.84615384615385,43.333333333333336,46.18181818181818,46.63636363636363,45.84615384615385,46.142857142857146,46.142857142857146,43.333333333333336,46.5,46.142857142857146
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,50.0,48.333333333333336,46.6,46.6,46.6,45.0,46.6,46.6,46.6,46.6,46.6,46.6,,47.4,46.166666666666664,46.166666666666664,46.166666666666664,46.166666666666664,46.166666666666664,44.5,46.166666666666664,47.4,46.166666666666664,46.166666666666664,46.166666666666664,44.5,46.166666666666664,46.166666666666664
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.04054054054054,21.029411764705884,21.025641025641026,21.047619047619047,21.075,21.3125,22.91111111111111,23.24,23.26851851851852,23.29591836734694,23.34313725490196,23.510204081632654,23.21875,23.633333333333333,23.627659574468087,23.77173913043478,23.358695652173914,23.614583333333332,23.75,23.545454545454547,23.760416666666668,23.82051282051282,23.69607843137255,23.740384615384617,23.931372549019606,23.72972972972973,23.91509433962264,23.787037037037038
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.165520833333333,4.993600000000001,4.966923076923077,4.986259541984733,4.955384615384616,4.908333333333333,5.002325581395349,5.016551724137931,4.976056338028169,5.027142857142857,5.029787234042553,5.015909090909091,4.975862068965518,5.046969696969697,5.042537313432836,5.007352941176471,5.193965517241379,5.007299270072993,4.9888059701492535,4.891304347826087,4.8713235294117645,4.89908256880734,4.926618705035971,4.868275862068965,4.853731343283582,4.876106194690266,4.960714285714285,5.039568345323741
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.175892857142857,6.110714285714286,6.118115942028985,6.103496503496504,6.059712230215827,6.12719298245614,6.138805970149254,6.151048951048951,6.166438356164384,6.167333333333334,6.180392156862745,6.1445945945945954,6.174193548387097,6.163503649635036,6.118181818181818,6.080405405405405,6.130656934306569,6.0793333333333335,6.087586206896552,6.155555555555556,6.117361111111111,6.13015873015873,6.1516778523489934,6.1125,6.089855072463768,6.158064516129032,6.090066225165563,6.114102564102565
