item_code,item,unit,item_group,item_category,2025-02-01,2025-02-02,2025-02-03,2025-02-04,2025-02-05,2025-02-06,2025-02-07,2025-02-08,2025-02-09,2025-02-10,2025-02-11,2025-02-12,2025-02-13,2025-02-14,2025-02-15,2025-02-16,2025-02-17,2025-02-18,2025-02-19,2025-02-20,2025-02-23,2025-02-24,2025-02-25,2025-02-26,2025-02-27,2025-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.913217821782178,9.927476635514019,9.937842105263158,9.969633027522937,9.98607142857143,9.990776255707763,9.960818181818182,9.964615384615383,9.974205607476636,9.938118279569892,9.951323529411766,9.96269058295964,9.935363636363638,9.918847926267283,9.917004608294931,9.904238095238094,9.883422459893048,9.895806451612902,9.867727272727274,9.856666666666667,9.796039603960395,9.779661016949152,9.841626794258374,9.830909090909092,9.896380090497738,9.918097345132745
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.503333333333334,11.567352941176472,11.573,11.50878787878788,11.50878787878788,11.670645161290324,11.651212121212122,11.661470588235295,11.646470588235294,11.661875,12.315263157894737,11.644848484848485,11.602500000000001,11.636060606060607,11.6496875,11.620909090909091,11.636060606060607,11.557777777777778,11.552222222222222,11.507777777777779,11.414545454545454,11.495806451612903,11.477878787878787,11.49,11.557941176470589,11.596176470588235
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,8.4,9.233333333333334,8.95,9.233333333333334,9.333333333333334,9.333333333333334,9.333333333333334,9.333333333333334,9.333333333333334,9.100000000000001,,9.233333333333334,9.233333333333334,9.233333333333334,9.233333333333334,9.233333333333334,8.95,9.425,9.233333333333334,9.299999999999999,9.0,9.0,9.0,9.2,9.2,9.45
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,29.838709677419356,29.96969696969697,29.1875,29.82758620689655,29.59375,29.735294117647058,29.78787878787879,30.02777777777778,29.97222222222222,29.470588235294116,27.5,29.46875,29.71875,29.96969696969697,30.416666666666668,30.242857142857144,29.59375,30.25,30.439393939393938,30.196969696969695,30.15,30.458333333333332,30.604166666666668,30.5,30.241935483870968,30.25
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,29.22222222222222,29.22222222222222,27.4,28.75,28.666666666666668,28.5,28.88888888888889,28.88888888888889,28.88888888888889,27.8,28.666666666666668,29.125,29.444444444444443,29.75,29.444444444444443,29.9375,28.1,30.214285714285715,30.214285714285715,30.214285714285715,30.214285714285715,28.5,29.5625,30.214285714285715,29.5625,29.5625
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,45.416666666666664,45.46666666666667,43.5,45.53846153846154,45.857142857142854,45.857142857142854,45.69230769230769,45.5,45.5,43.8,,45.5,45.5,45.5,45.5,45.285714285714285,44.0,45.333333333333336,45.30769230769231,45.6,45.42857142857143,44.0,45.36363636363637,45.30769230769231,45.875,45.266666666666666
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,46.6,46.6,45.0,46.6,46.6,46.6,46.6,46.6,46.6,,45.0,46.6,46.6,46.6,46.6,46.6,,46.6,46.6,47.0,46.6,45.0,46.6,46.6,46.6,46.6
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,23.227272727272727,23.26530612244898,23.055555555555557,23.355102040816327,23.282352941176473,23.375510204081635,23.3,23.272549019607844,23.572916666666668,23.154285714285713,21.77777777777778,23.38269230769231,23.451923076923077,23.459183673469386,23.451923076923077,23.528571428571432,23.037837837837838,23.678,23.48867924528302,23.459615384615386,23.597826086956523,23.514,23.749791666666667,23.63705882352941,23.6598,23.6198
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.8660000000000005,4.901801801801802,4.904761904761905,4.949180327868852,4.90078125,4.922580645161291,4.909022556390977,4.900704225352112,4.944525547445255,4.8625,4.546296296296297,4.894557823129252,4.927814569536424,4.926351351351352,4.945578231292517,4.938518518518519,4.86,4.8585714285714285,4.887586206896552,4.908275862068966,4.849264705882353,4.783478260869566,4.837037037037037,4.866438356164384,4.912765957446809,4.883673469387755
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.224074074074075,6.216101694915254,6.295575221238938,6.268992248062016,6.218939393939394,6.197709923664122,6.234782608695652,6.242465753424657,6.207638888888889,6.172881355932203,6.106,6.217880794701987,6.204635761589404,6.201986754966887,6.233766233766234,6.199319727891156,6.186046511627907,6.224137931034483,6.223684210526316,6.268456375838926,6.2503401360544215,6.2384615384615385,6.232876712328767,6.259740259740259,6.263291139240507,6.245962732919255
