item_code,item,unit,item_group,item_category,2022-07-04,2022-07-05,2022-07-07,2022-07-08,2022-07-11,2022-07-18,2022-07-25,2022-07-26,2022-07-27,2022-07-29
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,77.0,0.0,31.0,45.0,8.0,82.0,82.0,0.0,0.0,4.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,75.0,0.0,23.0,43.0,11.0,76.0,75.0,0.0,0.0,3.0
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,15.0,0.0,2.0,13.0,4.0,21.0,20.0,0.0,0.0,0.0
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,35.0,0.0,10.0,23.0,4.0,45.0,39.0,0.0,0.0,0.0
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,20.0,1.0,7.0,16.0,6.0,26.0,27.0,0.0,0.0,0.0
124,TELUR PUYUH,15 Biji,BARANGAN SEGAR,TELUR,12.0,0.0,0.0,9.0,1.0,8.0,9.0,0.0,0.0,0.0
125,TELUR ITIK,10 biji,BARANGAN SEGAR,TELUR,4.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,192.0,1.0,74.0,100.0,17.0,198.0,197.0,0.0,0.0,6.0
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,85.0,0.0,2.0,68.0,13.0,89.0,86.0,0.0,0.0,3.0
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,21.0,0.0,1.0,14.0,6.0,21.0,17.0,0.0,0.0,0.0
148,IKAN BILIS GRED B (KOPEK),1kg,BARANGAN KERING,HASIL LAUT KERING,22.0,0.0,8.0,12.0,5.0,29.0,28.0,0.0,0.0,1.0
152,KACANG HIJAU (IMPORT),1kg,BARANGAN KERING,KACANG,150.0,1.0,57.0,80.0,12.0,146.0,147.0,0.0,0.0,3.0
154,SERBUK KUNYIT (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
160,UBI KENTANG RUSSET,1kg,BARANGAN KERING,UBI KENTANG,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
171,KORDIAL SUNQUICK (OREN),840 ml,MINUMAN,BAHAN-BAHAN MINUMAN,1.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0
180,TEH BOH (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
190,SARDIN CAP AYAM (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,121.0,0.0,18.0,82.0,17.0,121.0,128.0,0.0,0.0,2.0
191,SARDIN CAP AYAM (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,161.0,0.0,32.0,107.0,18.0,158.0,160.0,0.0,1.0,4.0
