item_code,item,unit,item_group,item_category,2025-06-04,2025-06-11,2025-06-18,2025-06-25
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.271428571428572,9.442857142857141,8.98,8.78
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,7.2,7.2,7.2,7.2
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,25.0,25.5,27.5,26.333333333333332
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,26.0,26.0,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,38.0,38.0,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.75,19.0,24.0,22.25
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.25,13.7,13.916666666666666,14.5
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.0,11.0,10.666666666666666,11.25
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,3.25,3.25,4.0,4.0
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,12.0,12.0,14.0,13.0
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,13.0,14.0,15.0,13.666666666666666
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.5,2.6666666666666665,2.9714285714285715,2.5
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.5,2.75,2.5,2.5
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.8111111111111113,3.3666666666666667,3.3285714285714287,2.9714285714285715
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.066666666666666,4.1,4.2,4.1
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.8333333333333335,3.9,4.0,3.85
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.45,3.6,3.6,3.45
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,7.666666666666667,4.5,8.0,7.5
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,9.0,9.0,12.0,12.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.125,7.125,7.166666666666667,7.166666666666667
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.5,10.142857142857142,10.428571428571429,8.666666666666666
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.44,2.6999999999999997,2.84,3.0
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,33.0,30.0,30.0
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,48.0,48.0,,
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.5,,,20.5
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,18.8,,,18.8
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,17.65,16.5,22.0,20.4
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,18.75,18.75,21.5,21.5
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,18.266666666666666,18.0,20.0,19.599999999999998
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.0,,,20.0
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.325,3.6666666666666665,3.45,3.2
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,10.8,10.8,,
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.45,4.266666666666667,4.5,4.666666666666667
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,28.0,28.0,28.0,28.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,28.0,28.0,28.0,28.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.075,3.075,3.6,3.6
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.35,4.35,1.7,
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.433333333333333,3.755555555555555,3.85,3.06
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.166666666666666,14.75,14.75,13.75
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.0,9.2875,9.071428571428571,9.357142857142858
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.5375,5.757142857142857,6.714285714285714,6.357142857142857
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.25,4.375,4.666666666666667,3.5
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.5,6.0,6.0,6.5
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.75,5.75,5.75,5.75
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,30.833333333333332,29.0,28.625,30.0
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.6,10.92,11.15,11.120000000000001
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,14.0,14.0,,
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,17.5,17.5,18.0,17.0
