item_code,item,unit,item_group,item_category,2025-04-02,2025-04-09,2025-04-16,2025-04-23,2025-04-30
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,,,48.0,48.0,
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,,,19.0,,19.0
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,,,18.8,,18.8
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,20.0,20.0,19.166666666666668,16.5,20.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,20.0,20.5,19.625,18.75,21.5
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,19.0,20.0,18.7,16.0,19.599999999999998
1391,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,40.0,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,11.0,7.0,,
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.333333333333333,3.875,3.5200000000000005,4.4,3.6
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,,,11.0,11.0,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,11.0,11.0,11.4,10.8,12.0
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.5,4.666666666666667,4.55,3.5,4.425
1431,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,28.0,28.0,33.0,38.0,28.0
1432,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1kg,BARANGAN SEGAR,DAGING,28.0,28.0,33.0,38.0,28.0
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,4.333333333333333,4.875,4.625,6.5,5.166666666666667
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.0,5.0,4.5,4.0,4.0
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.8,3.966666666666667,3.811111111111111,4.066666666666666,3.766666666666667
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.0,14.5,14.25,,14.4
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,15.0,15.0,,,
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.0,10.166666666666666,9.222222222222221,10.0,9.333333333333334
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.95,5.8,5.5,5.2,5.542857142857143
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,5.0,4.0,3.5,4.666666666666667
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,6.0,6.0,6.5,,6.5
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,5.75,5.333333333333333,5.5,4.5,5.5
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,33.333333333333336,32.2,31.9,30.0,30.25
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,11.0,12.0,11.75,12.0,11.8
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,15.0,15.0,14.5,14.0,
1929,SANTAN KELAPA SEGAR (PEKAT),1kg,BARANGAN SEGAR,KELAPA,14.0,14.0,16.0,14.0,17.5
