item_code,item,unit,item_group,item_category,2025-05-07,2025-05-14,2025-05-21,2025-05-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.959999999999999,9.3,9.328571428571427,9.471428571428572
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,,7.2,7.2,7.2
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.0,25.333333333333332,27.0,25.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,26.0,,26.0,26.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,44.0,50.0,44.0,44.0
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,20.5,21.5,21.5,20.666666666666668
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.0,10.25,11.333333333333334,9.4
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.416666666666666,10.75,9.714285714285714,9.4
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,3.0,3.5,3.25,3.25
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,10.0,11.0,11.0,12.333333333333334
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,10.5,10.5,12.0,11.333333333333334
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.875,2.2199999999999998,2.9,2.675
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.0,2.5,4.0,3.8333333333333335
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.9166666666666665,3.5375,3.5888888888888886,3.3111111111111113
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1,4.033333333333334,4.0,4.0
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.7,3.0666666666666664,3.5,3.5
