item_code,item,unit,item_group,item_category,2025-02-05,2025-02-12,2025-02-19,2025-02-26,2025-02-27
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.9375,8.775,8.6875,8.766666666666667,9.0
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,7.2,7.2,7.2,7.2,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,24.875,25.0,25.0,26.333333333333332,26.0
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,40.0,40.0,40.0,40.0,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,20.5,20.5,20.5,20.5,19.0
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.6,13.8,13.25,14.2,14.0
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.166666666666666,11.625,11.571428571428571,12.0,11.0
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,2.066666666666667,2.55,2.55,3.233333333333333,2.7
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,8.45,8.45,8.45,9.85,9.7
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,8.666666666666666,8.666666666666666,8.666666666666666,10.5,11.0
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.75,2.6666666666666665,2.5999999999999996,2.6666666666666665,2.5
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.0,3.625,3.625,3.625,4.0
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.275,5.75,5.85,5.714285714285714,5.0
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.025,4.025,3.9666666666666663,3.9,
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.8666666666666667,3.8666666666666667,3.8666666666666667,3.85,4.0
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.6,3.6,3.6,3.5,
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,9.0,8.666666666666666,9.333333333333334,10.5,11.0
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,13.0,15.0,13.0,13.5,12.0
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.0,7.0,7.0,7.0,7.0
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.5,13.583333333333334,13.5625,13.928571428571429,12.0
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.8000000000000003,2.966666666666667,3.2,3.3,3.0
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,31.5,31.5,32.5,32.5,35.0
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,48.0,48.0,48.0,48.0,48.0
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,19.3,19.3,19.3,,
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,18.8,18.8,18.8,,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,18.75,18.75,18.75,18.25,16.5
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,18.666666666666668,18.833333333333332,18.833333333333332,18.5,16.5
