item_code,item,unit,item_group,item_category,2025-07-02,2025-07-09,2025-07-16,2025-07-20,2025-07-23,2025-07-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.071428571428571,7.45,8.033333333333333,,8.15,8.7
3,AYAM HIDUP,1kg,BARANGAN SEGAR,AYAM,7.2,,7.2,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.0,29.0,28.0,,25.0,
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,26.0,,26.0,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,44.0,50.0,44.0,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.166666666666668,24.0,21.5,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,19.0,,
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,12.0,,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,13.0,,
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.166666666666668,15.666666666666666,14.857142857142858,,14.0,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.5,12.0,10.7,15.0,10.0,12.0
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,13.0,,
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,10.0,,
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,13.0,,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,10.0,,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,3.25,4.0,3.25,,,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,11.0,14.0,12.333333333333334,,,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,11.666666666666666,13.0,12.0,,,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.8000000000000003,2.8333333333333335,2.8833333333333333,,2.4,
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.6,2.0,2.75,,,
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,13.0,,
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,6.0,,
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,5.5,,
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.87,4.42,3.6166666666666667,5.0,3.65,3.0
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,4.1000000000000005,4.2,4.066666666666666,,,
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,3.9,4.0,3.8333333333333335,,,
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,3.6,3.8,3.8,,,
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,,,,5.5,,
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,5.166666666666667,4.0,4.833333333333333,8.0,,
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,10.5,12.0,12.0,,,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,7.125,6.75,7.25,,,
845,SOTONG (≥ 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,38.0,,
847,KETAM RENJONG/BUNGA (ANTARA 5 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,34.0,,
861,UBI KENTANG HOLLAND,1kg,BARANGAN KERING,UBI KENTANG,,,,4.5,,
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.333333333333334,9.3,9.375,,10.0,
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.8166666666666664,3.35,3.38,,3.5,
1132,LIMAU NIPIS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,12.0,,
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,35.0,35.0,35.0,,,
1369,DAGING KAMBING TEMPATAN BERTULANG,1kg,BARANGAN SEGAR,DAGING,48.0,,48.0,,,
1370,DAGING LEMBU IMPORT (TOPSIDE),1kg,BARANGAN SEGAR,DAGING,20.5,,,,,
1371,DAGING LEMBU IMPORT (BLADE),1kg,BARANGAN SEGAR,DAGING,18.8,,,,,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,19.099999999999998,22.0,19.25,,,
1376,DAGING KERBAU IMPORT (INDIA) * (RUMP),1kg,BARANGAN SEGAR,DAGING,19.833333333333332,21.5,19.833333333333332,,21.0,
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,18.7,20.0,18.666666666666668,,,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.0,,,,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.0,,8.0,,,
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.0,4.0,4.0,,4.5,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,10.8,,10.8,,,
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.45,5.0,4.266666666666667,,,
